sibid,childid,round,theta_eap,ppvt_score,yc,country,group,language
15,ET070092,4,-0.073938496,1.715705752,1,1,5,1
15,ET070092,5,0.619744003,2.830530405,1,1,6,1
5,ET070094,3,-1.542289972,-0.644097865,1,1,4,1
15,ET070095,3,-2.178819895,-1.667072058,1,1,4,1
3,ET070096,3,-2.193419933,-1.690535903,1,1,4,1
3,ET070096,4,-0.734341025,0.654365718,1,1,5,1
3,ET070096,5,-0.397992998,1.194914222,1,1,6,1
3,ET070098,3,-1.312980056,-0.275571406,1,1,4,1
3,ET070098,4,-0.847001016,0.473308593,1,1,5,1
3,ET070098,5,0.283850998,2.290713072,1,1,6,1
16,ET070099,3,-2.157490015,-1.632792592,1,1,4,1
16,ET070099,4,-1.537809968,-0.636897981,1,1,5,1
16,ET070099,5,0.00635157,1.844740868,1,1,6,1
15,ET070100,3,-0.102325,1.670085549,1,1,4,1
15,ET070100,4,-0.423436999,1.154022932,1,1,5,1
15,ET070100,5,0.859004021,3.215047836,1,1,6,1
16,ET090015,3,-1.026569963,0.18472138,1,1,4,1
16,ET090015,4,1.010229945,3.458084583,1,1,5,1
16,ET090015,5,1.066890001,3.549143791,1,1,6,1
4,ET090016,3,-1.40162003,-0.418025672,1,1,4,1
4,ET090016,4,-0.0191717,1.803722143,1,1,5,1
4,ET090016,5,0.588666022,2.780584812,1,1,6,1
5,ET090019,4,1.19622004,3.756991386,1,1,5,1
5,ET090019,5,0.653388023,2.884600163,1,1,6,1
3,ET090033,3,-1.69509995,-0.889680445,1,1,4,1
16,ET090035,3,-1.482450008,-0.547928393,1,1,4,1
6,ET090062,3,-1.538840055,-0.638553441,1,1,4,1
15,ET090064,3,-1.620030046,-0.769034803,1,1,4,1
15,ET090064,4,-0.36946699,1.240758777,1,1,5,1
15,ET090064,5,-0.311416,1.334053159,1,1,6,1
17,ET090071,3,-1.783969998,-1.032504439,1,1,4,1
17,ET090071,4,-0.309166014,1.337669134,1,1,5,1
17,ET090071,5,0.103583001,2.00100255,1,1,6,1
3,ET090075,3,-1.929049969,-1.265664101,1,1,4,1
4,ET090085,3,-1.85055995,-1.139521837,1,1,4,1
16,ET090094,3,-1.780240059,-1.02651,1,1,4,1
16,ET100004,4,0.064181797,1.937680364,1,1,5,1
13,ET100007,3,1.55964005,4.341047764,1,1,4,1
3,ET100008,3,-1.563330054,-0.67791158,1,1,4,1
3,ET100015,3,-1.316779971,-0.281678289,1,1,4,1
15,ET100016,4,0.117569998,2.023481131,1,1,5,1
3,ET100018,3,1.311179996,3.941744804,1,1,4,1
3,ET100018,4,0.949566007,3.360590935,1,1,5,1
3,ET100018,5,1.020900011,3.475232601,1,1,6,1
3,ET100024,4,-0.438111991,1.130438566,1,1,5,1
3,ET100024,5,-0.057805799,1.741632819,1,1,6,1
15,ET100027,4,0.499282986,2.636936188,1,1,5,1
15,ET100027,5,1.536520004,4.303891182,1,1,6,1
5,ET100037,3,-1.028349996,0.18186067,1,1,4,1
5,ET100037,4,-0.331239015,1.302195311,1,1,5,1
5,ET100037,5,0.186563998,2.134362221,1,1,6,1
3,ET100044,3,-2.169729948,-1.652463436,1,1,4,1
22,ET100047,3,-1.485030055,-0.55207485,1,1,4,1
15,ET100055,4,1.344269991,3.994924068,1,1,5,1
15,ET100055,5,0.544297993,2.709280491,1,1,6,1
16,ET100066,3,-0.739666998,0.645806253,1,1,4,1
16,ET100066,4,0.93522799,3.337548256,1,1,5,1
16,ET100066,5,1.991179943,5.034580231,1,1,6,1
16,ET100067,3,-1.662670016,-0.837561965,1,1,4,1
16,ET100067,4,-0.194618002,1.521760464,1,1,5,1
16,ET100067,5,0.979876995,3.409304142,1,1,6,1
4,ET100070,3,1.708639979,4.580507278,1,1,4,1
4,ET100070,4,1.722069979,4.602090359,1,1,5,1
4,ET100070,5,2.288389921,5.512229443,1,1,6,1
4,ET100074,3,0.488761991,2.620027781,1,1,4,1
7,ET100078,4,0.247806996,2.232786417,1,1,5,1
7,ET100078,5,0.349133015,2.395628691,1,1,6,1
5,ET100082,3,0.725822985,3.001011133,1,1,4,1
15,ET100085,4,0.586704016,2.777431488,1,1,5,1
15,ET100085,5,0.445923001,2.55118084,1,1,6,1
4,ET100089,4,0.988328993,3.422887325,1,1,5,1
4,ET100089,5,1.005740047,3.450868845,1,1,6,1
3,ET100091,3,-1.48281002,-0.548506975,1,1,4,1
3,ET100091,4,0.458671987,2.571669817,1,1,5,1
7,ET100092,3,-2.184210062,-1.675734639,1,1,4,1
7,ET100092,4,-0.079805903,1.706276178,1,1,5,1
7,ET100092,5,0.972317994,3.397156,1,1,6,1
7,ET100093,3,0.219255999,2.186901808,1,1,4,1
5,ET100094,4,0.115401,2.019995451,1,1,5,1
5,ET100094,5,1.308840036,3.937984228,1,1,6,1
5,ET100098,3,-0.40142101,1.189405084,1,1,4,1
5,ET100098,4,1.861600041,4.826330662,1,1,5,1
5,ET100098,5,1.491400003,4.231378555,1,1,6,1
4,ET110010,3,-1.512249947,-0.595820189,1,1,4,1
4,ET110010,4,0.240722001,2.221400023,1,1,5,1
5,ET110040,3,0.875827014,3.242084265,1,1,4,1
5,ET110040,4,2.103280067,5.214737415,1,1,5,1
4,ET110041,3,-1.438380003,-0.477103025,1,1,4,1
15,ET110057,4,0.840642989,3.185539722,1,1,5,1
15,ET110057,5,0.472916007,2.594561577,1,1,6,1
3,ET110088,4,0.349916011,2.396887064,1,1,5,1
3,ET110088,5,0.809499979,3.135489464,1,1,6,1
16,ET120002,4,-1.211030006,-0.111726359,1,1,5,1
16,ET120002,5,-1.261139989,-0.192258656,1,1,6,1
16,ET120004,4,-1.494889975,-0.567920804,1,1,5,1
16,ET120004,5,-0.52086997,0.997437358,1,1,6,1
6,ET120006,4,-2.085289955,-1.516759038,1,1,5,1
6,ET120006,5,-1.097720027,0.070375346,1,1,6,1
16,ET120007,4,-1.147420049,-0.009498104,1,1,5,1
16,ET120007,5,-0.767602026,0.600911558,1,1,6,1
16,ET120008,4,-1.270740032,-0.20768699,1,1,5,1
16,ET120008,5,-1.202469945,-0.09796939,1,1,6,1
16,ET120009,4,0.563989997,2.740927696,1,1,5,1
16,ET120009,5,-0.155447006,1.584712625,1,1,6,1
16,ET120010,4,-1.126610041,0.023945887,1,1,5,1
16,ET120010,5,-1.134899974,0.010623045,1,1,6,1
16,ET120011,4,-0.780614018,0.579999864,1,1,5,1
16,ET120011,5,-0.773536026,0.591374993,1,1,6,1
3,ET120014,4,-1.140169978,0.002153564,1,1,5,1
3,ET120014,5,-1.247120023,-0.169727013,1,1,6,1
6,ET120015,4,-1.314890027,-0.278640926,1,1,5,1
6,ET120015,5,-0.0261935,1.792437315,1,1,6,1
6,ET120016,4,-0.387475014,1.211817861,1,1,5,1
6,ET120016,5,-0.259912014,1.416825771,1,1,6,1
16,ET120017,3,-0.681944013,0.738573492,1,1,4,1
16,ET120017,4,0.423161,2.5145998,1,1,5,1
16,ET120017,5,0.0142312,1.857404232,1,1,6,1
10,ET120018,4,-2.168879986,-1.651097536,1,1,5,1
10,ET120018,5,-0.343784988,1.282032609,1,1,6,1
16,ET120019,4,-1.190250039,-0.078330651,1,1,5,1
16,ET120019,5,-0.062142398,1.734663367,1,1,6,1
18,ET120021,4,-0.678219974,0.744558454,1,1,5,1
18,ET120021,5,-1.16892004,-0.044050973,1,1,6,1
5,ET120023,3,-1.185269952,-0.070327096,1,1,4,1
5,ET120023,4,0.0197553,1.866282105,1,1,5,1
5,ET120023,5,0.103624001,2.001068354,1,1,6,1
4,ET120024,4,-0.862802029,0.4479146,1,1,5,1
4,ET120024,5,-1.301300049,-0.256800324,1,1,6,1
7,ET120026,4,-0.563143015,0.929499865,1,1,5,1
7,ET120026,5,-0.971183002,0.273734361,1,1,6,1
16,ET120027,4,-0.660224974,0.773478389,1,1,5,1
16,ET120027,5,-0.170448005,1.560604334,1,1,6,1
16,ET120028,4,-1.342380047,-0.322820425,1,1,5,1
16,ET120028,5,-1.279999971,-0.222568735,1,1,6,1
7,ET120029,4,-1.499390006,-0.575152874,1,1,5,1
7,ET120029,5,-1.471539974,-0.530394793,1,1,6,1
17,ET120032,4,-0.503315985,1.025648594,1,1,5,1
17,ET120032,5,-0.720905006,0.675958872,1,1,6,1
19,ET120033,4,-1.09750998,0.070712909,1,1,5,1
19,ET120033,5,-1.11461997,0.04321526,1,1,6,1
9,ET120034,4,-0.398000985,1.194901466,1,1,5,1
9,ET120034,5,-1.309309959,-0.269673139,1,1,6,1
16,ET120035,4,-0.952654004,0.303512514,1,1,5,1
16,ET120035,5,-0.440084994,1.127267718,1,1,6,1
18,ET120036,4,-1.075410008,0.106230013,1,1,5,1
18,ET120036,5,-0.280164987,1.384276986,1,1,6,1
16,ET120037,4,-1.363190055,-0.356264442,1,1,5,1
16,ET120037,5,-0.654698014,0.782360852,1,1,6,1
4,ET120038,4,-0.757034004,0.617895544,1,1,5,1
4,ET120038,5,-0.540073991,0.966574371,1,1,6,1
3,ET120039,4,-0.860387027,0.451795787,1,1,5,1
16,ET120040,4,-0.962827027,0.287163347,1,1,5,1
16,ET120041,4,-0.26108101,1.414947033,1,1,5,1
16,ET120041,5,-0.564256012,0.927711189,1,1,6,1
16,ET120043,4,-1.512869954,-0.596816599,1,1,5,1
16,ET120043,5,-0.410733998,1.174438119,1,1,6,1
7,ET120044,4,-0.933182001,0.334806204,1,1,5,1
7,ET120044,5,-0.642289996,0.802301884,1,1,6,1
6,ET120045,4,-1.571630001,-0.691250563,1,1,5,1
6,ET120045,5,-0.936560988,0.329375774,1,1,6,1
16,ET120047,4,-1.413220048,-0.436668187,1,1,5,1
16,ET120047,5,-1.119429946,0.035485096,1,1,6,1
4,ET120050,4,-0.0857879,1.696662426,1,1,5,1
4,ET120050,5,-0.163449004,1.571852446,1,1,6,1
5,ET120051,4,-1.167309999,-0.041463461,1,1,5,1
5,ET120051,5,-0.488058001,1.050169826,1,1,6,1
16,ET120052,4,-0.902522027,0.384080172,1,1,5,1
16,ET120052,5,-0.652114987,0.786512077,1,1,6,1
5,ET120053,4,-0.975553989,0.266709715,1,1,5,1
6,ET120054,4,-1.715659976,-0.922722697,1,1,5,1
6,ET120054,5,0.324972004,2.356799126,1,1,6,1
16,ET120056,4,-0.890837014,0.402859271,1,1,5,1
16,ET120056,5,-1.474499941,-0.53515178,1,1,6,1
16,ET120057,4,-1.219769955,-0.125772431,1,1,5,1
99,ET120057,5,-0.836190999,0.490681499,1,1,6,1
16,ET120058,4,-1.358219981,-0.348276973,1,1,5,1
16,ET120058,5,-0.953221977,0.302599728,1,1,6,1
6,ET120059,4,-0.71125102,0.691473901,1,1,5,1
3,ET120060,4,-0.523396015,0.993377686,1,1,5,1
3,ET120060,5,-1.081099987,0.097085588,1,1,6,1
11,ET120061,4,-1.414690018,-0.439030588,1,1,5,1
11,ET120061,5,-1.350810051,-0.336368382,1,1,6,1
17,ET120062,4,-1.31783998,-0.28338182,1,1,5,1
99,ET120062,5,-0.420426011,1.158861876,1,1,6,1
15,ET120064,4,-0.133087993,1.620646,1,1,5,1
15,ET120064,5,0.018980401,1.865036726,1,1,6,1
6,ET120065,4,-0.929228008,0.341160715,1,1,5,1
6,ET120065,5,-0.160364002,1.57681036,1,1,6,1
16,ET120066,4,-0.072201498,1.718497276,1,1,5,1
16,ET120066,5,-0.11434,1.650776148,1,1,6,1
16,ET120067,4,-0.699395001,0.710527837,1,1,5,1
16,ET120067,5,-0.29420799,1.361708283,1,1,6,1
16,ET120068,4,-0.980145991,0.259329855,1,1,5,1
16,ET120068,5,-0.211116001,1.495246291,1,1,6,1
16,ET120070,4,-1.355509996,-0.343921721,1,1,5,1
16,ET120070,5,0.235176995,2.212488651,1,1,6,1
6,ET120071,4,-2.041150093,-1.445821404,1,1,5,1
6,ET120071,5,-0.534301996,0.975850582,1,1,6,1
16,ET120072,4,-0.508544028,1.017246485,1,1,5,1
16,ET120072,5,0.0134716,1.856183529,1,1,6,1
17,ET120074,4,-0.954855978,0.299973696,1,1,5,1
17,ET120074,5,-0.236801997,1.453966141,1,1,6,1
16,ET120075,4,-1.363940001,-0.357469678,1,1,5,1
16,ET120075,5,-1.795490026,-1.051018476,1,1,6,1
4,ET120076,4,-0.090391196,1.689264417,1,1,5,1
3,ET120078,4,-1.582949996,-0.709443033,1,1,5,1
3,ET120078,5,-0.349483997,1.27287364,1,1,6,1
6,ET120079,4,-2.084889889,-1.516116142,1,1,5,1
6,ET120079,5,-0.963778973,0.285633475,1,1,6,1
15,ET120081,4,-1.08457005,0.091508813,1,1,5,1
15,ET120081,5,-0.0104479,1.817742229,1,1,6,1
4,ET120082,4,-1.308769941,-0.268805265,1,1,5,1
4,ET120082,5,-0.57359302,0.912705541,1,1,6,1
16,ET120083,4,-1.495499969,-0.568901122,1,1,5,1
16,ET120083,5,-0.082208499,1.702414989,1,1,6,1
15,ET120084,4,-1.708340049,-0.910958767,1,1,5,1
4,ET120085,3,-0.422619998,1.155335903,1,1,4,1
4,ET120085,4,-0.324357986,1.31325388,1,1,5,1
4,ET120085,5,0.590683997,2.783827782,1,1,6,1
8,ET120086,4,-1.333950043,-0.309272498,1,1,5,1
8,ET120086,5,-1.655439973,-0.825942457,1,1,6,1
5,ET120087,4,-1.357509971,-0.347135901,1,1,5,1
5,ET120087,5,-0.355470002,1.26325345,1,1,6,1
3,ET120088,3,-0.806999981,0.537594676,1,1,4,1
5,ET120090,4,-1.103809953,0.060588155,1,1,5,1
5,ET120090,5,-1.229470015,-0.14136149,1,1,6,1
16,ET120091,4,-1.456689954,-0.506529152,1,1,5,1
16,ET120091,5,-1.038949966,0.16482535,1,1,6,1
16,ET120093,4,-1.202960014,-0.098756984,1,1,5,1
16,ET120093,5,-0.667979002,0.761016846,1,1,6,1
16,ET120095,4,-1.006960034,0.216236711,1,1,5,1
16,ET120095,5,-1.191669941,-0.080612585,1,1,6,1
16,ET120096,4,-1.273599982,-0.212283254,1,1,5,1
16,ET120096,5,-1.260810018,-0.191728354,1,1,6,1
18,ET120097,4,-1.21160996,-0.112658411,1,1,5,1
16,ET120098,3,-1.792129993,-1.045618534,1,1,4,1
16,ET120098,4,-0.805809975,0.539507151,1,1,5,1
16,ET120098,5,-0.400997996,1.190084934,1,1,6,1
7,ET120099,3,-0.317250997,1.32467556,1,1,4,1
7,ET120099,4,-1.32968998,-0.3024261,1,1,5,1
7,ET120099,5,0.415241987,2.501873016,1,1,6,1
6,ET120100,4,-0.495918006,1.037537932,1,1,5,1
6,ET120100,5,-0.318787992,1.322205544,1,1,6,1
4,ET130001,4,-0.286706001,1.373764873,1,1,5,1
4,ET130001,5,0.654078007,2.885709047,1,1,6,1
7,ET130002,4,-1.396579981,-0.409925729,1,1,5,1
7,ET130002,5,0.348340988,2.394355774,1,1,6,1
15,ET130003,4,-0.152986005,1.588667631,1,1,5,1
15,ET130003,5,1.075610042,3.563157797,1,1,6,1
5,ET130004,4,1.009109974,3.456284761,1,1,5,1
5,ET130004,5,1.839229941,4.790379524,1,1,6,1
5,ET130005,4,-0.144390002,1.602482438,1,1,5,1
5,ET130005,5,0.373991013,2.435578108,1,1,6,1
15,ET130007,4,0.726541996,3.002166748,1,1,5,1
15,ET130007,5,1.288669944,3.9055686,1,1,6,1
16,ET130010,4,1.053460002,3.527560234,1,1,5,1
16,ET130010,5,1.091629982,3.588903666,1,1,6,1
16,ET130011,4,-0.0774858,1.710004926,1,1,5,1
16,ET130011,5,1.083439946,3.575741291,1,1,6,1
15,ET130012,4,-0.017414,1.806546926,1,1,5,1
15,ET130012,5,0.666999996,2.906476021,1,1,6,1
15,ET130014,4,0.478504986,2.603543758,1,1,5,1
15,ET130014,5,0.842891991,3.189154148,1,1,6,1
16,ET130016,4,-0.187919006,1.532526493,1,1,5,1
16,ET130016,5,0.592777014,2.787191629,1,1,6,1
15,ET130017,4,0.443919003,2.547960281,1,1,5,1
15,ET130017,5,1.718880057,4.596963882,1,1,6,1
16,ET130019,4,1.759019971,4.661473274,1,1,5,1
16,ET130019,5,0.93275702,3.333577156,1,1,6,1
16,ET130022,4,-0.814571023,0.525427163,1,1,5,1
16,ET130022,5,0.020564601,1.867582798,1,1,6,1
15,ET130023,4,1.830080032,4.77567482,1,1,5,1
15,ET130023,5,2.250020027,5.450564861,1,1,6,1
9,ET130024,4,0.096887097,1.990241408,1,1,5,1
9,ET130024,5,1.92584002,4.929571629,1,1,6,1
15,ET130025,4,0.082731798,1.967492342,1,1,5,1
15,ET130025,5,1.527500033,4.289394855,1,1,6,1
4,ET130026,4,-0.0178384,1.805864811,1,1,5,1
4,ET130026,5,1.92750001,4.932239532,1,1,6,1
6,ET130028,4,0.190340996,2.140432119,1,1,5,1
6,ET130028,5,0.0807629,1.964328051,1,1,6,1
16,ET130032,4,0.247740999,2.232680321,1,1,5,1
16,ET130032,5,-1.406690001,-0.426173657,1,1,6,1
15,ET130034,4,0.363775015,2.419159889,1,1,5,1
15,ET130034,5,0.824536979,3.159655571,1,1,6,1
17,ET130035,4,-0.509900987,1.01506567,1,1,5,1
17,ET130035,5,0.672008991,2.914526224,1,1,6,1
15,ET130037,4,0.519886971,2.670049191,1,1,5,1
15,ET130037,5,0.320858985,2.350189209,1,1,6,1
17,ET130042,4,0.125149995,2.035663128,1,1,5,1
17,ET130042,5,0.785516977,3.096946001,1,1,6,1
3,ET130043,4,-0.110324003,1.657230258,1,1,5,1
3,ET130043,5,0.567054987,2.745853424,1,1,6,1
16,ET130044,4,-0.554798007,0.942911208,1,1,5,1
16,ET130044,5,0.594412982,2.789820671,1,1,6,1
4,ET130045,4,0.965812027,3.386700153,1,1,5,1
4,ET130045,5,1.272169948,3.879051208,1,1,6,1
17,ET130051,4,-1.016149998,0.201467425,1,1,5,1
17,ET130051,5,0.955506027,3.370137215,1,1,6,1
16,ET130052,4,-0.00306486,1.829607606,1,1,5,1
16,ET130052,5,0.515200973,2.662518263,1,1,6,1
15,ET130054,4,0.96865499,3.391269207,1,1,5,1
15,ET130054,5,2.157360077,5.301650047,1,1,6,1
4,ET130055,4,0.173350006,2.113125801,1,1,5,1
4,ET130055,5,0.962247014,3.380970716,1,1,6,1
16,ET130058,4,0.259943008,2.252290487,1,1,5,1
16,ET130058,5,1.037350059,3.501669645,1,1,6,1
16,ET130064,4,-0.078265198,1.708752275,1,1,5,1
16,ET130064,5,0.340846986,2.382312059,1,1,6,1
17,ET130068,4,-0.173513994,1.555676937,1,1,5,1
15,ET130071,3,0.322012007,2.352042198,1,1,4,1
15,ET130071,4,0.565456986,2.743285179,1,1,5,1
15,ET130071,5,1.226250052,3.805253029,1,1,6,1
11,ET130075,4,-1.178439975,-0.059350565,1,1,5,1
3,ET130080,3,1.376360059,4.046496391,1,1,4,1
3,ET130080,4,1.065700054,3.547231197,1,1,5,1
3,ET130080,5,2.246850014,5.445470333,1,1,6,1
3,ET130085,4,-0.531921983,0.979675531,1,1,5,1
3,ET130085,5,0.467473,2.585813999,1,1,6,1
16,ET130094,4,0.00433914,1.8415066,1,1,5,1
16,ET130094,5,0.055184498,1.923220754,1,1,6,1
15,ET130097,4,-0.603302002,0.864959955,1,1,5,1
15,ET130097,5,0.251053005,2.238003254,1,1,6,1
4,ET130098,4,-0.319415987,1.321196198,1,1,5,1
4,ET130098,5,0.118841,2.025523901,1,1,6,1
5,ET130099,4,0.0103298,1.8511343,1,1,5,1
5,ET130099,5,0.895600975,3.273863316,1,1,6,1
4,ET130100,4,0.596453011,2.793099165,1,1,5,1
4,ET130100,5,0.293568999,2.306331158,1,1,6,1
8,ET140002,3,-0.936641991,0.329245597,1,1,4,1
6,ET140004,3,0.320066005,2.348914623,1,1,4,1
6,ET140004,4,1.246989965,3.838584185,1,1,5,1
6,ET140004,5,1.368409991,4.03371954,1,1,6,1
17,ET140006,3,-1.594190001,-0.727506936,1,1,4,1
17,ET140006,4,-0.380429,1.223141551,1,1,5,1
17,ET140006,5,0.531915009,2.689379454,1,1,6,1
15,ET140007,3,0.652531981,2.883224487,1,1,4,1
15,ET140011,3,0.48645401,2.616318703,1,1,4,1
15,ET140011,4,0.530013978,2.686324358,1,1,5,1
15,ET140011,5,0.964564979,3.384696007,1,1,6,1
7,ET140012,3,-0.090170197,1.68961966,1,1,4,1
7,ET140012,4,0.473753005,2.595906734,1,1,5,1
7,ET140012,5,1.146810055,3.677584171,1,1,6,1
7,ET140014,3,-0.99991399,0.22756049,1,1,4,1
7,ET140014,4,0.568657994,2.748429537,1,1,5,1
7,ET140014,5,1.407389998,4.096364975,1,1,6,1
4,ET140015,3,-1.501449943,-0.578463376,1,1,4,1
7,ET140015,4,-0.165922999,1.567876458,1,1,5,1
7,ET140015,5,0.296698004,2.311359644,1,1,6,1
16,ET140016,3,0.048401799,1.912320256,1,1,4,1
16,ET140016,4,0.187491,2.13585186,1,1,5,1
16,ET140016,5,1.479069948,4.211562634,1,1,6,1
16,ET140018,3,-2.099770069,-1.540030241,1,1,4,1
16,ET140018,4,-0.208148003,1.500016212,1,1,5,1
16,ET140018,5,0.981899023,3.412553787,1,1,6,1
7,ET140020,3,1.040850043,3.507294655,1,1,4,1
5,ET140023,3,1.587929964,4.386512756,1,1,4,1
7,ET140026,3,0.690035999,2.943497419,1,1,4,1
5,ET140028,3,-0.38371101,1.217867017,1,1,4,1
5,ET140028,4,0.480280012,2.606396437,1,1,5,1
5,ET140028,5,1.190879941,3.748409271,1,1,6,1
15,ET140029,3,1.075600028,3.563141584,1,1,4,1
15,ET140029,4,0.786957979,3.099261999,1,1,5,1
15,ET140029,5,1.040899992,3.507374763,1,1,6,1
5,ET140030,3,1.584480047,4.380968094,1,1,4,1
5,ET140030,4,0.408973008,2.491798162,1,1,5,1
5,ET140030,5,1.424250007,4.12346077,1,1,6,1
7,ET140031,3,-0.958157003,0.294668585,1,1,4,1
7,ET140031,4,0.589184999,2.7814188,1,1,5,1
4,ET140034,3,0.886768997,3.259669304,1,1,4,1
4,ET140034,4,1.254520059,3.850686073,1,1,5,1
15,ET140036,3,0.278831005,2.282645464,1,1,4,1
4,ET140037,3,1.369420052,4.03534317,1,1,4,1
4,ET140037,4,1.824769974,4.767140865,1,1,5,1
3,ET140038,3,0.938899994,3.343449593,1,1,4,1
15,ET140041,3,0.401517004,2.479815483,1,1,4,1
15,ET140041,4,0.568104029,2.747539282,1,1,5,1
15,ET140041,5,0.474539012,2.597169876,1,1,6,1
15,ET140042,3,0.787,3.099329472,1,1,4,1
15,ET140042,4,0.849020004,3.199002504,1,1,5,1
15,ET140042,5,1.353479981,4.009725571,1,1,6,1
5,ET140043,3,-2.414259911,-2.045450211,1,1,4,1
5,ET140043,4,-0.859869003,0.452628314,1,1,5,1
5,ET140043,5,0.537871003,2.698951483,1,1,6,1
7,ET140044,3,-1.689710021,-0.881018221,1,1,4,1
7,ET140044,4,0.279881001,2.284332991,1,1,5,1
7,ET140044,5,1.3829,4.057006836,1,1,6,1
4,ET140045,3,1.012240052,3.461315155,1,1,4,1
8,ET140046,3,0.794848025,3.111942053,1,1,4,1
15,ET140050,3,0.70202899,2.962771654,1,1,4,1
15,ET140050,4,2.244930029,5.44238472,1,1,5,1
15,ET140051,3,0.022849601,1.87125504,1,1,4,1
15,ET140052,3,1.434800029,4.140415668,1,1,4,1
15,ET140052,4,0.999544978,3.440912724,1,1,5,1
15,ET140052,5,1.553820014,4.331694126,1,1,6,1
15,ET140053,3,0.262791008,2.256867409,1,1,4,1
15,ET140053,4,0.503261983,2.643331051,1,1,5,1
15,ET140053,5,1.048810005,3.520087242,1,1,6,1
4,ET140056,3,-0.44916001,1.112683177,1,1,4,1
4,ET140056,4,0.421873003,2.51252985,1,1,5,1
4,ET140056,5,0.844700992,3.192061424,1,1,6,1
15,ET140057,3,1.493319988,4.234464169,1,1,4,1
15,ET140057,4,0.259184986,2.251072168,1,1,5,1
15,ET140057,5,0.556975007,2.729653835,1,1,6,1
15,ET140059,3,1.038789988,3.503983736,1,1,4,1
15,ET140059,4,1.072479963,3.558127403,1,1,5,1
15,ET140059,5,0.887488008,3.26082468,1,1,6,1
11,ET140061,3,0.856078982,3.210346937,1,1,4,1
11,ET140061,4,0.539349973,2.701328278,1,1,5,1
11,ET140061,5,0.745307982,3.032325745,1,1,6,1
8,ET140062,3,1.076030016,3.56383276,1,1,4,1
8,ET140062,4,1.053150058,3.527062178,1,1,5,1
8,ET140062,5,1.238720059,3.825293541,1,1,6,1
8,ET140065,3,-0.713463008,0.687918961,1,1,4,1
8,ET140065,4,0.574679971,2.758107662,1,1,5,1
8,ET140065,5,1.283280015,3.896906376,1,1,6,1
13,ET140068,3,0.485482007,2.614756584,1,1,4,1
13,ET140068,4,1.088439941,3.583776712,1,1,5,1
13,ET140068,5,1.249250054,3.842216492,1,1,6,1
8,ET140069,3,0.526385009,2.680492163,1,1,4,1
8,ET140070,3,-1.317070007,-0.282144397,1,1,4,1
8,ET140070,4,0.130000994,2.043459177,1,1,5,1
8,ET140070,5,0.377595991,2.441371679,1,1,6,1
6,ET140072,3,-0.356279999,1.261951685,1,1,4,1
6,ET140072,4,0.26859501,2.266195059,1,1,5,1
6,ET140072,5,0.496282011,2.632113457,1,1,6,1
7,ET140073,3,-0.155797005,1.584150076,1,1,4,1
7,ET140073,4,1.001620054,3.444247723,1,1,5,1
7,ET140073,5,1.02504003,3.481886148,1,1,6,1
8,ET140074,3,-1.420379996,-0.448175013,1,1,4,1
8,ET140074,4,0.096225902,1.989178896,1,1,5,1
8,ET140074,5,0.894532979,3.27214694,1,1,6,1
15,ET140075,3,1.366410017,4.030505657,1,1,4,1
15,ET140075,4,0.481404006,2.608202696,1,1,5,1
15,ET140075,5,0.917213976,3.308597803,1,1,6,1
7,ET140076,3,0.346033007,2.390646458,1,1,4,1
7,ET140078,3,-2.558559895,-2.277356386,1,1,4,1
7,ET140078,4,0.466767997,2.584681034,1,1,5,1
7,ET140078,5,0.628347993,2.844357967,1,1,6,1
5,ET140079,3,0.0153012,1.859123826,1,1,4,1
5,ET140079,4,0.643860996,2.86928916,1,1,5,1
5,ET140079,5,0.86659199,3.22724247,1,1,6,1
15,ET140080,3,0.598558009,2.796482325,1,1,4,1
15,ET140080,4,0.855386972,3.209234953,1,1,5,1
15,ET140080,5,1.273290038,3.880851507,1,1,6,1
6,ET140081,3,0.056348,1.925090671,1,1,4,1
15,ET140082,3,0.740891993,3.025228739,1,1,4,1
15,ET140082,4,1.026919961,3.484907389,1,1,5,1
15,ET140082,5,1.301789999,3.9266541,1,1,6,1
8,ET140083,3,1.323300004,3.961222887,1,1,4,1
6,ET140084,3,-0.586463988,0.892020464,1,1,4,1
6,ET140084,4,0.33524701,2.373312235,1,1,5,1
6,ET140084,5,1.249740005,3.843003988,1,1,6,1
3,ET140086,3,1.297850013,3.920321941,1,1,4,1
5,ET140091,3,1.329699993,3.971508503,1,1,4,1
5,ET140091,4,0.710965991,2.977134228,1,1,5,1
5,ET140091,5,1.394359946,4.075424194,1,1,6,1
7,ET140095,3,-1.253239989,-0.179562479,1,1,4,1
7,ET140095,4,0.52867502,2.68417263,1,1,5,1
7,ET140095,5,0.938754022,3.343214989,1,1,6,1
6,ET140096,3,1.050959945,3.523542404,1,1,4,1
6,ET140096,4,1.084929943,3.578135967,1,1,5,1
6,ET140096,5,1.546079993,4.319255352,1,1,6,1
15,ET140099,3,0.588669002,2.780589581,1,1,4,1
15,ET140099,4,0.621315002,2.833055258,1,1,5,1
15,ET140099,5,1.048009992,3.518801451,1,1,6,1
15,ET150075,3,0.240375996,2.22084403,1,1,4,1
17,ET160004,3,-2.282860041,-1.83427608,1,1,4,1
3,PE011003,3,-1.313879967,0.178910807,1,3,16,5
3,PE011004,3,-0.779576004,0.847686112,1,3,16,5
5,PE011006,3,-2.470720053,-1.269077778,1,3,16,5
