sibid,childid,round,theta_eap,ppvt_score,yc,country,group,language
16,PE161054,5,0.729474008,2.736527205,1,3,18,5
3,PE161058,5,-0.250993997,1.509299278,1,3,18,5
6,PE161059,5,0.881000996,2.926189899,1,3,18,5
3,PE161062,5,0.572924018,2.540577412,1,3,18,5
17,PE161063,5,1.502640009,3.704280376,1,3,18,5
17,PE161066,5,-0.125166997,1.666793942,1,3,18,5
4,PE161067,5,0.00440291,1.828973413,1,3,18,5
3,PE161068,5,0.133689001,1.990797639,1,3,18,5
5,PE161070,5,0.794197023,2.817539454,1,3,18,5
16,PE161071,5,1.398010015,3.573317528,1,3,18,5
7,PE161082,5,0.336136997,2.244196892,1,3,18,5
6,PE161084,5,0.195528001,2.068200111,1,3,18,5
16,PE161085,5,0.714101017,2.717285395,1,3,18,5
16,PE161088,5,0.0206498,1.849309206,1,3,18,5
16,PE161094,5,0.312543988,2.214666128,1,3,18,5
16,PE161096,5,-0.00316086,1.819506049,1,3,18,5
16,PE161100,5,0.306634992,2.207269907,1,3,18,5
16,PE161105,5,0.249456003,2.135700464,1,3,18,5
16,PE161107,5,0.898665011,2.948299646,1,3,18,5
16,PE161108,5,0.064307898,1.903955102,1,3,18,5
16,PE171015,5,1.633620024,3.868224859,1,3,18,5
16,PE171017,5,1.06941998,3.162029505,1,3,18,5
17,PE171019,5,0.561649024,2.526464939,1,3,18,5
16,PE171020,5,-0.160053,1.623127937,1,3,18,5
4,PE171025,5,0.115649,1.968217492,1,3,18,5
4,PE171030,5,0.156350002,2.01916194,1,3,18,5
3,PE171031,5,1.078969955,3.173982859,1,3,18,5
3,PE171033,5,1.375149965,3.544704199,1,3,18,5
4,PE171035,5,0.313046008,2.2152946,1,3,18,5
16,PE171036,5,0.45124501,2.388274908,1,3,18,5
16,PE171039,5,1.157969952,3.272865295,1,3,18,5
4,PE171040,5,1.372849941,3.541825294,1,3,18,5
9,PE171041,5,1.352480054,3.516328812,1,3,18,5
16,PE171044,5,0.380017996,2.299121618,1,3,18,5
7,PE171047,5,0.764840007,2.780794144,1,3,18,5
15,PE171049,5,1.665099978,3.907627583,1,3,18,5
8,PE171050,5,0.145258993,2.005279541,1,3,18,5
4,PE171051,5,1.06359005,3.154732227,1,3,18,5
3,PE171053,5,0.826470017,2.857934713,1,3,18,5
16,PE171059,5,0.502292991,2.452170372,1,3,18,5
16,PE171060,5,0.155761003,2.018424749,1,3,18,5
17,PE171061,5,0.297178,2.195432901,1,3,18,5
16,PE171062,5,1.180699944,3.301315784,1,3,18,5
4,PE171066,5,1.280519962,3.426258087,1,3,18,5
5,PE171067,5,0.973927021,3.042503119,1,3,18,5
16,PE171068,5,0.541383028,2.501098394,1,3,18,5
4,PE171069,5,0.412431985,2.339693546,1,3,18,5
16,PE171071,5,0.869304001,2.911549091,1,3,18,5
16,PE171076,5,0.475769013,2.418970823,1,3,18,5
16,PE171078,5,0.667783976,2.659311295,1,3,18,5
3,PE171083,5,1.24940002,3.387305975,1,3,18,5
4,PE171086,5,1.021569967,3.102136612,1,3,18,5
4,PE171090,5,0.170769006,2.037209749,1,3,18,5
7,PE171094,5,0.905682027,2.95708251,1,3,18,5
5,PE171095,5,1.114359975,3.2182796,1,3,18,5
4,PE171097,5,-0.092284299,1.70795238,1,3,18,5
4,PE171101,5,-0.274241,1.480201602,1,3,18,5
16,PE171102,5,0.078107402,1.921227574,1,3,18,5
17,PE171103,5,0.433809996,2.36645174,1,3,18,5
16,PE181002,5,-0.102551997,1.695100546,1,3,18,5
16,PE181005,5,0.190013006,2.061297178,1,3,18,5
16,PE181006,5,0.204799995,2.079805613,1,3,18,5
5,PE181007,5,0.245857,2.131195545,1,3,18,5
7,PE181008,5,0.306771994,2.207441568,1,3,18,5
3,PE181010,5,-0.063369699,1.744144082,1,3,18,5
3,PE181012,5,-0.059804801,1.748606205,1,3,18,5
3,PE181016,5,0.304019004,2.203995705,1,3,18,5
16,PE181017,5,-0.72260201,0.918999076,1,3,18,5
5,PE181019,5,0.000799559,1.824463248,1,3,18,5
16,PE181022,5,0.261705011,2.151032209,1,3,18,5
16,PE181023,5,-0.245535001,1.516132236,1,3,18,5
16,PE181027,5,-0.653562009,1.005414724,1,3,18,5
3,PE181031,5,0.488323003,2.434684515,1,3,18,5
3,PE181033,5,-0.195533007,1.578718543,1,3,18,5
4,PE181036,5,-0.771641016,0.857618093,1,3,18,5
17,PE181037,5,-0.307810009,1.438184142,1,3,18,5
4,PE181039,5,-0.630602002,1.034153223,1,3,18,5
16,PE181040,5,-0.54223597,1.144758821,1,3,18,5
16,PE181041,5,-0.122996002,1.669511318,1,3,18,5
17,PE181044,5,-0.245885998,1.51569283,1,3,18,5
4,PE181045,5,0.392690986,2.314984083,1,3,18,5
17,PE181046,5,-0.305034012,1.441658735,1,3,18,5
17,PE181047,5,0.100656003,1.949451089,1,3,18,5
4,PE181049,5,0.614162028,2.59219408,1,3,18,5
16,PE181050,5,0.272790015,2.164906979,1,3,18,5
16,PE181051,5,-0.084301502,1.717944264,1,3,18,5
7,PE181054,5,0.049700599,1.885671496,1,3,18,5
5,PE181055,5,0.580181003,2.549660921,1,3,18,5
16,PE181056,5,-0.322452992,1.419855833,1,3,18,5
6,PE181059,5,0.058395501,1.896554589,1,3,18,5
16,PE181061,5,0.323446006,2.228312016,1,3,18,5
16,PE181063,5,0.624701023,2.605385542,1,3,18,5
4,PE181065,5,-0.248090997,1.512932897,1,3,18,5
16,PE181066,5,0.0731472,1.915019035,1,3,18,5
9,PE181067,5,1.047610044,3.134730339,1,3,18,5
3,PE181069,5,0.378073007,2.296687126,1,3,18,5
3,PE181070,5,0.475178003,2.418231249,1,3,18,5
17,PE181073,5,0.144550994,2.004393339,1,3,18,5
4,PE181077,5,0.400209993,2.324395418,1,3,18,5
3,PE181080,5,0.440239996,2.374500036,1,3,18,5
7,PE181082,5,0.113562003,1.965605259,1,3,18,5
16,PE181084,5,0.903379977,2.954201221,1,3,18,5
16,PE181087,5,0.061632,1.900605679,1,3,18,5
16,PE181088,5,-0.190071002,1.585555196,1,3,18,5
16,PE181091,5,0.274612993,2.167188883,1,3,18,5
16,PE181094,5,0.518673003,2.472672701,1,3,18,5
16,PE181100,5,0.583239973,2.553489685,1,3,18,5
16,PE181101,5,0.825564027,2.856800795,1,3,18,5
9,PE181102,5,0.455388993,2.393461704,1,3,18,5
16,PE181103,5,0.357437998,2.270858765,1,3,18,5
16,PE181104,5,0.184995994,2.055017471,1,3,18,5
6,PE181105,5,-0.187015995,1.589379072,1,3,18,5
7,PE191001,5,1.566660047,3.784412622,1,3,18,5
3,PE191009,5,0.577223003,2.545958519,1,3,18,5
7,PE191015,5,1.074849963,3.168825865,1,3,18,5
7,PE191016,5,1.649369955,3.887938738,1,3,18,5
3,PE191020,5,1.650460005,3.889302969,1,3,18,5
7,PE191023,5,1.340579987,3.501433849,1,3,18,5
7,PE191024,5,1.759199977,4.025410175,1,3,18,5
5,PE191034,5,1.424769998,3.606812477,1,3,18,5
19,PE191041,5,1.158689976,3.273766518,1,3,18,5
17,PE191043,5,0.635710001,2.619165182,1,3,18,5
10,PE191044,5,1.195070028,3.319302559,1,3,18,5
4,PE191056,5,1.453259945,3.642472506,1,3,18,5
16,PE191068,5,0.714334011,2.717576981,1,3,18,5
5,PE191069,5,-0.275676996,1.478404164,1,3,18,5
7,PE191071,5,1.538429976,3.749077797,1,3,18,5
4,PE191086,5,1.168419957,3.285945177,1,3,18,5
16,PE191092,5,1.639479995,3.875559568,1,3,18,5
4,PE191100,5,0.685440004,2.681411028,1,3,18,5
3,PE191101,5,1.619160056,3.85012579,1,3,18,5
3,PE191104,5,1.063320041,3.15439415,1,3,18,5
3,PE201004,5,1.473350048,3.667618752,1,3,18,5
16,PE201007,5,1.643440008,3.880516291,1,3,18,5
3,PE201008,5,1.236590028,3.371272087,1,3,18,5
17,PE201012,5,0.570638001,2.53771615,1,3,18,5
16,PE201013,5,0.865122974,2.906315804,1,3,18,5
19,PE201016,5,0.186421007,2.056801081,1,3,18,5
5,PE201018,5,0.512163997,2.4645257,1,3,18,5
16,PE201021,5,1.124109983,3.230483532,1,3,18,5
16,PE201022,5,0.963867009,3.02991128,1,3,18,5
7,PE201023,5,1.538750052,3.74947834,1,3,18,5
4,PE201025,5,0.518890023,2.472944498,1,3,18,5
4,PE201028,5,1.455299973,3.645025969,1,3,18,5
16,PE201030,5,0.069936499,1.911000252,1,3,18,5
4,PE201032,5,0.990176976,3.062842846,1,3,18,5
16,PE201035,5,1.526350021,3.733957529,1,3,18,5
17,PE201037,5,0.713799,2.716907263,1,3,18,5
4,PE201038,5,1.105200052,3.206814528,1,3,18,5
3,PE201039,5,0.369336993,2.285752535,1,3,18,5
7,PE201042,5,0.734192014,2.742432594,1,3,18,5
6,PE201048,5,0.353606999,2.26606369,1,3,18,5
16,PE201052,5,1.300079942,3.450740814,1,3,18,5
3,PE201061,5,0.572844982,2.540478468,1,3,18,5
3,PE201072,5,0.830070972,2.862442017,1,3,18,5
17,PE201076,5,-0.196214005,1.577866077,1,3,18,5
16,PE201077,5,0.637686014,2.621638536,1,3,18,5
16,PE201096,5,0.312018991,2.214009047,1,3,18,5
3,PE201097,5,1.25996995,3.40053606,1,3,18,5
16,PE201100,5,0.435337991,2.368364334,1,3,18,5
3,VN010001,3,1.229650021,4.402368546,1,4,22,6
3,VN010001,4,1.103090048,4.184675694,1,4,23,6
3,VN010001,5,2.027839899,5.775317192,1,4,24,6
8,VN010002,3,-0.998840988,0.569190919,1,4,22,6
8,VN010002,4,0.626872003,3.365543604,1,4,23,6
8,VN010002,5,-0.210126996,1.925840259,1,4,24,6
4,VN010003,3,-1.706310034,-0.6477108,1,4,22,6
4,VN010003,4,0.150255993,2.545727015,1,4,23,6
4,VN010003,5,0.796398997,3.657143116,1,4,24,6
5,VN010005,3,0.867844999,3.780035734,1,4,22,6
5,VN010006,3,-0.157708004,2.016005039,1,4,22,6
16,VN010007,3,-2.501909971,-2.016204357,1,4,22,6
16,VN010007,4,-0.548851013,1.343208671,1,4,23,6
16,VN010007,5,1.275460005,4.481165409,1,4,24,6
3,VN010008,3,1.971259952,5.677995205,1,4,22,6
4,VN010009,3,-1.164980054,0.283418834,1,4,22,6
4,VN010009,4,-0.31110701,1.752146721,1,4,23,6
4,VN010009,5,0.704173982,3.49850893,1,4,24,6
3,VN010010,3,1.299640059,4.522757053,1,4,22,6
4,VN010011,3,-0.170037001,1.994798183,1,4,22,6
4,VN010011,4,1.389700055,4.677667141,1,4,23,6
4,VN010012,3,-0.040047701,2.21838975,1,4,22,6
4,VN010012,4,0.840722024,3.733382225,1,4,23,6
5,VN010013,3,0.0601395,2.390719652,1,4,22,6
5,VN010013,4,1.08852005,4.159614086,1,4,23,6
4,VN010014,3,-2.094300032,-1.315083742,1,4,22,6
4,VN010014,4,-0.336787999,1.70797348,1,4,23,6
4,VN010014,5,0.744419992,3.567735195,1,4,24,6
3,VN010016,3,-0.836319029,0.848741293,1,4,22,6
3,VN010016,4,-0.768850982,0.964791596,1,4,23,6
3,VN010016,5,0.108580001,2.474040985,1,4,24,6
3,VN010017,3,-3.050740004,-2.960234642,1,4,22,6
3,VN010017,4,-0.881599009,0.770856202,1,4,23,6
3,VN010017,5,0.729731977,3.542470694,1,4,24,6
3,VN010018,3,1.060789943,4.111916065,1,4,22,6
3,VN010019,3,0.351081014,2.89116168,1,4,22,6
3,VN010019,4,0.706326008,3.502210617,1,4,23,6
3,VN010019,5,0.393819988,2.964675903,1,4,24,6
3,VN010021,3,0.333250999,2.860492468,1,4,22,6
3,VN010022,3,-0.956583023,0.64187789,1,4,22,6
3,VN010022,4,0.474891007,3.104124308,1,4,23,6
3,VN010022,5,1.380290031,4.661480904,1,4,24,6
4,VN010024,3,0.571174026,3.269738674,1,4,22,6
4,VN010024,4,-0.885505974,0.764135957,1,4,23,6
15,VN010025,3,0.315268993,2.829562187,1,4,22,6
15,VN010025,4,0.562677979,3.255124807,1,4,23,6
15,VN010026,3,-0.020221001,2.252493382,1,4,22,6
15,VN010026,4,1.156679988,4.276854515,1,4,23,6
15,VN010026,5,1.365849972,4.636642933,1,4,24,6
6,VN010031,3,0.132326007,2.514885902,1,4,22,6
4,VN010032,3,0.142458007,2.532313824,1,4,22,6
15,VN010033,3,-0.181292996,1.975436926,1,4,22,6
15,VN010033,4,0.196963996,2.626068354,1,4,23,6
15,VN010033,5,1.283679962,4.495304108,1,4,24,6
3,VN010034,3,0.565119028,3.259323597,1,4,22,6
3,VN010034,4,0.545445979,3.225484371,1,4,23,6
4,VN010035,3,-1.589699984,-0.447132438,1,4,22,6
4,VN010035,4,-0.776023984,0.952453494,1,4,23,6
4,VN010035,5,-0.172213003,1.99105525,1,4,24,6
5,VN010036,3,-2.168479919,-1.442678928,1,4,22,6
5,VN010036,4,-1.203559995,0.217058331,1,4,23,6
5,VN010036,5,-0.092793703,2.127662659,1,4,24,6
4,VN010037,3,0.027246701,2.334141493,1,4,22,6
4,VN010037,4,-0.145636007,2.036769629,1,4,23,6
15,VN010041,3,0.068113402,2.404435396,1,4,22,6
15,VN010041,4,1.288980007,4.504420757,1,4,23,6
4,VN010042,3,-0.653065026,1.16395247,1,4,22,6
4,VN010042,4,0.227480993,2.678560019,1,4,23,6
4,VN010042,5,0.573754013,3.274176359,1,4,24,6
3,VN010043,3,-1.545230031,-0.370640665,1,4,22,6
3,VN010043,4,-0.724309027,1.041407228,1,4,23,6
3,VN010043,5,-0.770788014,0.961459756,1,4,24,6
15,VN010045,3,-0.211844996,1.92288518,1,4,22,6
15,VN010045,4,0.822992027,3.702885151,1,4,23,6
15,VN010045,5,0.660439014,3.423281431,1,4,24,6
3,VN010047,3,-0.080329299,2.149102449,1,4,22,6
3,VN010048,3,0.714627028,3.516489029,1,4,22,6
3,VN010048,4,1.603240013,5.04497242,1,4,23,6
4,VN010049,5,1.291610003,4.508944511,1,4,24,6
4,VN010050,3,-2.549940109,-2.098819971,1,4,22,6
4,VN010050,4,-0.762821972,0.97516197,1,4,23,6
4,VN010050,5,0.315504014,2.829966307,1,4,24,6
5,VN010051,3,-0.916383028,0.711025,1,4,22,6
5,VN010051,4,-0.913923979,0.715254784,1,4,23,6
5,VN010051,5,1.403040051,4.700613022,1,4,24,6
3,VN010052,3,0.637760997,3.384273529,1,4,22,6
3,VN010053,3,0.309385985,2.819442987,1,4,22,6
3,VN010053,5,0.0217756,2.324730635,1,4,24,6
15,VN010055,3,-0.315917999,1.74387145,1,4,22,6
15,VN010055,4,1.211850047,4.371751308,1,4,23,6
3,VN010056,3,-3.126660109,-3.090823174,1,4,22,6
3,VN010056,4,-0.185495004,1.968209147,1,4,23,6
3,VN010056,5,0.089136697,2.440597057,1,4,24,6
3,VN010057,3,-2.04956007,-1.23812747,1,4,22,6
3,VN010057,4,-0.648293018,1.172160625,1,4,23,6
3,VN010057,5,0.616132975,3.347071648,1,4,24,6
3,VN010059,3,-0.589398026,1.273464561,1,4,22,6
3,VN010059,4,1.503090024,4.872706413,1,4,23,6
3,VN010059,5,0.291009009,2.787832975,1,4,24,6
3,VN010060,3,0.268081993,2.748396873,1,4,22,6
17,VN010062,3,-1.598140001,-0.461649925,1,4,22,6
17,VN010062,4,-0.594494998,1.264697433,1,4,23,6
17,VN010062,5,0.0143779,2.312005997,1,4,24,6
3,VN010063,3,-0.245671004,1.864701748,1,4,22,6
3,VN010063,4,0.102003001,2.462728024,1,4,23,6
3,VN010063,5,0.030011401,2.33889699,1,4,24,6
4,VN010064,3,0.289471,2.785187483,1,4,22,6
15,VN010065,3,-0.619168997,1.222256184,1,4,22,6
15,VN010065,4,0.184517995,2.604660273,1,4,23,6
15,VN010065,5,0.136170998,2.521499634,1,4,24,6
4,VN010067,3,-2.769099951,-2.475791931,1,4,22,6
4,VN010067,4,-0.0318763,2.23244524,1,4,23,6
4,VN010067,5,0.811703026,3.68346715,1,4,24,6
3,VN010068,3,0.455226004,3.070299149,1,4,22,6
3,VN010069,3,-1.952769995,-1.071641088,1,4,22,6
3,VN010069,4,0.200791001,2.632651091,1,4,23,6
3,VN010069,5,-0.044227298,2.211200714,1,4,24,6
3,VN010070,3,-0.366329998,1.657158971,1,4,22,6
3,VN010070,4,0.974572003,3.963614464,1,4,23,6
15,VN010071,3,0.265531987,2.744010687,1,4,22,6
15,VN010071,4,1.209779978,4.368190289,1,4,23,6
3,VN010072,3,-0.612892985,1.233051419,1,4,22,6
3,VN010072,4,-2.003119946,-1.158246875,1,4,23,6
3,VN010072,5,0.159238994,2.561178446,1,4,24,6
6,VN010074,3,0.100409001,2.45998621,1,4,22,6
6,VN010074,4,0.986289024,3.983768702,1,4,23,6
15,VN010075,3,-0.235863,1.881572366,1,4,22,6
15,VN010075,4,0.959069014,3.936948061,1,4,23,6
15,VN010075,5,-0.500301003,1.426718354,1,4,24,6
5,VN010076,3,-0.173591003,1.988685012,1,4,22,6
5,VN010076,4,1.951269984,5.643610954,1,4,23,6
17,VN010078,3,-1.268939972,0.104599692,1,4,22,6
17,VN010078,4,-0.315982997,1.743759632,1,4,23,6
17,VN010078,5,0.094820403,2.450373411,1,4,24,6
3,VN010079,3,0.855993986,3.759651184,1,4,22,6
3,VN010079,4,1.516700029,4.896116734,1,4,23,6
3,VN010080,3,-0.00351934,2.28122139,1,4,22,6
3,VN010080,4,-0.500072002,1.427112341,1,4,23,6
4,VN010081,3,1.141109943,4.250072479,1,4,22,6
3,VN010082,3,0.816700995,3.692064047,1,4,22,6
3,VN010082,4,1.291170001,4.508187771,1,4,23,6
15,VN010084,3,0.013037,2.309699535,1,4,22,6
15,VN010084,4,0.841849029,3.735320807,1,4,23,6
15,VN010084,5,0.536108971,3.209424019,1,4,24,6
15,VN010087,3,-0.487563998,1.448626995,1,4,22,6
15,VN010087,4,0.461632013,3.081317902,1,4,23,6
15,VN010087,5,1.218770027,4.383654118,1,4,24,6
3,VN010088,3,-1.79914999,-0.80740273,1,4,22,6
3,VN010088,4,-2.11184001,-1.345253825,1,4,23,6
3,VN010088,5,0.261979014,2.737899303,1,4,24,6
15,VN010089,3,-0.217077002,1.913885713,1,4,22,6
4,VN010091,3,0.415816993,3.002512455,1,4,22,6
4,VN010091,4,0.638728023,3.385936737,1,4,23,6
15,VN010092,3,-0.160871997,2.010562658,1,4,22,6
15,VN010092,4,0.804329991,3.67078495,1,4,23,6
15,VN010092,5,2.293649912,6.232531071,1,4,24,6
16,VN010093,3,-2.085059881,-1.299189925,1,4,22,6
16,VN010093,4,0.157607004,2.558371305,1,4,23,6
16,VN010093,5,0.0385339,2.353556395,1,4,24,6
4,VN010094,3,-0.083000503,2.144507647,1,4,22,6
4,VN010094,4,1.234879971,4.411364555,1,4,23,6
4,VN010095,3,-1.464259982,-0.231365889,1,4,22,6
4,VN010095,4,-0.190027997,1.960412025,1,4,23,6
4,VN010095,5,-0.826057971,0.866391122,1,4,24,6
15,VN010097,3,0.074292399,2.41506362,1,4,22,6
15,VN010097,4,1.262979984,4.459698677,1,4,23,6
15,VN010097,5,1.793339968,5.371959209,1,4,24,6
15,VN010100,3,-0.577331007,1.294220805,1,4,22,6
15,VN010100,4,-0.565567017,1.314455748,1,4,23,6
7,VN010104,3,-2.453720093,-1.933314085,1,4,22,6
7,VN010104,4,-0.188259006,1.963454843,1,4,23,6
7,VN010104,5,-0.191894993,1.957200646,1,4,24,6
15,VN010118,3,-0.393171012,1.610990286,1,4,22,6
15,VN010118,4,-0.211368993,1.923703909,1,4,23,6
15,VN010118,5,1.441959977,4.767558098,1,4,24,6
3,VN010121,3,-0.909146011,0.723473251,1,4,22,6
3,VN010121,4,0.143455997,2.534030437,1,4,23,6
3,VN010121,5,1.852159977,5.473134041,1,4,24,6
4,VN010122,3,0.686236978,3.467655897,1,4,22,6
4,VN010140,3,0.446007013,3.05444169,1,4,22,6
4,VN010140,4,0.321651995,2.840541363,1,4,23,6
3,VN020001,3,-2.355649948,-1.764625907,1,4,22,6
3,VN020001,4,0.126708999,2.505224228,1,4,23,6
3,VN020001,5,-0.853070974,0.819926679,1,4,24,6
3,VN020002,3,0.058778301,2.388378143,1,4,22,6
3,VN020002,4,0.896279991,3.828946114,1,4,23,6
4,VN020003,3,0.632932007,3.375967264,1,4,22,6
4,VN020003,4,1.158949971,4.280758858,1,4,23,6
4,VN020004,3,-2.879090071,-2.664983511,1,4,22,6
4,VN020004,4,-0.588216007,1.275497794,1,4,23,6
4,VN020004,5,-0.347487986,1.689568639,1,4,24,6
4,VN020005,3,-2.533420086,-2.070404291,1,4,22,6
4,VN020005,4,-1.008249998,0.553006709,1,4,23,6
4,VN020005,5,-0.644802988,1.178163767,1,4,24,6
3,VN020007,4,1.063210011,4.116078854,1,4,23,6
8,VN020008,3,-0.075619601,2.157203436,1,4,22,6
3,VN020009,3,-0.021535801,2.250231743,1,4,22,6
3,VN020009,4,0.596801996,3.313820839,1,4,23,6
3,VN020010,3,-0.286154002,1.795067906,1,4,22,6
3,VN020010,4,0.234252006,2.690206528,1,4,23,6
3,VN020010,5,-0.172209993,1.991060376,1,4,24,6
3,VN020011,3,-1.321130037,0.014828726,1,4,22,6
3,VN020011,4,-0.266629994,1.828650713,1,4,23,6
3,VN020011,5,0.467115015,3.090749025,1,4,24,6
15,VN020013,3,0.756590009,3.588668585,1,4,22,6
15,VN020013,4,2.087450027,5.877851009,1,4,23,6
15,VN020013,5,2.16373992,6.009075642,1,4,24,6
15,VN020016,3,0.172461003,2.583921194,1,4,22,6
15,VN020016,4,1.563410044,4.976461887,1,4,23,6
15,VN020016,5,-0.281626999,1.802854657,1,4,24,6
4,VN020018,3,0.0100606,2.304579973,1,4,22,6
4,VN020018,4,1.486369967,4.843946934,1,4,23,6
15,VN020019,5,-3.623749971,-3.945856333,1,4,24,6
3,VN020020,3,0.667313993,3.435106993,1,4,22,6
3,VN020022,3,-0.830586016,0.858602524,1,4,22,6
3,VN020022,4,0.395103991,2.966884613,1,4,23,6
3,VN020022,5,-0.550264001,1.340778112,1,4,24,6
9,VN020023,3,-1.690899968,-0.621204257,1,4,22,6
9,VN020023,4,-0.381965011,1.630265474,1,4,23,6
9,VN020023,5,-0.562484026,1.319758773,1,4,24,6
15,VN020024,3,1.00624001,4.018085957,1,4,22,6
15,VN020024,4,1.978080034,5.689726353,1,4,23,6
15,VN020024,5,-0.514283001,1.402668238,1,4,24,6
15,VN020025,3,-1.322059989,0.013229136,1,4,22,6
15,VN020025,4,-0.119139001,2.082346678,1,4,23,6
15,VN020025,5,-0.346148014,1.69187355,1,4,24,6
16,VN020026,3,-0.661437988,1.149550319,1,4,22,6
16,VN020026,4,0.536616027,3.210296154,1,4,23,6
16,VN020026,5,-0.798708975,0.913433552,1,4,24,6
3,VN020027,3,-0.659228981,1.153349996,1,4,22,6
3,VN020027,4,0.482894003,3.11789012,1,4,23,6
3,VN020027,5,0.027243501,2.334136009,1,4,24,6
6,VN020029,3,0.865387976,3.775809526,1,4,22,6
6,VN020029,4,2.845580101,7.181893826,1,4,23,6
16,VN020033,3,-1.243289948,0.148719728,1,4,22,6
16,VN020033,4,0.652027011,3.408812046,1,4,23,6
16,VN020033,5,-0.252449989,1.85304141,1,4,24,6
4,VN020034,3,0.761007011,3.596266031,1,4,22,6
4,VN020034,4,0.889738977,3.817695141,1,4,23,6
4,VN020035,3,1.533120036,4.924360275,1,4,22,6
7,VN020036,4,1.006710052,4.018894672,1,4,23,6
4,VN020037,3,-2.319809914,-1.702978253,1,4,22,6
4,VN020037,4,0.692399025,3.478255033,1,4,23,6
4,VN020037,5,0.490839988,3.131557941,1,4,24,6
3,VN020039,3,-0.306896001,1.759389997,1,4,22,6
3,VN020039,4,0.361719012,2.909459829,1,4,23,6
3,VN020039,5,-0.410365999,1.581413627,1,4,24,6
3,VN020041,3,-0.848107994,0.828463376,1,4,22,6
3,VN020041,4,0.169395,2.578647614,1,4,23,6
3,VN020041,5,-0.553260982,1.335623145,1,4,24,6
15,VN020044,3,-0.390457004,1.615658641,1,4,22,6
15,VN020044,4,1.405689955,4.705171108,1,4,23,6
15,VN020044,5,1.342290044,4.596117973,1,4,24,6
3,VN020050,4,0.847981989,3.745869875,1,4,23,6
3,VN020052,3,1.054020047,4.100271225,1,4,22,6
3,VN020054,3,-1.434350014,-0.179918423,1,4,22,6
3,VN020054,4,0.020819901,2.323086739,1,4,23,6
3,VN020054,5,-0.278093994,1.808931708,1,4,24,6
8,VN020055,3,-1.485710025,-0.268261641,1,4,22,6
8,VN020055,4,0.381332994,2.94319725,1,4,23,6
8,VN020055,5,0.12274,2.49839735,1,4,24,6
3,VN020056,3,-1.608929992,-0.480209559,1,4,22,6
3,VN020056,4,-0.00644269,2.276193142,1,4,23,6
3,VN020056,5,-0.355794996,1.675279975,1,4,24,6
3,VN020057,3,0.057429802,2.386058807,1,4,22,6
3,VN020057,5,-0.807524025,0.898270965,1,4,24,6
3,VN020060,3,-2.657979965,-2.284657001,1,4,22,6
3,VN020060,4,-0.178579003,1.980105281,1,4,23,6
3,VN020060,5,-0.093846701,2.125851393,1,4,24,6
15,VN020061,3,-0.379263014,1.634913206,1,4,22,6
4,VN020062,3,-1.872810006,-0.934103668,1,4,22,6
4,VN020062,4,-0.165699005,2.002259731,1,4,23,6
4,VN020062,5,-0.521812022,1.389717817,1,4,24,6
3,VN020063,3,-2.508339882,-2.027264357,1,4,22,6
3,VN020063,4,-0.951812029,0.650084376,1,4,23,6
3,VN020063,5,-0.337707013,1.706392646,1,4,24,6
3,VN020064,3,-1.54005003,-0.361730665,1,4,22,6
3,VN020064,4,0.840542972,3.733074188,1,4,23,6
3,VN020064,5,-0.54026401,1.35797894,1,4,24,6
6,VN020066,3,-1.620900035,-0.500798941,1,4,22,6
6,VN020066,4,0.240390003,2.700764418,1,4,23,6
6,VN020066,5,-0.366016001,1.657698989,1,4,24,6
6,VN020067,3,-0.762229979,0.976180255,1,4,22,6
6,VN020067,4,0.0772411,2.420135736,1,4,23,6
15,VN020068,3,-0.0899437,2.132564783,1,4,22,6
15,VN020068,4,0.422675014,3.014308929,1,4,23,6
15,VN020069,3,-0.099333398,2.116413832,1,4,22,6
15,VN020069,4,0.822109997,3.701368093,1,4,23,6
15,VN020069,5,-0.284709007,1.79755342,1,4,24,6
4,VN020070,3,-1.851369977,-0.897225142,1,4,22,6
4,VN020070,4,-0.151158005,2.027271509,1,4,23,6
4,VN020070,5,0.087072499,2.437046528,1,4,24,6
15,VN020073,3,-0.083853602,2.14304018,1,4,22,6
15,VN020073,4,1.256940007,4.449309349,1,4,23,6
15,VN020073,5,1.501350045,4.869713783,1,4,24,6
6,VN020075,3,0.363489985,2.912506104,1,4,22,6
6,VN020075,4,0.711176991,3.510554552,1,4,23,6
15,VN020078,3,-0.507712007,1.413970947,1,4,22,6
15,VN020078,4,0.535772979,3.208846092,1,4,23,6
15,VN020078,5,0.360715002,2.907732725,1,4,24,6
15,VN020079,3,-0.417286009,1.569510698,1,4,22,6
15,VN020079,4,0.710591972,3.509548426,1,4,23,6
15,VN020079,5,-0.109405003,2.099089861,1,4,24,6
15,VN020080,3,-0.142532006,2.042108774,1,4,22,6
15,VN020080,4,1.075520039,4.137252808,1,4,23,6
15,VN020080,5,-0.429165006,1.549077868,1,4,24,6
3,VN020081,3,1.180369973,4.317603111,1,4,22,6
15,VN020084,3,-0.361400992,1.665637255,1,4,22,6
15,VN020084,4,0.318406999,2.834959745,1,4,23,6
15,VN020084,5,0.510233998,3.164916992,1,4,24,6
15,VN020086,3,0.441484004,3.046661854,1,4,22,6
15,VN020086,4,1.324450016,4.565432072,1,4,23,6
15,VN020086,5,1.209560037,4.367812157,1,4,24,6
4,VN020087,3,-2.582679987,-2.155135155,1,4,22,6
