childid,country,round,yc,math,group
ET050014,1,5,1,431.3569641,6
ET050016,1,5,1,396.8677673,6
ET050017,1,5,1,512.0472412,6
ET050018,1,5,1,465.2372437,6
ET050019,1,5,1,438.4640808,6
ET050020,1,5,1,525.3828125,6
ET050022,1,5,1,365.4543457,6
ET050023,1,5,1,513.897583,6
ET050024,1,5,1,424.4950256,6
ET050026,1,5,1,415.9211426,6
ET050027,1,5,1,331.3726501,6
ET050030,1,5,1,279.2062683,6
ET050031,1,5,1,464.0094604,6
ET050032,1,5,1,533.9586182,6
ET050033,1,5,1,367.8803406,6
ET050034,1,5,1,558.8636475,6
ET050035,1,5,1,446.9402771,6
ET050036,1,5,1,507.4337463,6
ET050039,1,5,1,431.6668396,6
ET050040,1,5,1,450.7244263,6
ET050041,1,5,1,417.2376404,6
ET050042,1,5,1,493.9519348,6
ET050043,1,5,1,333.2880859,6
ET050045,1,5,1,392.3646851,6
ET050046,1,5,1,387.5263062,6
ET050047,1,5,1,405.5787964,6
ET050048,1,5,1,229.3233795,6
ET050049,1,5,1,416.2913818,6
ET050050,1,5,1,476.4329529,6
ET050051,1,5,1,414.3409119,6
ET050052,1,5,1,478.689209,6
ET050054,1,5,1,563.3977661,6
ET050055,1,5,1,401.6087341,6
ET050056,1,5,1,458.9741821,6
ET050057,1,5,1,430.1690063,6
ET050058,1,5,1,616.3067627,6
ET050059,1,5,1,466.2902832,6
ET050060,1,5,1,348.9196777,6
ET050061,1,5,1,338.5644531,6
ET050062,1,5,1,495.8556519,6
ET050064,1,5,1,445.6598511,6
ET050066,1,5,1,456.5552979,6
ET050068,1,5,1,476.8994751,6
ET050070,1,5,1,461.1628113,6
ET050072,1,5,1,387.5911255,6
ET050073,1,5,1,440.5375671,6
ET050074,1,5,1,477.5504761,6
ET050075,1,5,1,440.4116211,6
ET050076,1,5,1,430.8014526,6
ET050077,1,5,1,561.1621704,6
ET050078,1,5,1,425.1776428,6
ET050079,1,5,1,441.2957458,6
ET050081,1,5,1,438.5787048,6
ET050082,1,5,1,418.5221558,6
ET050083,1,5,1,378.0778809,6
ET050084,1,5,1,312.8346863,6
ET050085,1,5,1,406.0558777,6
ET050086,1,5,1,335.027771,6
ET050087,1,5,1,325.2340698,6
ET050088,1,5,1,440.1236572,6
ET050089,1,5,1,490.4832458,6
ET050090,1,5,1,514.6713867,6
ET050091,1,5,1,324.3107605,6
ET050092,1,5,1,465.1218567,6
ET050093,1,5,1,462.2976379,6
ET050094,1,5,1,370.8322144,6
ET050095,1,5,1,433.363739,6
ET050096,1,5,1,363.7541199,6
ET050097,1,5,1,359.0660095,6
ET050098,1,5,1,539.8519897,6
ET050099,1,5,1,389.3855896,6
ET050100,1,5,1,487.0172424,6
ET060002,1,5,1,536.4260254,6
ET060004,1,5,1,385.305481,6
ET060007,1,5,1,452.468811,6
ET060008,1,5,1,416.7246399,6
ET060009,1,5,1,468.1263428,6
ET060010,1,5,1,430.6228943,6
ET060011,1,5,1,333.2129517,6
ET060012,1,5,1,446.7785339,6
ET060013,1,5,1,374.8505554,6
ET060014,1,5,1,385.6456299,6
ET060016,1,5,1,445.5361938,6
ET060017,1,5,1,442.5030823,6
ET060018,1,5,1,445.1760254,6
ET060019,1,5,1,528.7420654,6
ET060020,1,5,1,522.9641724,6
ET060021,1,5,1,501.3417664,6
ET060022,1,5,1,379.2056274,6
ET060023,1,5,1,446.0198975,6
ET060025,1,5,1,521.4252319,6
ET060026,1,5,1,319.4062805,6
ET060027,1,5,1,403.4925842,6
ET060028,1,5,1,500.2233276,6
ET060029,1,5,1,192.9873657,6
ET060030,1,5,1,407.0510559,6
ET060032,1,5,1,483.1792908,6
ET060034,1,5,1,447.5831909,6
ET060035,1,5,1,445.6618958,6
ET060037,1,5,1,458.6697998,6
ET060038,1,5,1,442.5740051,6
ET060039,1,5,1,462.0100708,6
ET060040,1,5,1,467.5047913,6
ET060041,1,5,1,513.1583862,6
ET060042,1,5,1,486.6870117,6
ET060043,1,5,1,392.1004333,6
ET060045,1,5,1,459.5559082,6
ET060046,1,5,1,501.287384,6
ET060047,1,5,1,518.1503906,6
ET060048,1,5,1,398.6558533,6
ET060049,1,5,1,509.2886658,6
ET060050,1,5,1,413.0786743,6
ET060051,1,5,1,441.0416565,6
ET060054,1,5,1,390.3681335,6
ET060055,1,5,1,469.1894531,6
ET060056,1,5,1,392.8974304,6
ET060058,1,5,1,517.2438354,6
ET060059,1,5,1,413.2003174,6
ET060060,1,5,1,478.367157,6
ET060063,1,5,1,455.603302,6
ET060064,1,5,1,550.4989624,6
ET060065,1,5,1,471.671936,6
ET060066,1,5,1,376.8505554,6
ET060068,1,5,1,503.0769958,6
ET060071,1,5,1,461.1026917,6
ET060072,1,5,1,411.3769531,6
ET060074,1,5,1,368.4414673,6
ET060075,1,5,1,458.8569946,6
ET060076,1,5,1,390.5004578,6
ET060077,1,5,1,435.8901062,6
ET060078,1,5,1,423.2297363,6
ET060080,1,5,1,509.0162659,6
ET060081,1,5,1,482.8708496,6
ET060082,1,5,1,448.1499023,6
ET060083,1,5,1,354.6514587,6
ET060085,1,5,1,494.7669983,6
ET060086,1,5,1,502.9003601,6
ET060087,1,5,1,406.3067627,6
ET060088,1,5,1,511.4842834,6
ET060089,1,5,1,349.4302368,6
ET060091,1,5,1,404.5185547,6
ET060092,1,5,1,471.1491394,6
ET060093,1,5,1,451.6160278,6
ET060094,1,5,1,383.4099121,6
ET060095,1,5,1,443.6480103,6
ET060096,1,5,1,467.808075,6
ET060097,1,5,1,359.6244812,6
ET060098,1,5,1,342.2730713,6
ET060100,1,5,1,381.3618774,6
ET070001,1,5,1,454.0638428,6
ET070002,1,5,1,531.5153809,6
ET070003,1,5,1,554.6619873,6
ET070004,1,5,1,460.8759766,6
ET070005,1,5,1,518.0575562,6
ET070006,1,5,1,509.7063904,6
ET070007,1,5,1,542.0800781,6
ET070008,1,5,1,474.4325256,6
ET070009,1,5,1,497.1155701,6
ET070010,1,5,1,370.7952576,6
ET070011,1,5,1,452.3734436,6
ET070012,1,5,1,339.0726318,6
ET070013,1,5,1,465.5216675,6
ET070014,1,5,1,481.8936157,6
ET070015,1,5,1,486.6028442,6
ET070016,1,5,1,439.4894409,6
ET070017,1,5,1,439.4368286,6
ET070018,1,5,1,318.6854248,6
ET070019,1,5,1,381.3136292,6
ET070020,1,5,1,437.6765137,6
ET070021,1,5,1,298.1416016,6
ET070022,1,5,1,537.710022,6
ET070024,1,5,1,399.0353699,6
ET070025,1,5,1,465.4620972,6
ET070026,1,5,1,397.861908,6
ET070027,1,5,1,452.28479,6
ET070028,1,5,1,505.3452148,6
ET070029,1,5,1,384.1970825,6
ET070030,1,5,1,437.9058838,6
ET070031,1,5,1,377.1013184,6
ET070032,1,5,1,514.6628418,6
ET070033,1,5,1,449.4824524,6
ET070034,1,5,1,571.6872559,6
ET070035,1,5,1,442.1175537,6
ET070036,1,5,1,451.2666931,6
ET070037,1,5,1,488.6448669,6
ET070038,1,5,1,679.8014526,6
ET070039,1,5,1,199.3398895,6
ET070040,1,5,1,573.9098511,6
ET070041,1,5,1,410.9899292,6
ET070042,1,5,1,506.835907,6
ET070043,1,5,1,418.5220032,6
ET070044,1,5,1,319.5552673,6
ET070045,1,5,1,488.6564636,6
ET070046,1,5,1,477.6381531,6
ET070047,1,5,1,457.9581299,6
ET070048,1,5,1,432.2845154,6
ET070049,1,5,1,457.6880188,6
ET070050,1,5,1,492.4240417,6
ET070051,1,5,1,382.3506775,6
ET070052,1,5,1,389.4110413,6
ET070054,1,5,1,451.5431824,6
ET070057,1,5,1,475.9325867,6
ET070060,1,5,1,454.8478394,6
ET070061,1,5,1,491.9551086,6
ET070063,1,5,1,420.7666626,6
ET070064,1,5,1,377.8781738,6
ET070065,1,5,1,415.7850037,6
ET070067,1,5,1,420.6391907,6
ET070068,1,5,1,489.2761841,6
ET070070,1,5,1,461.8831482,6
ET070071,1,5,1,403.561615,6
ET070072,1,5,1,314.4075317,6
ET070073,1,5,1,538.9605103,6
ET070074,1,5,1,576.3440552,6
ET070075,1,5,1,377.637085,6
ET070076,1,5,1,375.6886902,6
ET070077,1,5,1,298.6943054,6
ET070078,1,5,1,439.1478577,6
ET070079,1,5,1,461.7551575,6
ET070080,1,5,1,451.514801,6
ET070081,1,5,1,417.4774475,6
ET070082,1,5,1,412.8253784,6
ET070083,1,5,1,458.6974182,6
ET070084,1,5,1,337.3851318,6
ET070085,1,5,1,408.7013245,6
ET070086,1,5,1,406.3027039,6
ET070087,1,5,1,470.427063,6
ET070088,1,5,1,325.6276245,6
ET070089,1,5,1,529.5700073,6
ET070090,1,5,1,407.6581421,6
ET070091,1,5,1,469.0874634,6
ET070092,1,5,1,443.9953003,6
ET070094,1,5,1,434.6691284,6
ET070096,1,5,1,502.3291626,6
ET070097,1,5,1,345.3684692,6
ET070098,1,5,1,472.2993774,6
ET070099,1,5,1,489.9207153,6
ET070100,1,5,1,431.8260193,6
ET080002,1,5,1,395.8918152,6
ET080003,1,5,1,456.5400085,6
ET080004,1,5,1,330.8657837,6
ET080005,1,5,1,445.8152161,6
ET080006,1,5,1,419.089386,6
ET080007,1,5,1,397.1548157,6
ET080008,1,5,1,484.526001,6
ET080009,1,5,1,286.01474,6
ET080010,1,5,1,410.9205017,6
ET080011,1,5,1,421.5370483,6
ET080012,1,5,1,477.7268066,6
ET080014,1,5,1,453.379303,6
ET080016,1,5,1,487.5175171,6
ET080017,1,5,1,445.7025146,6
ET080018,1,5,1,468.3842163,6
ET080019,1,5,1,274.6774902,6
ET080020,1,5,1,365.9362488,6
ET080021,1,5,1,404.381134,6
ET080024,1,5,1,504.8175659,6
ET080025,1,5,1,317.0654602,6
ET080028,1,5,1,469.611084,6
ET080029,1,5,1,255.5791321,6
ET080030,1,5,1,322.8130493,6
ET080031,1,5,1,431.4432068,6
ET080032,1,5,1,427.1160278,6
ET080033,1,5,1,425.8955688,6
ET080035,1,5,1,430.4350586,6
ET080036,1,5,1,434.9821777,6
ET080037,1,5,1,420.4764099,6
ET080038,1,5,1,544.4815063,6
ET080039,1,5,1,480.3369141,6
ET080040,1,5,1,507.4768982,6
ET080041,1,5,1,402.7196655,6
ET080042,1,5,1,210.5472412,6
ET080043,1,5,1,432.0652161,6
ET080045,1,5,1,412.9019165,6
ET080050,1,5,1,410.4850769,6
ET080051,1,5,1,457.236145,6
ET080052,1,5,1,459.941925,6
ET080058,1,5,1,433.3191528,6
ET080060,1,5,1,422.4182129,6
ET080061,1,5,1,537.4725952,6
ET080062,1,5,1,405.9188538,6
ET080063,1,5,1,240.1524811,6
ET080065,1,5,1,381.2164612,6
ET080067,1,5,1,544.8247681,6
ET080068,1,5,1,410.7642517,6
ET080070,1,5,1,429.5705566,6
ET080071,1,5,1,437.6788025,6
ET080072,1,5,1,529.3497314,6
ET080073,1,5,1,406.3078003,6
ET080074,1,5,1,396.62323,6
ET080075,1,5,1,393.6045227,6
ET080076,1,5,1,391.2736511,6
ET080078,1,5,1,308.9477539,6
ET080079,1,5,1,478.6291809,6
ET080080,1,5,1,352.3914185,6
ET080081,1,5,1,339.3871765,6
ET080082,1,5,1,432.6714172,6
ET080083,1,5,1,509.4197388,6
ET080084,1,5,1,311.8145752,6
ET080085,1,5,1,406.2242432,6
ET080086,1,5,1,371.6122742,6
ET080087,1,5,1,383.0282288,6
ET080088,1,5,1,311.7304993,6
ET080089,1,5,1,487.1861267,6
ET080090,1,5,1,579.5675659,6
ET080091,1,5,1,383.7514648,6
ET080092,1,5,1,314.3018188,6
ET080093,1,5,1,372.5959473,6
ET080096,1,5,1,326.3318787,6
ET080097,1,5,1,354.5050049,6
ET080099,1,5,1,393.4414978,6
ET090001,1,5,1,432.5914307,6
ET090004,1,5,1,493.4310303,6
ET090005,1,5,1,379.8966675,6
ET090006,1,5,1,311.6731873,6
ET090007,1,5,1,462.1405334,6
ET090008,1,5,1,412.9892883,6
ET090010,1,5,1,374.569458,6
ET090012,1,5,1,422.587738,6
ET090014,1,5,1,353.877655,6
ET090015,1,5,1,450.9141846,6
ET090016,1,5,1,318.0524597,6
ET090017,1,5,1,302.3303223,6
ET090018,1,5,1,405.2190247,6
ET090019,1,5,1,505.4673462,6
ET090020,1,5,1,542.4867554,6
ET090021,1,5,1,461.6519775,6
ET090023,1,5,1,360.9700012,6
ET090024,1,5,1,437.7623596,6
ET090025,1,5,1,388.7583618,6
ET090026,1,5,1,402.8062439,6
ET090027,1,5,1,217.9810333,6
ET090028,1,5,1,469.2508545,6
ET090030,1,5,1,493.1595154,6
ET090031,1,5,1,259.0954285,6
ET090033,1,5,1,437.1381836,6
ET090034,1,5,1,411.5473633,6
ET090035,1,5,1,312.3532715,6
ET090036,1,5,1,494.4449158,6
ET090038,1,5,1,414.2138062,6
ET090039,1,5,1,299.8201599,6
ET090040,1,5,1,391.9504089,6
ET090041,1,5,1,446.1053467,6
ET090042,1,5,1,338.3594055,6
ET090043,1,5,1,408.5332031,6
ET090044,1,5,1,391.4947205,6
ET090045,1,5,1,438.5140076,6
ET090046,1,5,1,485.8827515,6
ET090048,1,5,1,409.733429,6
ET090049,1,5,1,222.9479218,6
ET090050,1,5,1,480.435791,6
ET090051,1,5,1,444.6189575,6
ET090052,1,5,1,414.2408142,6
ET090053,1,5,1,484.9544678,6
ET090054,1,5,1,453.7600708,6
ET090055,1,5,1,455.2821045,6
ET090056,1,5,1,465.0028687,6
ET090057,1,5,1,393.0005798,6
ET090058,1,5,1,393.9683838,6
ET090059,1,5,1,430.3060303,6
ET090060,1,5,1,462.1443787,6
ET090062,1,5,1,365.0628357,6
ET090063,1,5,1,417.4890442,6
ET090064,1,5,1,455.3652954,6
ET090065,1,5,1,293.1746826,6
ET090066,1,5,1,356.5202942,6
ET090067,1,5,1,469.3108826,6
ET090068,1,5,1,461.8722229,6
ET090069,1,5,1,608.6895752,6
ET090070,1,5,1,388.1094666,6
ET090071,1,5,1,476.4302063,6
ET090072,1,5,1,455.4324036,6
ET090075,1,5,1,343.6052246,6
ET090076,1,5,1,466.0078735,6
ET090077,1,5,1,439.6875916,6
ET090078,1,5,1,403.9679871,6
ET090079,1,5,1,504.0895996,6
ET090080,1,5,1,444.2622375,6
ET090081,1,5,1,429.7838745,6
ET090084,1,5,1,528.572937,6
ET090085,1,5,1,438.7184143,6
ET090086,1,5,1,418.2727661,6
ET090087,1,5,1,477.4851379,6
ET090088,1,5,1,383.145752,6
ET090089,1,5,1,448.0598755,6
ET090090,1,5,1,543.8237305,6
ET090092,1,5,1,458.7153931,6
ET090093,1,5,1,476.3435364,6
ET090094,1,5,1,354.2776794,6
ET090095,1,5,1,372.4479675,6
ET090096,1,5,1,384.0735474,6
ET100003,1,5,1,454.4191589,6
ET100005,1,5,1,398.1604309,6
ET100007,1,5,1,467.7383423,6
ET100010,1,5,1,477.0854797,6
ET100011,1,5,1,530.4173584,6
ET100012,1,5,1,390.2066345,6
ET100014,1,5,1,506.3230591,6
ET100015,1,5,1,490.2380981,6
ET100016,1,5,1,483.0932617,6
ET100018,1,5,1,506.3326111,6
ET100020,1,5,1,502.5820923,6
ET100021,1,5,1,432.6465759,6
ET100024,1,5,1,409.0953674,6
ET100025,1,5,1,494.5131836,6
ET100026,1,5,1,491.0068054,6
ET100027,1,5,1,454.2728271,6
ET100031,1,5,1,426.3697205,6
ET100032,1,5,1,460.1440125,6
ET100033,1,5,1,467.7597351,6
ET100034,1,5,1,463.5384827,6
ET100035,1,5,1,521.5997925,6
ET100037,1,5,1,440.2321777,6
ET100038,1,5,1,544.1851807,6
ET100041,1,5,1,501.0098877,6
ET100042,1,5,1,393.0494995,6
ET100044,1,5,1,462.5387878,6
ET100046,1,5,1,433.9275208,6
ET100048,1,5,1,463.3993225,6
ET100049,1,5,1,405.8177185,6
ET100050,1,5,1,323.3186646,6
ET100052,1,5,1,524.0903931,6
ET100053,1,5,1,432.0043335,6
ET100057,1,5,1,527.6165161,6
ET100058,1,5,1,503.2896729,6
ET100059,1,5,1,484.8941956,6
ET100060,1,5,1,481.5242615,6
ET100061,1,5,1,530.5328369,6
ET100062,1,5,1,519.7044067,6
ET100064,1,5,1,484.2989197,6
ET100065,1,5,1,518.9487915,6
ET100066,1,5,1,533.2628784,6
ET100067,1,5,1,566.8361206,6
ET100070,1,5,1,504.6073303,6
ET100071,1,5,1,519.3979492,6
ET100072,1,5,1,482.1774902,6
ET100073,1,5,1,457.4785156,6
ET100074,1,5,1,506.6222229,6
ET100076,1,5,1,380.3873596,6
ET100077,1,5,1,502.1376343,6
ET100078,1,5,1,499.0213318,6
ET100079,1,5,1,397.651123,6
ET100081,1,5,1,489.9745789,6
ET100082,1,5,1,477.815918,6
ET100083,1,5,1,583.1027222,6
ET100084,1,5,1,456.2231445,6
ET100085,1,5,1,445.0508423,6
ET100087,1,5,1,413.6833801,6
ET100088,1,5,1,466.9918518,6
ET100089,1,5,1,402.2502136,6
ET100092,1,5,1,439.9206543,6
ET100093,1,5,1,548.2088623,6
ET100094,1,5,1,469.9957886,6
ET100095,1,5,1,471.196167,6
ET100096,1,5,1,520.9525757,6
ET100098,1,5,1,473.0443726,6
ET100099,1,5,1,434.6949768,6
ET100100,1,5,1,483.44104,6
ET110001,1,5,1,393.8808899,6
ET110002,1,5,1,492.6349487,6
ET110003,1,5,1,450.2128296,6
ET110004,1,5,1,383.8894043,6
ET110005,1,5,1,400.1112671,6
ET110006,1,5,1,429.4379578,6
ET110007,1,5,1,506.478302,6
ET110008,1,5,1,390.4481201,6
ET110009,1,5,1,413.2632141,6
ET110011,1,5,1,369.1565857,6
ET110012,1,5,1,408.0053101,6
ET110013,1,5,1,481.9402466,6
ET110014,1,5,1,530.6595459,6
ET110015,1,5,1,440.2219849,6
ET110016,1,5,1,519.2183838,6
ET110017,1,5,1,438.3905945,6
ET110019,1,5,1,482.7650757,6
ET110020,1,5,1,512.796936,6
ET110021,1,5,1,534.1037598,6
ET110022,1,5,1,520.2912598,6
ET110023,1,5,1,412.3633118,6
ET110024,1,5,1,419.1868286,6
ET110025,1,5,1,385.8669739,6
ET110026,1,5,1,472.0095215,6
ET110027,1,5,1,335.0048523,6
ET110028,1,5,1,372.8804626,6
ET110029,1,5,1,478.753479,6
ET110030,1,5,1,539.3104858,6
ET110031,1,5,1,326.0873718,6
ET110032,1,5,1,495.845459,6
ET110033,1,5,1,443.5425415,6
ET110034,1,5,1,474.7127075,6
ET110035,1,5,1,516.6831055,6
ET110036,1,5,1,447.7821045,6
ET110037,1,5,1,381.5964661,6
ET110038,1,5,1,384.6101074,6
ET110040,1,5,1,491.7202759,6
ET110041,1,5,1,350.2649231,6
ET110042,1,5,1,394.0796814,6
ET110043,1,5,1,440.2677002,6
ET110045,1,5,1,381.8770447,6
ET110046,1,5,1,462.6917725,6
ET110047,1,5,1,339.4368591,6
ET110048,1,5,1,476.6238403,6
ET110049,1,5,1,430.5746155,6
ET110051,1,5,1,572.9107666,6
ET110052,1,5,1,403.6058044,6
ET110053,1,5,1,344.0917358,6
ET110055,1,5,1,460.7719116,6
ET110056,1,5,1,476.7489624,6
ET110057,1,5,1,364.2101746,6
ET110059,1,5,1,281.0007019,6
ET110061,1,5,1,554.4596558,6
ET110062,1,5,1,470.762085,6
ET110063,1,5,1,422.5895081,6
ET110065,1,5,1,479.6119995,6
ET110066,1,5,1,495.477417,6
ET110067,1,5,1,446.1885071,6
ET110068,1,5,1,490.7666321,6
ET110069,1,5,1,449.0419312,6
ET110070,1,5,1,452.6719666,6
ET110071,1,5,1,463.3302307,6
ET110072,1,5,1,550.2831421,6
ET110073,1,5,1,402.3559265,6
ET110075,1,5,1,486.4736938,6
ET110076,1,5,1,488.2146606,6
ET110077,1,5,1,447.2438965,6
ET110079,1,5,1,453.1841736,6
ET110081,1,5,1,550.1553955,6
ET110082,1,5,1,437.1379395,6
ET110083,1,5,1,513.7202759,6
ET110085,1,5,1,533.1672363,6
ET110086,1,5,1,525.9995728,6
ET110088,1,5,1,434.0839233,6
ET110089,1,5,1,546.625061,6
ET110091,1,5,1,488.0180054,6
ET110092,1,5,1,398.0000916,6
ET110093,1,5,1,420.329071,6
ET110094,1,5,1,501.4858093,6
ET110096,1,5,1,446.5146484,6
ET110098,1,5,1,417.5144958,6
ET110099,1,5,1,290.3957825,6
ET110100,1,5,1,480.1499329,6
ET120002,1,5,1,328.574646,6
ET120004,1,5,1,481.2272949,6
ET120005,1,5,1,421.8451233,6
ET120006,1,5,1,245.5689392,6
ET120008,1,5,1,188.234436,6
ET120009,1,5,1,368.5605469,6
ET120010,1,5,1,515.4668579,6
ET120011,1,5,1,465.9365234,6
ET120012,1,5,1,345.8542175,6
ET120014,1,5,1,384.0712585,6
ET120015,1,5,1,485.2750244,6
ET120016,1,5,1,427.9275208,6
ET120017,1,5,1,220.0900574,6
ET120018,1,5,1,511.793396,6
ET120019,1,5,1,434.1928101,6
ET120020,1,5,1,509.6723938,6
ET120021,1,5,1,436.2522888,6
ET120023,1,5,1,345.9682007,6
ET120024,1,5,1,425.3274231,6
ET120025,1,5,1,401.4682617,6
ET120026,1,5,1,299.3323669,6
ET120027,1,5,1,483.7469177,6
ET120029,1,5,1,245.528183,6
ET120031,1,5,1,438.4945374,6
ET120033,1,5,1,212.6346283,6
ET120034,1,5,1,239.7780457,6
ET120035,1,5,1,479.4881897,6
ET120036,1,5,1,494.056366,6
ET120037,1,5,1,544.2037964,6
ET120038,1,5,1,242.6410217,6
ET120039,1,5,1,313.5746155,6
ET120040,1,5,1,517.4041748,6
ET120042,1,5,1,353.9317627,6
ET120043,1,5,1,485.3241882,6
ET120044,1,5,1,492.7175903,6
ET120045,1,5,1,386.2602539,6
ET120047,1,5,1,453.046875,6
ET120048,1,5,1,356.0973511,6
ET120049,1,5,1,393.4240417,6
ET120050,1,5,1,471.4077759,6
ET120051,1,5,1,345.7172852,6
ET120052,1,5,1,444.4076843,6
ET120054,1,5,1,436.8114014,6
ET120055,1,5,1,522.2445068,6
ET120056,1,5,1,300.5091553,6
ET120057,1,5,1,320.2760925,6
ET120059,1,5,1,439.3769836,6
ET120060,1,5,1,345.3971252,6
ET120061,1,5,1,456.0341492,6
ET120063,1,5,1,479.9798584,6
ET120064,1,5,1,496.3739929,6
ET120065,1,5,1,340.2608337,6
ET120066,1,5,1,587.1806641,6
ET120067,1,5,1,489.2801208,6
ET120068,1,5,1,468.2580872,6
ET120069,1,5,1,324.0331116,6
ET120070,1,5,1,499.3544922,6
ET120071,1,5,1,493.9364014,6
ET120074,1,5,1,409.4081421,6
ET120075,1,5,1,438.1022644,6
ET120076,1,5,1,444.0887756,6
ET120077,1,5,1,436.3730164,6
ET120078,1,5,1,419.4475098,6
ET120079,1,5,1,311.808197,6
ET120080,1,5,1,224.2113037,6
ET120081,1,5,1,368.1639709,6
ET120082,1,5,1,417.4646912,6
ET120084,1,5,1,368.0918884,6
ET120085,1,5,1,487.8772888,6
ET120086,1,5,1,343.2906494,6
ET120087,1,5,1,427.2871704,6
ET120088,1,5,1,506.786499,6
ET120090,1,5,1,470.688324,6
ET120091,1,5,1,367.3058472,6
ET120092,1,5,1,451.3791504,6
ET120093,1,5,1,397.5133362,6
ET120094,1,5,1,450.1598511,6
ET120095,1,5,1,388.6420898,6
ET120096,1,5,1,310.3881531,6
ET120097,1,5,1,490.0320435,6
ET120098,1,5,1,503.8356628,6
ET120099,1,5,1,581.7617798,6
ET120100,1,5,1,311.2274475,6
ET130001,1,5,1,429.0904236,6
ET130002,1,5,1,421.2282104,6
ET130003,1,5,1,416.8842163,6
ET130004,1,5,1,489.6398926,6
ET130005,1,5,1,559.7161255,6
ET130007,1,5,1,413.7774963,6
ET130008,1,5,1,469.8363953,6
ET130009,1,5,1,401.1121521,6
ET130010,1,5,1,475.3199768,6
ET130011,1,5,1,496.1062927,6
ET130012,1,5,1,487.039917,6
ET130013,1,5,1,440.6037903,6
ET130014,1,5,1,498.3966675,6
ET130015,1,5,1,413.7427063,6
ET130016,1,5,1,439.4406738,6
ET130017,1,5,1,438.9578552,6
ET130018,1,5,1,470.7651367,6
ET130019,1,5,1,433.2683411,6
ET130021,1,5,1,466.4844971,6
ET130022,1,5,1,494.4297791,6
ET130023,1,5,1,463.4440002,6
ET130024,1,5,1,500.3965454,6
ET130025,1,5,1,527.0570068,6
ET130026,1,5,1,507.8743896,6
ET130027,1,5,1,498.5343323,6
ET130028,1,5,1,550.402832,6
ET130029,1,5,1,360.2920837,6
ET130030,1,5,1,347.6228027,6
ET130031,1,5,1,510.2059021,6
ET130032,1,5,1,389.5335693,6
ET130033,1,5,1,452.4050293,6
ET130034,1,5,1,461.3981934,6
ET130035,1,5,1,498.0968628,6
ET130036,1,5,1,382.2672729,6
ET130037,1,5,1,462.0185547,6
ET130040,1,5,1,354.0732727,6
ET130041,1,5,1,374.5811768,6
ET130042,1,5,1,430.9030762,6
ET130043,1,5,1,444.4321289,6
ET130044,1,5,1,431.7442627,6
ET130045,1,5,1,524.25,6
ET130046,1,5,1,469.3050537,6
ET130047,1,5,1,454.3146057,6
ET130048,1,5,1,519.8562012,6
ET130049,1,5,1,448.0921021,6
ET130051,1,5,1,434.558075,6
ET130052,1,5,1,503.7528687,6
ET130053,1,5,1,485.0871582,6
ET130054,1,5,1,536.1331787,6
ET130055,1,5,1,468.8712769,6
ET130058,1,5,1,483.8118896,6
ET130059,1,5,1,459.026001,6
ET130060,1,5,1,430.1790466,6
ET130062,1,5,1,319.559082,6
ET130063,1,5,1,490.6965637,6
ET130064,1,5,1,464.1628113,6
ET130065,1,5,1,443.9205322,6
ET130066,1,5,1,464.5138855,6
ET130067,1,5,1,497.4156494,6
ET130070,1,5,1,436.9471436,6
ET130071,1,5,1,477.73349,6
ET130072,1,5,1,439.4700928,6
ET130073,1,5,1,428.7660522,6
ET130075,1,5,1,374.0787659,6
ET130079,1,5,1,469.1376953,6
ET130080,1,5,1,603.7787476,6
ET130084,1,5,1,499.4179382,6
ET130085,1,5,1,454.1345215,6
ET130086,1,5,1,364.5874023,6
ET130087,1,5,1,427.7032471,6
ET130088,1,5,1,546.7249146,6
ET130093,1,5,1,407.9450684,6
ET130095,1,5,1,472.9812317,6
ET130096,1,5,1,432.5001221,6
ET130097,1,5,1,397.8295593,6
ET130098,1,5,1,418.8052673,6
ET130099,1,5,1,484.3452759,6
ET130100,1,5,1,519.1132202,6
ET140001,1,5,1,568.1626587,6
ET140002,1,5,1,520.0008545,6
ET140003,1,5,1,492.0064392,6
ET140004,1,5,1,447.4784851,6
ET140005,1,5,1,496.0056763,6
ET140006,1,5,1,496.2237244,6
ET140008,1,5,1,452.3126831,6
ET140009,1,5,1,534.5404663,6
ET140010,1,5,1,453.7319336,6
ET140011,1,5,1,424.9159241,6
ET140012,1,5,1,594.9454346,6
ET140014,1,5,1,465.2589417,6
ET140015,1,5,1,621.6404419,6
ET140016,1,5,1,425.4760437,6
ET140017,1,5,1,478.9931335,6
ET140018,1,5,1,492.5052795,6
ET140020,1,5,1,441.4186401,6
ET140022,1,5,1,509.2765808,6
ET140023,1,5,1,411.0926819,6
ET140024,1,5,1,575.3787842,6
ET140025,1,5,1,406.7936401,6
ET140026,1,5,1,464.4884949,6
ET140028,1,5,1,469.9102478,6
ET140029,1,5,1,453.5568237,6
ET140030,1,5,1,475.9649048,6
ET140031,1,5,1,472.3228455,6
ET140032,1,5,1,661.3220825,6
ET140034,1,5,1,467.3200684,6
ET140035,1,5,1,557.7384033,6
ET140036,1,5,1,533.1947021,6
ET140037,1,5,1,454.6375732,6
ET140038,1,5,1,479.5903625,6
ET140039,1,5,1,422.7119141,6
ET140040,1,5,1,488.3441772,6
ET140041,1,5,1,503.1102295,6
ET140042,1,5,1,472.9369507,6
ET140043,1,5,1,511.8773193,6
