childid,country,round,yc,math,group
PE151004,3,5,1,515.1951904,18
PE151005,3,5,1,573.0406494,18
PE151006,3,5,1,564.1821289,18
PE151009,3,5,1,671.3068237,18
PE151010,3,5,1,443.6923218,18
PE151011,3,5,1,516.4760132,18
PE151013,3,5,1,521.5663452,18
PE151014,3,5,1,572.3214722,18
PE151015,3,5,1,491.5176392,18
PE151016,3,5,1,515.8991089,18
PE151017,3,5,1,428.469696,18
PE151019,3,5,1,547.4141846,18
PE151020,3,5,1,594.862915,18
PE151021,3,5,1,604.6014404,18
PE151022,3,5,1,569.6060181,18
PE151023,3,5,1,263.8165283,18
PE151024,3,5,1,528.8877563,18
PE151026,3,5,1,545.4363403,18
PE151027,3,5,1,430.3800354,18
PE151028,3,5,1,492.6244812,18
PE151030,3,5,1,497.7706909,18
PE151031,3,5,1,455.2918091,18
PE151032,3,5,1,503.2425537,18
PE151033,3,5,1,539.1497803,18
PE151034,3,5,1,291.4821472,18
PE151035,3,5,1,458.0680237,18
PE151036,3,5,1,537.078186,18
PE151037,3,5,1,459.4788818,18
PE151038,3,5,1,621.9078979,18
PE151040,3,5,1,525.6800537,18
PE151041,3,5,1,508.0405884,18
PE151042,3,5,1,439.6828918,18
PE151043,3,5,1,569.4404297,18
PE151044,3,5,1,555.8144531,18
PE151045,3,5,1,256.3878479,18
PE151046,3,5,1,512.0696411,18
PE151047,3,5,1,472.2241821,18
PE151048,3,5,1,498.0458069,18
PE151049,3,5,1,566.6671143,18
PE151051,3,5,1,468.1839905,18
PE151052,3,5,1,579.8009644,18
PE151061,3,5,1,522.4852295,18
PE151063,3,5,1,567.0474243,18
PE151064,3,5,1,474.0417786,18
PE151065,3,5,1,537.9567871,18
PE151066,3,5,1,490.3928223,18
PE151067,3,5,1,579.9256592,18
PE151069,3,5,1,596.8334961,18
PE151070,3,5,1,464.7084961,18
PE151071,3,5,1,577.812439,18
PE151072,3,5,1,472.3635559,18
PE151073,3,5,1,557.7860718,18
PE151074,3,5,1,571.8978882,18
PE151075,3,5,1,529.5970459,18
PE151076,3,5,1,470.2569885,18
PE151077,3,5,1,591.4014893,18
PE151078,3,5,1,559.1928101,18
PE151079,3,5,1,487.7187195,18
PE151080,3,5,1,511.3439636,18
PE151081,3,5,1,553.6950073,18
PE151082,3,5,1,444.3132935,18
PE151083,3,5,1,712.7409058,18
PE151084,3,5,1,546.2576294,18
PE151085,3,5,1,688.8182983,18
PE151086,3,5,1,476.1897583,18
PE151087,3,5,1,404.1664124,18
PE151088,3,5,1,507.6664124,18
PE151089,3,5,1,401.2381287,18
PE151090,3,5,1,677.5982056,18
PE151091,3,5,1,530.3852539,18
PE151092,3,5,1,509.0851746,18
PE151094,3,5,1,548.9343872,18
PE151095,3,5,1,520.4282837,18
PE151096,3,5,1,391.6660156,18
PE151097,3,5,1,522.8416748,18
PE151099,3,5,1,544.5982056,18
PE151100,3,5,1,406.5310364,18
PE151101,3,5,1,529.3713379,18
PE151102,3,5,1,514.3018188,18
PE151103,3,5,1,500.1334229,18
PE151104,3,5,1,509.5344849,18
PE151105,3,5,1,450.9017029,18
PE151106,3,5,1,466.2476196,18
PE151107,3,5,1,492.1177368,18
PE151108,3,5,1,289.3412781,18
PE151109,3,5,1,452.7245483,18
PE151110,3,5,1,596.9916382,18
PE151111,3,5,1,366.1889343,18
PE151112,3,5,1,462.1835632,18
PE161001,3,5,1,547.5459595,18
PE161002,3,5,1,573.1578369,18
PE161003,3,5,1,599.6077881,18
PE161004,3,5,1,501.037262,18
PE161005,3,5,1,576.6443481,18
PE161006,3,5,1,517.0813599,18
PE161007,3,5,1,416.6445313,18
PE161008,3,5,1,520.6514282,18
PE161009,3,5,1,483.6555786,18
PE161010,3,5,1,421.7865295,18
PE161011,3,5,1,513.104126,18
PE161012,3,5,1,558.9199219,18
PE161013,3,5,1,456.4358521,18
PE161014,3,5,1,367.1114807,18
PE161015,3,5,1,432.8042603,18
PE161017,3,5,1,422.9606323,18
PE161018,3,5,1,535.0203857,18
PE161019,3,5,1,475.2909241,18
PE161020,3,5,1,583.2561646,18
PE161021,3,5,1,517.6481934,18
PE161022,3,5,1,448.5469971,18
PE161023,3,5,1,540.6010132,18
PE161024,3,5,1,563.6489258,18
PE161025,3,5,1,469.6542053,18
PE161026,3,5,1,439.1578064,18
PE161027,3,5,1,487.3264771,18
PE161028,3,5,1,549.1901245,18
PE161029,3,5,1,348.2034302,18
PE161030,3,5,1,462.8276367,18
PE161031,3,5,1,306.0402222,18
PE161032,3,5,1,498.8145142,18
PE161033,3,5,1,611.4060669,18
PE161034,3,5,1,525.4901733,18
PE161035,3,5,1,494.2980957,18
PE161036,3,5,1,447.6221619,18
PE161037,3,5,1,548.6185913,18
PE161038,3,5,1,408.8153076,18
PE161039,3,5,1,494.3146362,18
PE161040,3,5,1,502.881134,18
PE161041,3,5,1,512.4178467,18
PE161042,3,5,1,457.6191101,18
PE161044,3,5,1,583.0631104,18
PE161045,3,5,1,520.2823486,18
PE161046,3,5,1,526.1862793,18
PE161047,3,5,1,560.7488403,18
PE161048,3,5,1,593.2942505,18
PE161049,3,5,1,494.8323364,18
PE161050,3,5,1,499.5733032,18
PE161051,3,5,1,472.8161926,18
PE161052,3,5,1,553.1309204,18
PE161053,3,5,1,453.1314697,18
PE161054,3,5,1,586.4578857,18
PE161055,3,5,1,476.821167,18
PE161056,3,5,1,345.2246704,18
PE161057,3,5,1,520.855957,18
PE161058,3,5,1,547.3219604,18
PE161059,3,5,1,618.1088257,18
PE161060,3,5,1,521.2879028,18
PE161061,3,5,1,474.4465637,18
PE161062,3,5,1,545.0351563,18
PE161063,3,5,1,638.1699829,18
PE161064,3,5,1,573.9760742,18
PE161065,3,5,1,573.8013916,18
PE161066,3,5,1,577.1504517,18
PE161067,3,5,1,513.8688965,18
PE161068,3,5,1,509.3871155,18
PE161069,3,5,1,530.3554077,18
PE161070,3,5,1,552.4697266,18
PE161071,3,5,1,572.0884399,18
PE161076,3,5,1,497.4858093,18
PE161077,3,5,1,491.8523254,18
PE161078,3,5,1,320.1372681,18
PE161079,3,5,1,453.3782654,18
PE161080,3,5,1,455.5611572,18
PE161081,3,5,1,447.2175293,18
PE161082,3,5,1,331.3331909,18
PE161083,3,5,1,494.8655701,18
PE161084,3,5,1,436.7772522,18
PE161085,3,5,1,379.7354126,18
PE161086,3,5,1,482.9419556,18
PE161087,3,5,1,497.8453369,18
PE161088,3,5,1,459.3072205,18
PE161089,3,5,1,490.7958984,18
PE161090,3,5,1,427.605072,18
PE161091,3,5,1,444.4033508,18
PE161092,3,5,1,586.6242065,18
PE161093,3,5,1,462.4375,18
PE161094,3,5,1,347.9743042,18
PE161095,3,5,1,478.2694092,18
PE161096,3,5,1,594.0458984,18
PE161097,3,5,1,458.1210022,18
PE161098,3,5,1,476.4177551,18
PE161100,3,5,1,459.4157104,18
PE161101,3,5,1,398.6627197,18
PE161102,3,5,1,484.0635071,18
PE161103,3,5,1,461.0620117,18
PE161105,3,5,1,454.9564819,18
PE161106,3,5,1,452.0193787,18
PE161107,3,5,1,454.1062317,18
PE161108,3,5,1,245.1512146,18
PE171001,3,5,1,507.7815552,18
PE171002,3,5,1,511.3419189,18
PE171003,3,5,1,571.2632446,18
PE171004,3,5,1,521.5740967,18
PE171005,3,5,1,686.4876709,18
PE171007,3,5,1,499.9402161,18
PE171008,3,5,1,409.2699585,18
PE171010,3,5,1,531.5352783,18
PE171011,3,5,1,508.1372375,18
PE171013,3,5,1,474.8233032,18
PE171014,3,5,1,682.0595093,18
PE171015,3,5,1,600.1427002,18
PE171016,3,5,1,478.0502625,18
PE171017,3,5,1,558.406311,18
PE171018,3,5,1,561.487793,18
PE171019,3,5,1,487.5638733,18
PE171020,3,5,1,571.3502808,18
PE171021,3,5,1,802.1972046,18
PE171022,3,5,1,598.8669434,18
PE171025,3,5,1,588.980957,18
PE171026,3,5,1,472.2892761,18
PE171027,3,5,1,502.9069824,18
PE171028,3,5,1,566.0358276,18
PE171030,3,5,1,549.1430054,18
PE171031,3,5,1,576.1508179,18
PE171032,3,5,1,557.7679443,18
PE171033,3,5,1,717.9484863,18
PE171034,3,5,1,533.850708,18
PE171035,3,5,1,567.1958008,18
PE171036,3,5,1,505.4071045,18
PE171037,3,5,1,477.9121094,18
PE171038,3,5,1,262.5658875,18
PE171039,3,5,1,509.1140747,18
PE171040,3,5,1,534.5776978,18
PE171041,3,5,1,506.5204468,18
PE171042,3,5,1,552.5717163,18
PE171043,3,5,1,566.7576904,18
PE171044,3,5,1,517.6153564,18
PE171045,3,5,1,569.6260986,18
PE171046,3,5,1,512.8787231,18
PE171047,3,5,1,633.1853027,18
PE171049,3,5,1,485.7886353,18
PE171050,3,5,1,520.9927368,18
PE171051,3,5,1,601.3513184,18
PE171053,3,5,1,537.7770996,18
PE171055,3,5,1,624.402771,18
PE171056,3,5,1,531.2293701,18
PE171057,3,5,1,619.3658447,18
PE171058,3,5,1,556.9588623,18
PE171059,3,5,1,506.0172729,18
PE171060,3,5,1,534.6160278,18
PE171061,3,5,1,535.5570679,18
PE171062,3,5,1,567.5869141,18
PE171064,3,5,1,557.9350586,18
PE171065,3,5,1,467.3880005,18
PE171066,3,5,1,590.0360718,18
PE171067,3,5,1,705.942627,18
PE171068,3,5,1,460.2459412,18
PE171069,3,5,1,395.565918,18
PE171070,3,5,1,613.5100098,18
PE171071,3,5,1,500.2004089,18
PE171072,3,5,1,478.0422974,18
PE171073,3,5,1,524.7015991,18
PE171075,3,5,1,470.2642822,18
PE171076,3,5,1,548.6885986,18
PE171078,3,5,1,737.4378052,18
PE171079,3,5,1,534.7770996,18
PE171081,3,5,1,657.7026367,18
PE171082,3,5,1,579.2619019,18
PE171083,3,5,1,547.5603638,18
PE171084,3,5,1,469.212616,18
PE171086,3,5,1,694.4143066,18
PE171087,3,5,1,406.4202576,18
PE171088,3,5,1,437.6549988,18
PE171089,3,5,1,544.651062,18
PE171090,3,5,1,539.7263184,18
PE171091,3,5,1,544.4038696,18
PE171092,3,5,1,478.5549011,18
PE171093,3,5,1,545.4470215,18
PE171094,3,5,1,535.5579224,18
PE171095,3,5,1,499.2382202,18
PE171096,3,5,1,385.8817749,18
PE171097,3,5,1,483.3170166,18
PE171099,3,5,1,510.3048401,18
PE171100,3,5,1,538.7214966,18
PE171101,3,5,1,465.8930054,18
PE171102,3,5,1,508.0068359,18
PE171103,3,5,1,525.1688232,18
PE171104,3,5,1,549.8981323,18
PE171106,3,5,1,481.105011,18
PE181001,3,5,1,488.5759583,18
PE181002,3,5,1,541.1375122,18
PE181003,3,5,1,465.6470947,18
PE181004,3,5,1,516.4439087,18
PE181005,3,5,1,472.8474121,18
PE181006,3,5,1,363.7374268,18
PE181007,3,5,1,524.0216064,18
PE181008,3,5,1,458.7841492,18
PE181009,3,5,1,508.947998,18
PE181010,3,5,1,497.5531921,18
PE181011,3,5,1,528.1752319,18
PE181012,3,5,1,479.2319946,18
PE181013,3,5,1,418.3508606,18
PE181014,3,5,1,464.4651794,18
PE181015,3,5,1,427.1582947,18
PE181016,3,5,1,436.1311646,18
PE181017,3,5,1,403.4412537,18
PE181018,3,5,1,433.3315125,18
PE181019,3,5,1,474.339325,18
PE181020,3,5,1,486.6220703,18
PE181022,3,5,1,427.5364075,18
PE181023,3,5,1,581.6891479,18
PE181024,3,5,1,541.8618164,18
PE181025,3,5,1,386.471405,18
PE181027,3,5,1,475.1340332,18
PE181029,3,5,1,424.76297,18
PE181030,3,5,1,468.4319458,18
PE181031,3,5,1,435.9745178,18
PE181032,3,5,1,402.6065674,18
PE181033,3,5,1,479.0596313,18
PE181034,3,5,1,429.5966492,18
PE181036,3,5,1,392.8444519,18
PE181037,3,5,1,427.9686584,18
PE181039,3,5,1,487.9907532,18
PE181040,3,5,1,472.0858765,18
PE181041,3,5,1,447.0568237,18
PE181042,3,5,1,553.9888306,18
PE181043,3,5,1,446.4241028,18
PE181044,3,5,1,436.029541,18
PE181045,3,5,1,513.3994751,18
PE181046,3,5,1,471.3348083,18
PE181047,3,5,1,499.6028442,18
PE181048,3,5,1,330.7511597,18
PE181049,3,5,1,441.412384,18
PE181050,3,5,1,475.7483215,18
PE181051,3,5,1,468.7315979,18
PE181052,3,5,1,569.8222656,18
PE181054,3,5,1,481.9169312,18
PE181055,3,5,1,498.8822632,18
PE181056,3,5,1,454.9631042,18
PE181057,3,5,1,493.8430481,18
PE181058,3,5,1,438.0094299,18
PE181059,3,5,1,558.7981567,18
PE181060,3,5,1,495.9547424,18
PE181061,3,5,1,582.151062,18
PE181062,3,5,1,547.9702148,18
PE181063,3,5,1,567.3596802,18
PE181064,3,5,1,475.1036682,18
PE181065,3,5,1,446.5923462,18
PE181066,3,5,1,664.9912109,18
PE181067,3,5,1,571.3934326,18
PE181068,3,5,1,420.7792664,18
PE181069,3,5,1,553.59729,18
PE181070,3,5,1,463.4747925,18
PE181071,3,5,1,547.0793457,18
PE181072,3,5,1,466.2493591,18
PE181073,3,5,1,418.3335266,18
PE181074,3,5,1,393.37323,18
PE181075,3,5,1,566.1378174,18
PE181076,3,5,1,520.473877,18
PE181077,3,5,1,445.0081787,18
PE181078,3,5,1,245.3817291,18
PE181080,3,5,1,495.6040039,18
PE181081,3,5,1,495.8583374,18
PE181082,3,5,1,555.2873535,18
PE181084,3,5,1,437.978363,18
PE181086,3,5,1,491.4850464,18
PE181087,3,5,1,412.1638794,18
PE181088,3,5,1,372.3798218,18
PE181089,3,5,1,418.0301819,18
PE181090,3,5,1,530.7700806,18
PE181091,3,5,1,495.6492004,18
PE181092,3,5,1,483.2340088,18
PE181093,3,5,1,258.5796509,18
PE181094,3,5,1,536.6362305,18
PE181095,3,5,1,517.3428345,18
PE181096,3,5,1,524.9001465,18
PE181097,3,5,1,571.9637451,18
PE181098,3,5,1,544.1739502,18
PE181099,3,5,1,477.3280029,18
PE181100,3,5,1,485.4738159,18
PE181101,3,5,1,579.5241089,18
PE181102,3,5,1,473.8832092,18
PE181103,3,5,1,327.2463074,18
PE181104,3,5,1,542.4691772,18
PE181105,3,5,1,468.1932678,18
PE191001,3,5,1,605.5489502,18
PE191002,3,5,1,496.1378784,18
PE191003,3,5,1,574.3730469,18
PE191004,3,5,1,586.8605957,18
PE191005,3,5,1,588.7503052,18
PE191006,3,5,1,535.1494751,18
PE191007,3,5,1,578.0158081,18
PE191009,3,5,1,634.6931763,18
PE191010,3,5,1,533.3291016,18
PE191011,3,5,1,562.8117676,18
PE191012,3,5,1,644.2232666,18
PE191013,3,5,1,576.68396,18
PE191014,3,5,1,602.4325562,18
PE191015,3,5,1,620.5464478,18
PE191016,3,5,1,778.9368286,18
PE191017,3,5,1,560.6775513,18
PE191018,3,5,1,543.0048218,18
PE191019,3,5,1,681.5144043,18
PE191020,3,5,1,810.0385132,18
PE191021,3,5,1,540.8838501,18
PE191022,3,5,1,521.8110962,18
PE191023,3,5,1,621.8556519,18
PE191024,3,5,1,565.831543,18
PE191025,3,5,1,510.0570068,18
PE191026,3,5,1,236.6196136,18
PE191027,3,5,1,504.9100342,18
PE191028,3,5,1,549.0093994,18
PE191030,3,5,1,638.045166,18
PE191031,3,5,1,727.3817749,18
PE191032,3,5,1,523.1697388,18
PE191033,3,5,1,459.2344971,18
PE191034,3,5,1,624.460083,18
PE191035,3,5,1,527.9709473,18
PE191036,3,5,1,633.6692505,18
PE191038,3,5,1,581.7183228,18
PE191039,3,5,1,485.5930176,18
PE191041,3,5,1,488.1834412,18
PE191042,3,5,1,505.9046936,18
PE191043,3,5,1,510.8876343,18
PE191044,3,5,1,491.5350952,18
PE191045,3,5,1,541.9489136,18
PE191047,3,5,1,672.1817627,18
PE191048,3,5,1,487.8809814,18
PE191050,3,5,1,720.6395264,18
PE191051,3,5,1,590.3901367,18
PE191052,3,5,1,567.3220825,18
PE191053,3,5,1,566.2338257,18
PE191054,3,5,1,485.6064148,18
PE191055,3,5,1,626.3920898,18
PE191056,3,5,1,537.7880859,18
PE191057,3,5,1,631.362793,18
PE191058,3,5,1,619.1072998,18
PE191059,3,5,1,466.5857239,18
PE191060,3,5,1,673.8539429,18
PE191061,3,5,1,561.1206055,18
PE191062,3,5,1,540.0858154,18
PE191063,3,5,1,749.0806885,18
PE191064,3,5,1,509.639801,18
PE191065,3,5,1,553.2623901,18
PE191066,3,5,1,716.9512939,18
PE191067,3,5,1,619.7109985,18
PE191068,3,5,1,549.1033936,18
PE191069,3,5,1,283.4981689,18
PE191070,3,5,1,559.4847412,18
PE191071,3,5,1,691.2826538,18
PE191072,3,5,1,632.5701294,18
PE191074,3,5,1,623.9685059,18
PE191075,3,5,1,565.4602661,18
PE191076,3,5,1,607.0912476,18
PE191077,3,5,1,542.1385498,18
PE191079,3,5,1,594.8985596,18
PE191080,3,5,1,411.5752563,18
PE191081,3,5,1,554.7679443,18
PE191082,3,5,1,659.9937744,18
PE191083,3,5,1,403.4371643,18
PE191084,3,5,1,577.4377441,18
PE191086,3,5,1,641.0622559,18
PE191087,3,5,1,477.7799683,18
PE191088,3,5,1,251.6107178,18
PE191090,3,5,1,627.9560547,18
PE191091,3,5,1,471.2703247,18
PE191092,3,5,1,529.6687012,18
PE191093,3,5,1,581.5963135,18
PE191094,3,5,1,558.6277466,18
PE191096,3,5,1,514.105896,18
PE191097,3,5,1,524.0779419,18
PE191098,3,5,1,469.8386841,18
PE191099,3,5,1,546.2631226,18
PE191100,3,5,1,530.6817017,18
PE191101,3,5,1,567.8104248,18
PE191103,3,5,1,534.2712402,18
PE191104,3,5,1,558.1088867,18
PE201001,3,5,1,537.135498,18
PE201002,3,5,1,491.1182556,18
PE201004,3,5,1,515.487854,18
PE201005,3,5,1,557.9995117,18
PE201006,3,5,1,529.7655029,18
PE201007,3,5,1,605.9972534,18
PE201008,3,5,1,641.343689,18
PE201011,3,5,1,589.3599854,18
PE201012,3,5,1,501.2303467,18
PE201013,3,5,1,493.4176636,18
PE201014,3,5,1,604.6090698,18
PE201015,3,5,1,390.641571,18
PE201016,3,5,1,558.7431641,18
PE201018,3,5,1,556.6907959,18
PE201020,3,5,1,455.2995605,18
PE201021,3,5,1,548.5861206,18
PE201022,3,5,1,595.4304199,18
PE201023,3,5,1,575.6365356,18
PE201024,3,5,1,533.3421631,18
PE201025,3,5,1,541.4851074,18
PE201027,3,5,1,495.2729797,18
PE201028,3,5,1,715.1428223,18
PE201029,3,5,1,573.8622437,18
PE201030,3,5,1,534.0132446,18
PE201032,3,5,1,553.6973877,18
PE201033,3,5,1,487.5778809,18
PE201034,3,5,1,637.2568359,18
PE201035,3,5,1,691.8557739,18
PE201036,3,5,1,581.4974976,18
PE201037,3,5,1,503.7009277,18
PE201038,3,5,1,738.7610474,18
PE201039,3,5,1,499.6564636,18
PE201040,3,5,1,470.5661011,18
PE201041,3,5,1,473.878479,18
PE201042,3,5,1,443.2070923,18
PE201043,3,5,1,691.4558716,18
PE201044,3,5,1,486.6816711,18
PE201045,3,5,1,585.3768921,18
PE201048,3,5,1,740.5822144,18
PE201049,3,5,1,496.6188965,18
PE201051,3,5,1,516.3713379,18
PE201052,3,5,1,401.3677673,18
PE201053,3,5,1,568.3399658,18
PE201054,3,5,1,561.855957,18
PE201055,3,5,1,494.2337646,18
PE201056,3,5,1,484.0475464,18
PE201057,3,5,1,563.8867798,18
PE201058,3,5,1,576.9552002,18
PE201059,3,5,1,650.2599487,18
PE201060,3,5,1,458.3427429,18
PE201061,3,5,1,649.7849121,18
PE201062,3,5,1,548.8718872,18
PE201063,3,5,1,553.0999756,18
PE201065,3,5,1,397.4057007,18
PE201067,3,5,1,496.8973083,18
PE201068,3,5,1,546.6781616,18
PE201069,3,5,1,597.9147339,18
PE201070,3,5,1,675.1708374,18
PE201071,3,5,1,613.2069092,18
PE201072,3,5,1,558.8349609,18
PE201073,3,5,1,532.477417,18
PE201074,3,5,1,545.6733398,18
PE201075,3,5,1,520.8701782,18
PE201076,3,5,1,511.0098877,18
PE201077,3,5,1,270.4428711,18
PE201078,3,5,1,637.9152832,18
PE201080,3,5,1,591.2919312,18
PE201083,3,5,1,458.5302124,18
PE201085,3,5,1,493.2470093,18
PE201086,3,5,1,553.4653931,18
PE201087,3,5,1,536.6807251,18
PE201088,3,5,1,567.7580566,18
PE201090,3,5,1,452.8289795,18
PE201091,3,5,1,601.7677612,18
PE201094,3,5,1,519.5674438,18
PE201096,3,5,1,525.4108276,18
PE201097,3,5,1,666.4367065,18
PE201098,3,5,1,637.4949951,18
PE201099,3,5,1,567.6121216,18
PE201100,3,5,1,645.5630493,18
PE201101,3,5,1,243.7311859,18
VN011001,4,2,0,583.5210571,19
VN011002,4,2,0,442.3335571,19
VN011003,4,2,0,476.7038574,19
VN011004,4,2,0,511.5753479,19
VN011005,4,2,0,403.3559265,19
VN011006,4,2,0,670.2039185,19
VN011007,4,2,0,591.7993164,19
VN011008,4,2,0,484.79953,19
VN011009,4,2,0,537.7367554,19
VN011010,4,2,0,543.4220581,19
VN011011,4,2,0,642.2237549,19
VN011012,4,2,0,539.1171875,19
VN011013,4,2,0,346.0115051,19
VN011014,4,2,0,560.0916138,19
VN011015,4,2,0,632.7561035,19
VN011016,4,2,0,553.2121582,19
VN011017,4,2,0,547.5911865,19
VN011018,4,2,0,311.1217346,19
VN011019,4,2,0,654.3989868,19
VN011020,4,2,0,601.6213379,19
VN011021,4,2,0,495.066925,19
VN011022,4,2,0,420.1538391,19
VN011024,4,2,0,524.6617432,19
VN011025,4,2,0,516.2149658,19
VN011026,4,2,0,484.5012817,19
VN011028,4,2,0,522.8493042,19
VN011029,4,2,0,618.895874,19
VN011030,4,2,0,440.1434021,19
VN011031,4,2,0,607.5013428,19
VN011032,4,2,0,492.9724426,19
VN011033,4,2,0,625.6534424,19
VN011034,4,2,0,645.7196655,19
VN011035,4,2,0,455.2906494,19
VN011037,4,2,0,656.4494629,19
VN011038,4,2,0,561.4549561,19
VN011039,4,2,0,546.2767334,19
VN011040,4,2,0,564.0835571,19
VN011041,4,2,0,398.65979,19
VN011042,4,2,0,585.6602783,19
VN011043,4,2,0,539.3632202,19
VN011044,4,2,0,505.526825,19
VN011047,4,2,0,442.5834351,19
VN011048,4,2,0,623.3546753,19
VN011050,4,2,0,559.7792969,19
VN011052,4,2,0,666.5245972,19
VN011061,4,2,0,418.5389709,19
VN011063,4,2,0,488.1634521,19
VN011069,4,2,0,617.0250244,19
VN011074,4,2,0,459.0020752,19
VN011088,4,2,0,597.3728027,19
VN021002,4,2,0,432.0075073,19
VN021003,4,2,0,627.2772217,19
VN021004,4,2,0,548.6950073,19
VN021005,4,2,0,568.6687622,19
VN021006,4,2,0,351.6203918,19
VN021007,4,2,0,638.8806763,19
VN021008,4,2,0,617.75354,19
VN021009,4,2,0,594.4175415,19
VN021011,4,2,0,576.2357788,19
VN021012,4,2,0,436.1784363,19
VN021013,4,2,0,541.0821533,19
VN021014,4,2,0,552.1517944,19
VN021015,4,2,0,427.5048218,19
VN021017,4,2,0,544.2524414,19
VN021018,4,2,0,456.4535522,19
VN021020,4,2,0,421.300415,19
VN021022,4,2,0,589.560791,19
VN021023,4,2,0,499.0186768,19
VN021024,4,2,0,485.9217224,19
VN021025,4,2,0,632.0759888,19
VN021026,4,2,0,374.9212341,19
VN021027,4,2,0,413.2521362,19
VN021029,4,2,0,642.7548218,19
VN021030,4,2,0,570.4492188,19
VN021031,4,2,0,558.5257568,19
VN021032,4,2,0,534.8466797,19
VN021033,4,2,0,499.3100586,19
VN021034,4,2,0,696.4214478,19
VN021036,4,2,0,699.7594604,19
VN021037,4,2,0,515.7987671,19
VN021038,4,2,0,525.6916504,19
VN021039,4,2,0,657.3307495,19
VN021040,4,2,0,511.4295349,19
VN021041,4,2,0,616.8378296,19
VN021042,4,2,0,552.2994385,19
VN021044,4,2,0,194.6149902,19
VN021046,4,2,0,515.5157471,19
VN021047,4,2,0,648.1317749,19
VN021048,4,2,0,504.4057007,19
VN021049,4,2,0,595.1445923,19
VN021056,4,2,0,659.7454224,19
VN021065,4,2,0,489.3221436,19
VN021069,4,2,0,542.795105,19
VN021072,4,2,0,641.1552124,19
VN021078,4,2,0,499.2617798,19
VN021083,4,2,0,469.1071472,19
VN021089,4,2,0,514.3952637,19
VN021090,4,2,0,550.4091797,19
VN021094,4,2,0,542.484314,19
VN031001,4,2,0,589.1959229,19
VN031002,4,2,0,575.2887573,19
VN031003,4,2,0,703.4362183,19
VN031004,4,2,0,449.2894897,19
VN031005,4,2,0,468.9421387,19
VN031006,4,2,0,429.6712952,19
VN031007,4,2,0,526.0476074,19
VN031008,4,2,0,406.7723694,19
VN031009,4,2,0,439.3735352,19
VN031010,4,2,0,611.1781006,19
VN031011,4,2,0,612.5357056,19
VN031012,4,2,0,339.2865601,19
VN031013,4,2,0,383.5819702,19
VN031018,4,2,0,505.0818481,19
VN031020,4,2,0,454.8392944,19
VN031021,4,2,0,673.1318359,19
VN031023,4,2,0,270.6886902,19
VN031024,4,2,0,389.6152039,19
VN031025,4,2,0,332.0107117,19
VN031027,4,2,0,487.82724,19
VN031028,4,2,0,563.6536255,19
VN031029,4,2,0,429.0522156,19
VN031031,4,2,0,461.9156189,19
VN031032,4,2,0,383.8304443,19
VN031033,4,2,0,620.6903687,19
VN031034,4,2,0,450.143158,19
VN031035,4,2,0,399.4016418,19
VN031036,4,2,0,528.1182861,19
VN031037,4,2,0,563.5732422,19
VN031038,4,2,0,534.8063965,19
VN031039,4,2,0,423.6650391,19
VN031040,4,2,0,574.793335,19
VN031041,4,2,0,426.1908875,19
VN031043,4,2,0,459.2532043,19
VN031044,4,2,0,537.2432251,19
VN031045,4,2,0,654.1405029,19
VN031046,4,2,0,701.0394287,19
VN031047,4,2,0,559.954834,19
VN031048,4,2,0,490.3703003,19
VN031049,4,2,0,680.727356,19
VN031050,4,2,0,461.473999,19
VN031052,4,2,0,453.7920532,19
VN031058,4,2,0,478.1442261,19
VN031059,4,2,0,325.0787048,19
VN031060,4,2,0,505.1642456,19
VN031079,4,2,0,527.5828857,19
VN031096,4,2,0,255.5740356,19
VN031098,4,2,0,446.1746216,19
VN031108,4,2,0,320.8492126,19
VN031134,4,2,0,640.4395142,19
VN041001,4,2,0,471.6303406,19
VN041002,4,2,0,519.1395264,19
VN041003,4,2,0,521.3898315,19
VN041004,4,2,0,440.8307495,19
VN041005,4,2,0,645.0332031,19
VN041006,4,2,0,463.6239929,19
VN041007,4,2,0,587.0495605,19
VN041008,4,2,0,629.1519165,19
VN041009,4,2,0,601.2468872,19
VN041010,4,2,0,607.3485107,19
VN041011,4,2,0,586.404541,19
VN041012,4,2,0,536.338623,19
VN041013,4,2,0,500.3666077,19
VN041014,4,2,0,645.8381348,19
VN041015,4,2,0,637.8452148,19
VN041016,4,2,0,550.2549438,19
VN041017,4,2,0,681.496582,19
VN041019,4,2,0,571.7995605,19
VN041020,4,2,0,574.4801636,19
VN041021,4,2,0,589.3399658,19
VN041022,4,2,0,708.9711304,19
VN041023,4,2,0,652.9204102,19
VN041024,4,2,0,625.2943115,19
VN041025,4,2,0,635.5095215,19
VN041026,4,2,0,550.0672607,19
VN041027,4,2,0,465.202301,19
VN041028,4,2,0,535.3276978,19
VN041030,4,2,0,575.2504272,19
VN041031,4,2,0,566.9991455,19
VN041032,4,2,0,544.3390503,19
VN041034,4,2,0,723.9864502,19
VN041036,4,2,0,634.9656982,19
VN041037,4,2,0,733.696106,19
VN041038,4,2,0,653.532959,19
VN041039,4,2,0,445.7130737,19
VN041040,4,2,0,563.0182495,19
VN041041,4,2,0,573.1918335,19
VN041042,4,2,0,672.5128784,19
VN041043,4,2,0,555.3488159,19
VN041046,4,2,0,488.6716003,19
VN041047,4,2,0,659.5072632,19
VN041049,4,2,0,614.2473755,19
