childid,round,yc,theta_eap,read_score,country,group,language
PE191098,5,1,1.068510056,1.645009398,3,18,5
PE191099,5,1,1.240530014,1.861166239,3,18,5
PE191100,5,1,-0.084804498,0.195777535,3,18,5
PE191101,5,1,0.847738028,1.367591739,3,18,5
PE191103,5,1,0.240825996,0.604958296,3,18,5
PE191104,5,1,0.524721026,0.961695075,3,18,5
PE201001,5,1,0.603615999,1.060832977,3,18,5
PE201002,5,1,0.720794022,1.208076477,3,18,5
PE201004,5,1,0.688232005,1.167159677,3,18,5
PE201005,5,1,-0.418435991,-0.223457098,3,18,5
PE201006,5,1,0.170376003,0.516432226,3,18,5
PE201007,5,1,-0.271232009,-0.038483527,3,18,5
PE201008,5,1,0.166243002,0.511238813,3,18,5
PE201011,5,1,0.150363997,0.491285563,3,18,5
PE201012,5,1,0.245899007,0.611332953,3,18,5
PE201013,5,1,-0.380490005,-0.175774932,3,18,5
PE201014,5,1,0.579990983,1.031146169,3,18,5
PE201015,5,1,0.695576012,1.176388025,3,18,5
PE201016,5,1,-0.149630994,0.114317872,3,18,5
PE201018,5,1,0.554063976,0.998566866,3,18,5
PE201020,5,1,-1.496140003,-1.577678323,3,18,5
PE201021,5,1,0.272843003,0.645190239,3,18,5
PE201022,5,1,1.86164999,2.641653061,3,18,5
PE201023,5,1,1.37804997,2.033971071,3,18,5
PE201024,5,1,0.0553714,0.371919751,3,18,5
PE201025,5,1,-0.073840797,0.209554315,3,18,5
PE201027,5,1,0.326797009,0.712987721,3,18,5
PE201028,5,1,0.99040699,1.546866655,3,18,5
PE201029,5,1,1.358719945,2.009681463,3,18,5
PE201030,5,1,-0.595429003,-0.445862949,3,18,5
PE201032,5,1,0.0829219,0.406539172,3,18,5
PE201033,5,1,-0.21063,0.037667744,3,18,5
PE201034,5,1,0.848643005,1.368728876,3,18,5
PE201035,5,1,0.84543699,1.364700317,3,18,5
PE201036,5,1,0.72388202,1.211956739,3,18,5
PE201037,5,1,-0.384588987,-0.180925623,3,18,5
PE201038,5,1,1.540410042,2.237989426,3,18,5
PE201039,5,1,0.905126989,1.43970561,3,18,5
PE201040,5,1,0.315728009,0.699078619,3,18,5
PE201041,5,1,-0.166337997,0.093324184,3,18,5
PE201042,5,1,-1.220540047,-1.231364965,3,18,5
PE201043,5,1,1.83288002,2.605501413,3,18,5
PE201044,5,1,0.230489001,0.591969013,3,18,5
PE201045,5,1,1.011229992,1.573032498,3,18,5
PE201048,5,1,1.057819963,1.631576538,3,18,5
PE201049,5,1,-0.309666008,-0.086778916,3,18,5
PE201051,5,1,0.579663992,1.030735254,3,18,5
PE201052,5,1,0.263507009,0.633458793,3,18,5
PE201053,5,1,0.101714,0.430152953,3,18,5
PE201054,5,1,0.750972986,1.24599874,3,18,5
PE201055,5,1,-0.275099009,-0.043342721,3,18,5
PE201056,5,1,-0.37946701,-0.174489453,3,18,5
PE201057,5,1,1.606359959,2.320860863,3,18,5
PE201058,5,1,1.113639951,1.701718807,3,18,5
PE201059,5,1,1.119689941,1.709321022,3,18,5
PE201060,5,1,-0.116176002,0.156356737,3,18,5
PE201061,5,1,1.161710024,1.762122631,3,18,5
PE201062,5,1,0.354950994,0.748365462,3,18,5
PE201063,5,1,-0.048313301,0.241631642,3,18,5
PE201065,5,1,-0.898414016,-0.826587856,3,18,5
PE201067,5,1,0.0501871,0.365405262,3,18,5
PE201068,5,1,0.231368005,0.593073547,3,18,5
PE201069,5,1,1.089079976,1.670857191,3,18,5
PE201070,5,1,0.429412991,0.841932893,3,18,5
PE201071,5,1,0.686289012,1.164718151,3,18,5
PE201072,5,1,1.35018003,1.998950243,3,18,5
PE201073,5,1,-0.095471501,0.182373598,3,18,5
PE201074,5,1,0.868565023,1.393762589,3,18,5
PE201075,5,1,-0.158031002,0.103762589,3,18,5
PE201076,5,1,0.983439982,1.538112164,3,18,5
PE201077,5,1,-1.909229994,-2.096758842,3,18,5
PE201078,5,1,0.38410899,0.785004795,3,18,5
PE201080,5,1,0.663598001,1.136205077,3,18,5
PE201083,5,1,-1.051730037,-1.019241691,3,18,5
PE201085,5,1,-0.34878099,-0.135930017,3,18,5
PE201086,5,1,0.813121021,1.324092746,3,18,5
PE201087,5,1,1.438159943,2.109503984,3,18,5
PE201088,5,1,1.647429943,2.372468472,3,18,5
PE201090,5,1,-0.627790987,-0.486528367,3,18,5
PE201091,5,1,0.354862005,0.748253644,3,18,5
PE201094,5,1,-1.532920003,-1.623895288,3,18,5
PE201096,5,1,-0.421790987,-0.22767292,3,18,5
PE201097,5,1,0.443001986,0.859008551,3,18,5
PE201098,5,1,1.542709947,2.240879536,3,18,5
PE201099,5,1,-0.084876701,0.195686817,3,18,5
PE201100,5,1,0.865935981,1.390458941,3,18,5
PE201101,5,1,-1.211770058,-1.220344782,3,18,5
VN011001,4,0,0.669571996,1.103032947,4,21,6
VN011002,4,0,-0.0328549,0.222345799,4,21,6
VN011003,4,0,-0.164712995,0.057025071,4,21,6
VN011004,4,0,0.400833994,0.766095221,4,21,6
VN011005,4,0,0.541821003,0.942861617,4,21,6
VN011006,4,0,0.066283599,0.346643448,4,21,6
VN011007,4,0,-0.138832003,0.089474082,4,21,6
VN011008,4,0,-0.252597988,-0.053163163,4,21,6
VN011009,4,0,-0.25473699,-0.055845,4,21,6
VN011010,4,0,-1.396550059,-1.487424731,4,21,6
VN011011,4,0,2.005650043,2.778177738,4,21,6
VN011015,4,0,1.868919969,2.606748581,4,21,6
VN011016,4,0,-1.196490049,-1.236593962,4,21,6
VN011018,4,0,-1.650869966,-1.806285262,4,21,6
VN011019,4,0,1.969359994,2.732677937,4,21,6
VN011020,4,0,-0.364749014,-0.193775609,4,21,6
VN011021,4,0,0.420724005,0.79103291,4,21,6
VN011022,4,0,-0.508064985,-0.373461962,4,21,6
VN011024,4,0,1.187070012,1.75186038,4,21,6
VN011025,4,0,0.704626977,1.1469841,4,21,6
VN011028,4,0,0.233824998,0.556703091,4,21,6
VN011029,4,0,0.855237007,1.335815549,4,21,6
VN011030,4,0,1.534139991,2.187008858,4,21,6
VN011031,4,0,0.832270026,1.307020068,4,21,6
VN011032,4,0,1.486619949,2.127429485,4,21,6
VN011034,4,0,1.981050014,2.747334719,4,21,6
VN011035,4,0,-0.457087994,-0.309548169,4,21,6
VN011037,4,0,1.977830052,2.743297577,4,21,6
VN011038,4,0,0.351671994,0.704457045,4,21,6
VN011039,4,0,-0.156112999,0.067807555,4,21,6
VN011040,4,0,-0.206056997,0.005188887,4,21,6
VN011041,4,0,0.511085987,0.904326737,4,21,6
VN011042,4,0,-0.177598998,0.04086889,4,21,6
VN011044,4,0,-1.396100044,-1.486860514,4,21,6
VN011048,4,0,0.609955013,1.028286457,4,21,6
VN011050,4,0,0.722180009,1.168991685,4,21,6
VN011052,4,0,1.459509969,2.093439579,4,21,6
VN011061,4,0,-0.573109984,-0.455013931,4,21,6
VN011063,4,0,0.639765978,1.065662861,4,21,6
VN011069,4,0,-1.05697,-1.061666846,4,21,6
VN011074,4,0,-0.196682006,0.016943041,4,21,6
VN011088,4,0,-0.337740004,-0.159912318,4,21,6
VN021002,4,0,1.062250018,1.595363855,4,21,6
VN021004,4,0,-1.257429957,-1.31299901,4,21,6
VN021005,4,0,0.468131006,0.850470722,4,21,6
VN021007,4,0,0.342830986,0.693372369,4,21,6
VN021008,4,0,0.730674982,1.179642439,4,21,6
VN021009,4,0,1.311589956,1.90798068,4,21,6
VN021011,4,0,-0.116571002,0.117384426,4,21,6
VN021012,4,0,-1.218680024,-1.264415264,4,21,6
VN021013,4,0,-0.153496996,0.071087442,4,21,6
VN021014,4,0,0.620620012,1.041658044,4,21,6
VN021015,4,0,-1.594059944,-1.735058188,4,21,6
VN021017,4,0,0.918003023,1.41451025,4,21,6
VN021018,4,0,-0.689415991,-0.6008358,4,21,6
VN021020,4,0,-1.506199956,-1.624901295,4,21,6
VN021022,4,0,0.444873989,0.821311593,4,21,6
VN021023,4,0,1.952250004,2.711225986,4,21,6
VN021024,4,0,-0.666476011,-0.572074175,4,21,6
VN021025,4,0,0.712804973,1.15723753,4,21,6
VN021027,4,0,-0.369442999,-0.199660823,4,21,6
VN021029,4,0,1.199149966,1.76700592,4,21,6
VN021030,4,0,0.144005999,0.444090039,4,21,6
VN021031,4,0,-1.922160029,-2.146422625,4,21,6
VN021032,4,0,-0.881959975,-0.842243135,4,21,6
VN021034,4,0,0.402078986,0.767656207,4,21,6
VN021036,4,0,0.920158982,1.417213321,4,21,6
VN021038,4,0,-1.281329989,-1.342964292,4,21,6
VN021039,4,0,0.867480993,1.351166844,4,21,6
VN021041,4,0,1.67592001,2.364769459,4,21,6
VN021044,4,0,-1.592229962,-1.732763767,4,21,6
VN021046,4,0,0.626106977,1.048537493,4,21,6
VN021047,4,0,-0.183900997,0.032967586,4,21,6
VN021049,4,0,0.440901995,0.816331625,4,21,6
VN021056,4,0,-0.437142015,-0.284540325,4,21,6
VN021069,4,0,0.97893399,1.490904093,4,21,6
VN021072,4,0,1.643000007,2.32349515,4,21,6
VN021083,4,0,-1.162389994,-1.193840027,4,21,6
VN021090,4,0,1.019389987,1.54162693,4,21,6
VN021094,4,0,0.121138997,0.415419906,4,21,6
VN031001,4,0,-0.425660014,-0.270144463,4,21,6
VN031002,4,0,-0.065258101,0.181719393,4,21,6
VN031004,4,0,0.880119979,1.367013335,4,21,6
VN031005,4,0,-0.731522977,-0.653628588,4,21,6
VN031006,4,0,-0.480962008,-0.339480877,4,21,6
VN031007,4,0,0.304392993,0.645179689,4,21,6
VN031008,4,0,-1.137480021,-1.162608504,4,21,6
VN031010,4,0,0.198863998,0.512869775,4,21,6
VN031011,4,0,0.535494983,0.934930146,4,21,6
VN031012,4,0,0.206787005,0.522803485,4,21,6
VN031013,4,0,0.104693003,0.394800276,4,21,6
VN031018,4,0,-1.35213995,-1.431744337,4,21,6
VN031020,4,0,0.378993988,0.738712728,4,21,6
VN031021,4,0,1.73210001,2.43520689,4,21,6
VN031023,4,0,0.024161,0.29383105,4,21,6
VN031025,4,0,-0.064305298,0.182914004,4,21,6
VN031028,4,0,-1.079570055,-1.090002298,4,21,6
VN031029,4,0,0.388918012,0.751155257,4,21,6
VN031032,4,0,0.615279019,1.034961581,4,21,6
VN031035,4,0,0.69898802,1.139914036,4,21,6
VN031036,4,0,0.218169004,0.53707397,4,21,6
VN031037,4,0,0.716692984,1.162112117,4,21,6
VN031038,4,0,-0.238781005,-0.03583974,4,21,6
VN031039,4,0,0.776856005,1.237543225,4,21,6
VN031040,4,0,0.727159023,1.175234318,4,21,6
VN031043,4,0,1.903980017,2.650706053,4,21,6
VN031044,4,0,0.469240993,0.851862431,4,21,6
VN031045,4,0,0.309596002,0.65170306,4,21,6
VN031046,4,0,1.361909986,1.971070766,4,21,6
VN031049,4,0,0.391485006,0.75437367,4,21,6
VN031050,4,0,0.64625901,1.073803663,4,21,6
VN031058,4,0,-0.129869998,0.100710444,4,21,6
VN031059,4,0,0.408517003,0.775728047,4,21,6
VN031079,4,0,0.427917987,0.800052524,4,21,6
VN031098,4,0,-0.297109991,-0.10897132,4,21,6
VN031108,4,0,-0.038978498,0.21466817,4,21,6
VN031134,4,0,0.431897998,0.805042565,4,21,6
VN041001,4,0,-1.468950033,-1.578198195,4,21,6
VN041002,4,0,0.315479994,0.659080327,4,21,6
VN041003,4,0,0.098813601,0.38742882,4,21,6
VN041004,4,0,-1.752519965,-1.933731794,4,21,6
VN041005,4,0,-1.758239985,-1.940903425,4,21,6
VN041007,4,0,0.564372003,0.971135557,4,21,6
VN041009,4,0,-0.0170228,0.24219574,4,21,6
VN041010,4,0,1.475579977,2.113587618,4,21,6
VN041011,4,0,-0.257286012,-0.059040904,4,21,6
VN041012,4,0,-1.793889999,-1.985600591,4,21,6
VN041013,4,0,-1.631690025,-1.782237887,4,21,6
VN041014,4,0,-0.225412995,-0.019079229,4,21,6
VN041015,4,0,1.880699992,2.621518135,4,21,6
VN041016,4,0,1.572829962,2.235517502,4,21,6
VN041017,4,0,1.314229965,1.911290646,4,21,6
VN041019,4,0,-1.016860008,-1.011377811,4,21,6
VN041021,4,0,1.951370001,2.710122585,4,21,6
VN041022,4,0,2.018939972,2.794840336,4,21,6
VN041023,4,0,1.19509995,1.761928082,4,21,6
VN041024,4,0,0.360482007,0.715502799,4,21,6
VN041025,4,0,-0.018034801,0.240926906,4,21,6
VN041026,4,0,0.720643997,1.167065859,4,21,6
VN041027,4,0,0.597916007,1.013192296,4,21,6
VN041028,4,0,-1.849060059,-2.054771662,4,21,6
VN041030,4,0,0.628978014,1.052137136,4,21,6
VN041031,4,0,0.62956202,1.05286932,4,21,6
VN041032,4,0,-0.559846997,-0.438385099,4,21,6
VN041036,4,0,0.352815002,0.705890119,4,21,6
VN041038,4,0,0.573742986,0.982884645,4,21,6
VN041039,4,0,-0.757552028,-0.686263263,4,21,6
VN041041,4,0,1.338230014,1.941381454,4,21,6
VN041042,4,0,0.771835029,1.231248021,4,21,6
VN041043,4,0,0.796301007,1.261922956,4,21,6
VN041046,4,0,-2.110290051,-2.382295847,4,21,6
VN041047,4,0,-0.100895002,0.137038648,4,21,6
VN041049,4,0,1.009799957,1.529603124,4,21,6
VN041050,4,0,-0.737839997,-0.661548734,4,21,6
VN041059,4,0,0.084207997,0.369116634,4,21,6
VN041092,4,0,-0.148167998,0.077768818,4,21,6
VN041106,4,0,0.371773005,0.7296592,4,21,6
VN041109,4,0,-1.074309945,-1.083407283,4,21,6
VN041110,4,0,-0.938089013,-0.912616491,4,21,6
VN041114,4,0,-0.82248503,-0.767674804,4,21,6
VN041130,4,0,1.795680046,2.514921904,4,21,6
VN051002,4,0,0.643885016,1.070827127,4,21,6
VN051005,4,0,0.803377986,1.270795941,4,21,6
VN051006,4,0,-0.847130001,-0.79857409,4,21,6
VN051008,4,0,-0.93463999,-0.908292174,4,21,6
VN051009,4,0,1.329280019,1.930160046,4,21,6
VN051010,4,0,0.670579016,1.104295492,4,21,6
VN051011,4,0,1.864050031,2.600642681,4,21,6
VN051013,4,0,0.427486002,0.799510956,4,21,6
VN051015,4,0,0.936752021,1.438017249,4,21,6
VN051016,4,0,1.095289946,1.636788607,4,21,6
VN051017,4,0,1.804059982,2.525428534,4,21,6
VN051018,4,0,-0.549973011,-0.426005304,4,21,6
VN051019,4,0,0.620646,1.041690588,4,21,6
VN051020,4,0,1.535300016,2.188463449,4,21,6
VN051021,4,0,0.390392989,0.753004551,4,21,6
VN051022,4,0,-1.000360012,-0.99069047,4,21,6
VN051024,4,0,-0.235737994,-0.032024484,4,21,6
VN051025,4,0,-0.385645002,-0.219974533,4,21,6
VN051026,4,0,1.527539968,2.178734064,4,21,6
VN051027,4,0,1.860450029,2.596129179,4,21,6
VN051028,4,0,-1.025470018,-1.022172809,4,21,6
VN051029,4,0,-1.232179999,-1.281341195,4,21,6
VN051030,4,0,-0.127305999,0.103925124,4,21,6
VN051031,4,0,0.964863002,1.473262191,4,21,6
VN051032,4,0,0.236919999,0.560583532,4,21,6
VN051033,4,0,0.941347003,1.443778396,4,21,6
VN051034,4,0,0.971238971,1.481256247,4,21,6
VN051035,4,0,0.957056999,1.463475227,4,21,6
VN051036,4,0,1.044720054,1.573385119,4,21,6
VN051037,4,0,1.037619948,1.564483166,4,21,6
VN051038,4,0,1.302240014,1.896257997,4,21,6
VN051040,4,0,-0.551436007,-0.427839577,4,21,6
VN051041,4,0,0.68511802,1.122524142,4,21,6
VN051042,4,0,0.0539582,0.331190139,4,21,6
VN051043,4,0,2.004019976,2.776134014,4,21,6
VN051044,4,0,-0.917469025,-0.886763573,4,21,6
VN051045,4,0,1.812180042,2.535609245,4,21,6
VN051046,4,0,0.117481001,0.410833597,4,21,6
VN051047,4,0,1.843539953,2.574927807,4,21,6
VN051048,4,0,0.775834024,1.236261845,4,21,6
VN051049,4,0,0.86996001,1.354274988,4,21,6
VN051050,4,0,1.092759967,1.633616567,4,21,6
VN051057,4,0,0.500782013,0.891407847,4,21,6
VN051070,4,0,1.731830001,2.434868336,4,21,6
VN061001,4,0,1.300850034,1.894515276,4,21,6
VN061003,4,0,0.58069402,0.991599739,4,21,6
VN061004,4,0,0.113816999,0.406239748,4,21,6
VN061006,4,0,-0.191857994,0.022991281,4,21,6
VN061009,4,0,-0.250474989,-0.050501399,4,21,6
VN061011,4,0,-0.553222001,-0.430078834,4,21,6
VN061012,4,0,-0.833688974,-0.781722069,4,21,6
VN061013,4,0,-2.210390091,-2.507799149,4,21,6
VN061014,4,0,-0.478662014,-0.336597174,4,21,6
VN061015,4,0,-0.182797998,0.0343505,4,21,6
VN061017,4,0,1.017079949,1.538730621,4,21,6
VN061018,4,0,0.126505002,0.422147691,4,21,6
VN061019,4,0,0.28916499,0.626087129,4,21,6
VN061020,4,0,-1.081169963,-1.092008233,4,21,6
VN061021,4,0,0.370532006,0.72810328,4,21,6
VN061023,4,0,-0.983258009,-0.969248354,4,21,6
VN061024,4,0,-1.064919949,-1.071634293,4,21,6
VN061026,4,0,0.415571988,0.784573376,4,21,6
VN061028,4,0,-0.385574996,-0.219886765,4,21,6
VN061029,4,0,1.576789975,2.240482569,4,21,6
VN061030,4,0,1.107900023,1.652598858,4,21,6
VN061031,4,0,0.90972501,1.404131413,4,21,6
VN061032,4,0,0.060790099,0.339755803,4,21,6
VN061033,4,0,-1.930320024,-2.156653643,4,21,6
VN061034,4,0,0.711103976,1.155104756,4,21,6
VN061035,4,0,1.085350037,1.62432611,4,21,6
VN061036,4,0,0.486422986,0.873404801,4,21,6
VN061037,4,0,0.701528013,1.143098712,4,21,6
VN061038,4,0,-0.176415995,0.042352114,4,21,6
VN061039,4,0,0.0161833,0.283828795,4,21,6
VN061040,4,0,0.600858986,1.016882062,4,21,6
VN061042,4,0,0.439913988,0.815092862,4,21,6
VN061043,4,0,-0.73801899,-0.661773145,4,21,6
VN061044,4,0,0.728599012,1.177039742,4,21,6
VN061046,4,0,-0.628645003,-0.524642527,4,21,6
VN061047,4,0,1.983520031,2.750431538,4,21,6
VN061048,4,0,-0.059671201,0.18872413,4,21,6
VN061049,4,0,0.394924015,0.75868541,4,21,6
VN061050,4,0,-1.112890005,-1.131778002,4,21,6
VN061052,4,0,-1.538949966,-1.665962458,4,21,6
VN061055,4,0,0.326283008,0.672624886,4,21,6
VN061056,4,0,-0.976531029,-0.960814238,4,21,6
VN061057,4,0,0.0585966,0.337005645,4,21,6
VN061076,4,0,0.221236005,0.540919304,4,21,6
VN061079,4,0,-1.817589998,-2.015315056,4,21,6
VN061104,4,0,0.375346988,0.734140217,4,21,6
VN071001,4,0,0.754279017,1.209236741,4,21,6
VN071002,4,0,-0.45213601,-0.303339481,4,21,6
VN071003,4,0,1.879089952,2.619499445,4,21,6
VN071004,4,0,1.192330003,1.758455276,4,21,6
VN071005,4,0,-0.091698997,0.148568392,4,21,6
VN071006,4,0,1.273069978,1.859685183,4,21,6
VN071007,4,0,0.795922995,1.261448979,4,21,6
VN071008,4,0,-0.141324997,0.086348422,4,21,6
VN071009,4,0,0.149667993,0.451188922,4,21,6
VN071010,4,0,1.130239964,1.680608153,4,21,6
VN071011,4,0,-0.605435014,-0.495542347,4,21,6
VN071015,4,0,0.00842871,0.274106264,4,21,6
VN071019,4,0,0.155598998,0.458625078,4,21,6
VN071020,4,0,-0.159651995,0.063370444,4,21,6
VN071021,4,0,0.642434001,1.069007874,4,21,6
VN071023,4,0,0.239189997,0.563429594,4,21,6
VN071024,4,0,0.130137995,0.426702648,4,21,6
VN071025,4,0,0.777383983,1.238205194,4,21,6
VN071026,4,0,0.788173974,1.251733422,4,21,6
VN071027,4,0,0.213891998,0.531711519,4,21,6
VN071028,4,0,0.264972001,0.595754504,4,21,6
VN071031,4,0,1.032969952,1.558653116,4,21,6
VN071032,4,0,-0.578240991,-0.46144709,4,21,6
VN071033,4,0,0.665977001,1.098525643,4,21,6
VN071034,4,0,0.814258993,1.284438252,4,21,6
VN071035,4,0,1.047389984,1.576732635,4,21,6
VN071036,4,0,0.33959201,0.689311385,4,21,6
VN071037,4,0,1.130660057,1.68113482,4,21,6
VN071038,4,0,2.07198,2.861340761,4,21,6
VN071039,4,0,0.953691006,1.45925498,4,21,6
VN071041,4,0,1.124040008,1.672834754,4,21,6
VN071042,4,0,0.962207019,1.469932199,4,21,6
VN071043,4,0,0.055435002,0.333041698,4,21,6
VN071044,4,0,1.423869967,2.04875493,4,21,6
VN071045,4,0,0.392327011,0.755429387,4,21,6
VN071046,4,0,1.885710001,2.627799511,4,21,6
VN071047,4,0,-0.270489991,-0.075595759,4,21,6
VN071048,4,0,0.190145999,0.501939356,4,21,6
VN071049,4,0,1.848989964,2.581760883,4,21,6
VN071073,4,0,1.013829947,1.534655809,4,21,6
VN071091,4,0,0.937382996,1.438808322,4,21,6
VN071097,4,0,1.944489956,2.701496601,4,21,6
VN071112,4,0,0.112356998,0.40440923,4,21,6
VN071120,4,0,1.907140017,2.654668093,4,21,6
VN071121,4,0,-1.584720016,-1.723348022,4,21,6
VN081001,4,0,0.061945401,0.341204286,4,21,6
VN081003,4,0,0.806890011,1.275199175,4,21,6
VN081004,4,0,-0.272569001,-0.078202374,4,21,6
VN081005,4,0,1.481189966,2.120621443,4,21,6
VN081006,4,0,0.530130982,0.928204894,4,21,6
VN081007,4,0,-0.767271996,-0.69844991,4,21,6
VN081008,4,0,-0.689355016,-0.600759387,4,21,6
VN081009,4,0,-1.652860045,-1.808780432,4,21,6
VN081010,4,0,0.129485995,0.425885171,4,21,6
VN081011,4,0,-1.011479974,-1.004632473,4,21,6
VN081012,4,0,0.91227299,1.407325983,4,21,6
VN081013,4,0,-1.49003005,-1.604627848,4,21,6
VN081017,4,0,0.442467004,0.81829375,4,21,6
VN081019,4,0,0.813996971,1.284109712,4,21,6
VN081020,4,0,0.135483995,0.43340534,4,21,6
VN081021,4,0,0.92594099,1.424462676,4,21,6
VN081022,4,0,-0.683946013,-0.59397769,4,21,6
VN081023,4,0,-0.837677002,-0.786722124,4,21,6
VN081024,4,0,0.625782013,1.048130035,4,21,6
VN081025,4,0,0.135039002,0.43284741,4,21,6
VN081026,4,0,1.661730051,2.346978426,4,21,6
VN081028,4,0,-0.321148008,-0.139109641,4,21,6
VN081029,4,0,0.206110001,0.521954656,4,21,6
VN081030,4,0,-2.254669905,-2.563316107,4,21,6
VN081031,4,0,1.502799988,2.147715569,4,21,6
VN081032,4,0,0.043496501,0.318073481,4,21,6
VN081034,4,0,0.971686006,1.481816769,4,21,6
VN081035,4,0,1.271309972,1.857478499,4,21,6
VN081036,4,0,-0.173298001,0.046261385,4,21,6
VN081038,4,0,0.282554001,0.617798448,4,21,6
VN081039,4,0,-0.0782253,0.165461406,4,21,6
VN081041,4,0,0.774221003,1.234239459,4,21,6
VN081042,4,0,0.220655993,0.540192068,4,21,6
VN081043,4,0,0.237272993,0.561026096,4,21,6
VN081045,4,0,-0.249337003,-0.049074616,4,21,6
VN081046,4,0,-0.332055002,-0.152784586,4,21,6
VN081047,4,0,-0.385233015,-0.219457999,4,21,6
VN081049,4,0,0.79202801,1.256565571,4,21,6
VN081050,4,0,0.106810004,0.39745453,4,21,6
VN081073,4,0,-0.0541596,0.19563444,4,21,6
VN081092,4,0,-0.174572006,0.044664066,4,21,6
VN081105,4,0,-1.025030017,-1.021621108,4,21,6
VN081108,4,0,-1.537119985,-1.663668156,4,21,6
VN081120,4,0,1.977589965,2.742996693,4,21,6
VN081130,4,0,-1.532989979,-1.658490062,4,21,6
VN081139,4,0,-0.394899011,-0.231577009,4,21,6
VN081145,4,0,-0.975639999,-0.959697068,4,21,6
VN081150,4,0,1.161749959,1.720114708,4,21,6
VN081152,4,0,0.506668985,0.89878881,4,21,6
VN091001,4,0,-1.217530012,-1.262973309,4,21,6
VN091003,4,0,0.218996003,0.538110852,4,21,6
VN091005,4,0,-0.334311992,-0.155614361,4,21,6
VN091006,4,0,-0.113164,0.121656053,4,21,6
VN091008,4,0,1.281990051,1.87086904,4,21,6
VN091009,4,0,-0.51997,-0.388388216,4,21,6
VN091010,4,0,-0.866941988,-0.823413908,4,21,6
VN091011,4,0,-1.713279963,-1.884533525,4,21,6
VN091012,4,0,-1.588999987,-1.728714108,4,21,6
VN091014,4,0,-2.092380047,-2.35984087,4,21,6
VN091015,4,0,-0.553336024,-0.430221796,4,21,6
VN091017,4,0,0.330036998,0.677331567,4,21,6
VN091019,4,0,-0.582075,-0.466254085,4,21,6
VN091020,4,0,0.185286,0.495845973,4,21,6
VN091022,4,0,-1.128299952,-1.151098728,4,21,6
VN091024,4,0,-0.073477097,0.171414599,4,21,6
VN091025,4,0,0.291078001,0.62848562,4,21,6
VN091027,4,0,-0.510430992,-0.376428425,4,21,6
VN091028,4,0,0.274383008,0.60755384,4,21,6
VN091029,4,0,-1.807909966,-2.003178596,4,21,6
VN091030,4,0,-1.798280001,-1.991104722,4,21,6
VN091031,4,0,-1.339229941,-1.415557981,4,21,6
VN091033,4,0,-1.642760038,-1.796117306,4,21,6
VN091036,4,0,-0.047478199,0.20401144,4,21,6
VN091039,4,0,-0.364046991,-0.192895427,4,21,6
VN091045,4,0,-2.254379988,-2.562952757,4,21,6
VN091046,4,0,0.439042002,0.813999593,4,21,6
VN091047,4,0,0.0238942,0.293496549,4,21,6
VN091048,4,0,-1.039819956,-1.040164471,4,21,6
VN091052,4,0,-1.302510023,-1.369519353,4,21,6
VN091056,4,0,-1.805009961,-1.999542594,4,21,6
VN091057,4,0,-2.00248003,-2.247126102,4,21,6
VN091070,4,0,-0.975549996,-0.959584236,4,21,6
VN091071,4,0,-1.776649952,-1.963985443,4,21,6
VN101001,4,0,-0.156857997,0.066873491,4,21,6
VN101004,4,0,-0.409797996,-0.250257015,4,21,6
VN101005,4,0,1.540310025,2.194744825,4,21,6
VN101010,4,0,-1.36661005,-1.44988656,4,21,6
VN101011,4,0,0.0145262,0.281751156,4,21,6
VN101013,4,0,0.155540004,0.458551109,4,21,6
VN101014,4,0,-1.576699972,-1.713292599,4,21,6
VN101015,4,0,0.694051027,1.133724213,4,21,6
VN101016,4,0,0.305725008,0.646849692,4,21,6
VN101017,4,0,0.495187014,0.884392917,4,21,6
VN101018,4,0,0.96508503,1.473540545,4,21,6
VN101019,4,0,-0.81032902,-0.752433836,4,21,6
VN101020,4,0,-1.235679984,-1.285729408,4,21,6
VN101021,4,0,1.148030043,1.702912927,4,21,6
VN101022,4,0,-0.122809,0.109563366,4,21,6
VN101023,4,0,-0.519867003,-0.388259083,4,21,6
VN101024,4,0,-0.248524994,-0.048056535,4,21,6
VN101025,4,0,1.012949944,1.533552527,4,21,6
VN101026,4,0,-2.219680071,-2.519446611,4,21,6
VN101027,4,0,1.427090049,2.052792072,4,21,6
VN101028,4,0,-0.398146003,-0.235648006,4,21,6
VN101029,4,0,2.213540077,3.038825512,4,21,6
VN101030,4,0,1.545869946,2.201715708,4,21,6
VN101031,4,0,-0.565024972,-0.444877118,4,21,6
VN101034,4,0,-0.523759007,-0.393138796,4,21,6
VN101035,4,0,-1.326789975,-1.399960995,4,21,6
VN101036,4,0,-0.31160599,-0.12714608,4,21,6
VN101037,4,0,0.00149117,0.265408128,4,21,6
VN101038,4,0,0.0363736,0.309142947,4,21,6
VN101039,4,0,0.547842979,0.950411797,4,21,6
VN101040,4,0,-0.813133001,-0.755949438,4,21,6
VN101041,4,0,-0.413401991,-0.254775614,4,21,6
VN101042,4,0,0.554728985,0.959045351,4,21,6
VN101043,4,0,0.133843005,0.431347907,4,21,6
VN101044,4,0,0.802343011,1.269498229,4,21,6
VN101045,4,0,0.144131005,0.444246769,4,21,6
VN101047,4,0,-0.944616973,-0.920801103,4,21,6
VN101048,4,0,0.245790005,0.571704566,4,21,6
