childid,round,yc,theta_eap,read_score,country,group,language
IN010024,5,1,0.27294901,0.56445682,2,12,4
IN010025,4,1,1.271039963,1.712091208,2,11,4
IN010025,5,1,,,2,12,7
IN010026,4,1,-0.354272991,-0.156741515,2,11,4
IN010026,5,1,,,2,12,7
IN010027,4,1,0.661859989,1.011638045,2,11,4
IN010027,5,1,,,2,12,7
IN010028,4,1,-0.730660021,-0.589522421,2,11,4
IN010028,5,1,,,2,12,7
IN010029,4,1,0.608696997,0.950509727,2,11,4
IN010029,5,1,,,2,12,7
IN010030,4,1,0.172783002,0.449282974,2,11,4
IN010030,5,1,-0.000134772,0.250457019,2,12,4
IN010031,4,1,0.634926021,0.980668604,2,11,4
IN010031,5,1,,,2,12,7
IN010032,4,1,1.028980017,1.433763504,2,11,4
IN010032,5,1,,,2,12,7
IN010033,4,1,-1.228960037,-1.1624825,2,11,4
IN010033,5,1,-0.868597984,-0.74812752,2,12,4
IN010034,4,1,1.096220016,1.511078,2,11,4
IN010034,5,1,,,2,12,7
IN010035,4,1,1.143079996,1.564959049,2,11,4
IN010035,5,1,1.486600041,1.95994854,2,12,4
IN010036,4,1,-0.453547001,-0.270889699,2,11,4
IN010036,5,1,,,2,12,7
IN010037,4,1,1.234730005,1.670340896,2,11,4
IN010037,5,1,,,2,12,7
IN010038,4,1,-0.340743005,-0.141184345,2,11,4
IN010038,5,1,,,2,12,7
IN010039,4,1,-0.055244699,0.187090009,2,11,4
IN010039,5,1,,,2,12,7
IN010040,4,1,0.533592999,0.864152968,2,11,4
IN010040,5,1,,,2,12,7
IN010041,4,1,1.08664,1.500062704,2,11,4
IN010041,5,1,,,2,12,7
IN010042,4,1,1.338260055,1.789382815,2,11,4
IN010042,5,1,0.418558002,0.731882334,2,12,4
IN010043,4,1,-0.386970997,-0.19433865,2,11,4
IN010043,5,1,,,2,12,7
IN010044,4,1,1.384449959,1.842493296,2,11,4
IN010044,5,1,,,2,12,7
IN010045,4,1,-0.836951971,-0.711740017,2,11,4
IN010045,5,1,-1.032250047,-0.936299503,2,12,4
IN010046,4,1,-0.660153985,-0.508452475,2,11,4
IN010046,5,1,,,2,12,7
IN010047,4,1,0.937810004,1.328933597,2,11,4
IN010047,5,1,,,2,12,7
IN010048,4,1,0.391254008,0.700487375,2,11,4
IN010048,5,1,,,2,12,7
IN010049,4,1,-0.244626001,-0.030666182,2,11,4
IN010049,5,1,,,2,12,7
IN010050,4,1,0.278631002,0.570990145,2,11,4
IN010050,5,1,1.460129976,1.929512382,2,12,4
IN010051,4,1,0.139327005,0.410814285,2,11,4
IN010051,5,1,0.990916014,1.389996409,2,12,4
IN010052,4,1,1.117650032,1.535718918,2,11,4
IN010052,5,1,,,2,12,7
IN010053,4,1,1.146550059,1.568948984,2,11,4
IN010053,5,1,,,2,12,7
IN010054,4,1,-0.814710975,-0.686166644,2,11,4
IN010054,5,1,,,2,12,7
IN010055,4,1,0.516592979,0.844605803,2,11,4
IN010055,5,1,0.220796004,0.50448972,2,12,4
IN010056,4,1,-0.0116734,0.237189576,2,11,4
IN010056,5,1,,,2,12,7
IN010057,4,1,0.923739016,1.312754273,2,11,4
IN010057,5,1,,,2,12,7
IN010058,4,1,-0.0145936,0.233831853,2,11,4
IN010058,5,1,-0.698607981,-0.552668035,2,12,4
IN010059,4,1,-0.996541023,-0.895240188,2,11,4
IN010059,5,1,-0.354972005,-0.157545269,2,12,4
IN010060,4,1,-0.068242699,0.172144532,2,11,4
IN010060,5,1,-0.049660999,0.193510324,2,12,4
IN010062,4,1,-0.380198985,-0.186551988,2,11,4
IN010062,5,1,0.170251995,0.446372747,2,12,4
IN010063,4,1,0.312278003,0.609678447,2,11,4
IN010063,5,1,,,2,12,7
IN010064,4,1,-0.037274901,0.207752213,2,11,4
IN010064,5,1,,,2,12,7
IN010065,4,1,1.203119993,1.633994818,2,11,4
IN010065,5,1,,,2,12,7
IN010066,4,1,0.172358006,0.448794305,2,11,4
IN010066,5,1,0.0282008,0.28303811,2,12,4
IN010067,4,1,-1.037500024,-0.942336082,2,11,4
IN010067,5,1,-0.966377974,-0.860557854,2,12,4
IN010068,4,1,0.659456015,1.00887394,2,11,4
IN010068,5,1,0.507246971,0.833859503,2,12,4
IN010069,4,1,-0.270334989,-0.060227133,2,11,4
IN010069,5,1,-0.138897002,0.090904132,2,12,4
IN010070,4,1,0.562020004,0.896839142,2,11,4
IN010070,5,1,,,2,12,7
IN010071,4,1,-0.784294009,-0.651192367,2,11,4
IN010071,5,1,-0.190001994,0.03214211,2,12,4
IN010072,4,1,-0.00679141,0.242803037,2,11,4
IN010072,5,1,0.423440009,0.73749578,2,12,4
IN010073,4,1,-1.452950001,-1.42003274,2,11,4
IN010073,5,1,,,2,12,7
IN010074,5,1,,,2,12,7
IN010075,4,1,1.013290048,1.415722728,2,11,4
IN010075,5,1,,,2,12,7
IN010076,4,1,-0.422232002,-0.234882787,2,11,4
IN010076,5,1,,,2,12,7
IN010077,4,1,0.191973999,0.471349359,2,11,4
IN010077,5,1,0.260306001,0.549919486,2,12,4
IN010079,4,1,0.419389009,0.732837856,2,11,4
IN010079,5,1,0.688244998,1.041976333,2,12,4
IN010080,4,1,-1.473780036,-1.443983674,2,11,4
IN010080,5,1,0.082187898,0.345114052,2,12,4
IN010081,4,1,0.599895,0.940388918,2,11,4
IN010081,5,1,,,2,12,7
IN010082,4,1,0.042050101,0.298962444,2,11,4
IN010082,5,1,-1.348029971,-1.299392581,2,12,4
IN010083,4,1,-1.830989957,-1.854714155,2,11,4
IN010083,5,1,-0.232809007,-0.017078655,2,12,4
IN010084,4,1,-0.218033999,-8.99157E-05,2,11,4
IN010084,5,1,,,2,12,7
IN010085,4,1,0.481734991,0.804525077,2,11,4
IN010085,5,1,,,2,12,7
IN010086,4,1,-0.836723983,-0.711477876,2,11,4
IN010086,5,1,-0.031960499,0.213862881,2,12,4
IN010087,4,1,0.350560009,0.653696239,2,11,4
IN010087,5,1,,,2,12,7
IN010088,4,1,-0.381480008,-0.188024953,2,11,4
IN010088,5,1,-1.072260022,-0.982304156,2,12,4
IN010089,4,1,-0.0116145,0.237257302,2,11,4
IN010089,5,1,,,2,12,7
IN010090,4,1,0.237265006,0.523426294,2,11,4
IN010090,5,1,,,2,12,7
IN010091,4,1,0.307224005,0.603867233,2,11,4
IN010091,5,1,,,2,12,7
IN010092,4,1,1.119050026,1.53732872,2,11,4
IN010092,5,1,,,2,12,7
IN010093,4,1,0.018071,0.271390557,2,11,4
IN010093,5,1,,,2,12,7
IN010094,4,1,1.169119954,1.594900489,2,11,4
IN010094,5,1,,,2,12,7
IN010095,4,1,0.275270998,0.567126691,2,11,4
IN010095,5,1,,,2,12,7
IN010096,4,1,0.376042008,0.682996154,2,11,4
IN010096,5,1,,,2,12,7
IN010097,4,1,-1.782070041,-1.798464656,2,11,4
IN010097,5,1,-1.239529967,-1.174636006,2,12,4
IN010098,4,1,-0.109920003,0.124222741,2,11,4
IN010098,5,1,0.52481401,0.854058623,2,12,4
IN010099,4,1,0.751003027,1.114137411,2,11,4
IN010099,5,1,,,2,12,7
IN010100,4,1,-0.281278998,-0.072810881,2,11,4
IN010100,5,1,,,2,12,7
IN011001,4,0,0.110490002,0.377656668,2,9,4
IN011002,4,0,-0.037014,0.208052203,2,9,4
IN011003,4,0,0.522041976,0.850871205,2,9,4
IN011004,4,0,0.327369004,0.627030492,2,9,4
IN011005,4,0,1.912119985,2.449223757,2,9,4
IN011006,4,0,0.174493,0.451249182,2,9,4
IN011007,4,0,0.440797001,0.757453382,2,9,4
IN011008,4,0,1.598449945,2.088556767,2,9,4
IN011009,4,0,-0.274520993,-0.065040328,2,9,4
IN011010,4,0,1.427809954,1.892349958,2,9,4
IN011011,4,0,1.16316998,1.588059068,2,9,4
IN011012,4,0,0.245636001,0.533051491,2,9,4
IN011013,4,0,1.508880019,1.985566616,2,9,4
IN011014,4,0,-1.299010038,-1.243028045,2,9,4
IN011015,4,0,0.461959988,0.781787217,2,9,4
IN011016,4,0,0.349261999,0.652203739,2,9,4
IN011018,4,0,-0.082693301,0.155528799,2,9,4
IN011019,4,0,0.45105201,0.76924485,2,9,4
IN011021,4,0,0.58039099,0.91796267,2,9,4
IN011022,4,0,0.700205028,1.055728316,2,9,4
IN011023,4,0,0.587900996,0.926597893,2,9,4
IN011024,4,0,0.095156498,0.360025734,2,9,4
IN011025,4,0,0.377898008,0.685130239,2,9,4
IN011026,4,0,0.695823014,1.050689816,2,9,4
IN011027,4,0,1.258939981,1.698178291,2,9,4
IN011029,4,0,2.448659897,3.066153288,2,9,4
IN011030,4,0,2.540999889,3.172328472,2,9,4
IN011031,4,0,-0.698270023,-0.552279413,2,9,4
IN011032,4,0,0.224136993,0.508331299,2,9,4
IN011034,4,0,-1.071750045,-0.981717765,2,9,4
IN011035,4,0,2.115629911,2.683225632,2,9,4
IN011036,4,0,1.443889976,1.9108392,2,9,4
IN011037,4,0,-0.842239022,-0.717819214,2,9,4
IN011038,4,0,-0.822310984,-0.6949054,2,9,4
IN011039,4,0,0.98823899,1.386918306,2,9,4
IN011040,4,0,2.515969992,3.143548489,2,9,4
IN011041,4,0,1.699319959,2.204540014,2,9,4
IN011042,4,0,0.387039006,0.695640862,2,9,4
IN011043,4,0,1.815610051,2.338253975,2,9,4
IN011044,4,0,0.768845022,1.134652615,2,9,4
IN011045,4,0,-0.413278997,-0.224588364,2,9,4
IN011046,4,0,0.155433998,0.429334581,2,9,4
IN011047,4,0,1.142339945,1.564108133,2,9,4
IN011048,4,0,0.523612022,0.852676511,2,9,4
IN011049,4,0,0.793964028,1.163535237,2,9,4
IN011050,4,0,0.836906016,1.212911129,2,9,4
IN020001,4,1,-0.068650298,0.171675861,2,11,4
IN020001,5,1,-0.302677006,-0.097414933,2,12,4
IN020002,4,1,0.594308019,0.933964849,2,11,4
IN020002,5,1,0.670575976,1.02165997,2,12,4
IN020003,4,1,-1.670590043,-1.670281649,2,11,4
IN020003,5,1,-1.209169984,-1.139727235,2,12,4
IN020004,4,1,0.104901001,0.371230245,2,11,4
IN020004,5,1,0.713726997,1.071276307,2,12,4
IN020005,4,1,0.593997002,0.933607221,2,11,4
IN020005,5,1,,,2,12,7
IN020006,4,1,-0.414202988,-0.225650802,2,11,4
IN020006,5,1,-1.049010038,-0.955570638,2,12,4
IN020007,4,1,-1.115139961,-1.03160882,2,11,4
IN020007,5,1,-1.088289976,-1.000735879,2,12,4
IN020008,4,1,-1.131360054,-1.050259113,2,11,4
IN020008,5,1,-1.399549961,-1.35863173,2,12,4
IN020009,4,1,-1.129590034,-1.048223853,2,11,4
IN020009,5,1,-0.977459013,-0.873299181,2,12,4
IN020010,4,1,-2.046659946,-2.102697849,2,11,4
IN020010,5,1,-1.430539966,-1.394264936,2,12,4
IN020011,4,1,-1.631119967,-1.624897718,2,11,4
IN020011,5,1,-0.708703995,-0.564276695,2,12,4
IN020014,4,1,0.047942601,0.305737823,2,11,4
IN020014,5,1,-0.712750018,-0.568928957,2,12,4
IN020015,4,1,-1.167659998,-1.091997862,2,11,4
IN020015,5,1,-0.802236974,-0.67182368,2,12,4
IN020016,4,1,-0.480351001,-0.301709741,2,11,4
IN020016,5,1,,,2,12,7
IN020017,4,1,-0.929157972,-0.817761183,2,11,4
IN020017,5,1,-0.47774899,-0.298717856,2,12,4
IN020018,4,1,-0.544766009,-0.375775993,2,11,4
IN020018,5,1,-0.975696981,-0.8712731,2,12,4
IN020019,4,1,-1.129909992,-1.048591733,2,11,4
IN020019,5,1,-1.658969998,-1.656920552,2,12,4
IN020020,4,1,-0.607483029,-0.447889864,2,11,4
IN020020,5,1,-0.986541986,-0.883743048,2,12,4
IN020021,4,1,0.410326988,0.72241807,2,11,4
IN020021,5,1,1.375550032,1.832259893,2,12,4
IN020022,4,1,-0.103540003,0.131558657,2,11,4
IN020022,5,1,0.917486012,1.305564404,2,12,4
IN020023,4,1,1.156589985,1.580493212,2,11,4
IN020023,5,1,,,2,12,7
IN020024,4,1,0.368097007,0.673860788,2,11,4
IN020024,5,1,0.987030983,1.38552928,2,12,4
IN020025,4,1,-0.358814001,-0.161962911,2,11,4
IN020025,5,1,1.304540038,1.75061059,2,12,4
IN020026,4,1,-2.133080006,-2.202066183,2,11,4
IN020026,5,1,-1.742009997,-1.752402425,2,12,4
IN020027,4,1,0.463770986,0.783869505,2,11,4
IN020027,5,1,-0.477863997,-0.298850089,2,12,4
IN020028,4,1,-1.056640029,-0.964343846,2,11,4
IN020028,5,1,,,2,12,7
IN020029,4,1,-0.180682003,0.042858507,2,11,4
IN020029,5,1,0.331811011,0.632138073,2,12,4
IN020030,4,1,-0.634115994,-0.478513241,2,11,4
IN020030,5,1,,,2,12,7
IN020031,4,1,0.814059973,1.18664217,2,11,4
IN020031,5,1,,,2,12,7
IN020032,4,1,-0.486916006,-0.309258372,2,11,4
IN020032,5,1,-0.129456997,0.101758532,2,12,4
IN020033,4,1,-0.528117001,-0.356632471,2,11,4
IN020033,5,1,-0.589057982,-0.426704228,2,12,4
IN020034,4,1,0.132414997,0.402866662,2,11,4
IN020034,5,1,,,2,12,7
IN020035,4,1,-0.95826,-0.851223588,2,11,4
IN020035,5,1,-0.343903005,-0.144817799,2,12,4
IN020036,4,1,0.372227013,0.67860955,2,11,4
IN020036,5,1,,,2,12,7
IN020037,4,1,-0.195939004,0.02531556,2,11,4
IN020037,5,1,-0.045473199,0.198325574,2,12,4
IN020038,4,1,0.992456019,1.391767144,2,11,4
IN020038,5,1,,,2,12,7
IN020039,4,1,-0.206860006,0.012758271,2,11,4
IN020039,5,1,1.103199959,1.519103765,2,12,4
IN020040,4,1,0.750937998,1.114062667,2,11,4
IN020040,5,1,1.180330038,1.607790232,2,12,4
IN020041,4,1,0.140616998,0.412297547,2,11,4
IN020041,5,1,0.877412975,1.259487271,2,12,4
IN020042,4,1,-0.565586984,-0.399716586,2,11,4
IN020042,5,1,-0.843253016,-0.71898514,2,12,4
IN020043,4,1,0.284541011,0.577785611,2,11,4
IN020043,5,1,1.065350056,1.475582838,2,12,4
IN020044,4,1,0.157361001,0.431550294,2,11,4
IN020044,5,1,0.373618007,0.680208981,2,12,4
IN020045,4,1,-0.581170022,-0.417634398,2,11,4
IN020045,5,1,,,2,12,7
IN020046,4,1,-0.275983989,-0.06672252,2,11,4
IN020046,5,1,-0.090698503,0.146324188,2,12,4
IN020047,4,1,-0.157666996,0.069321841,2,11,4
IN020047,5,1,0.530102015,0.860138893,2,12,4
IN020048,4,1,0.686550975,1.040028572,2,11,4
IN020048,5,1,-0.385645986,-0.19281511,2,12,4
IN020049,4,1,-0.460574001,-0.278969556,2,11,4
IN020049,5,1,,,2,12,7
IN020050,4,1,-0.863394976,-0.742144942,2,11,4
IN020050,5,1,-0.827251971,-0.700586677,2,12,4
IN020051,4,1,0.921425998,1.310094714,2,11,4
IN020051,5,1,,,2,12,7
IN020052,4,1,0.318406999,0.616725743,2,11,4
IN020052,5,1,,,2,12,7
IN020053,4,1,-0.752659976,-0.614818633,2,11,4
IN020053,5,1,,,2,12,7
IN020054,4,1,0.417973995,0.731210828,2,11,4
IN020054,5,1,,,2,12,7
IN020055,4,1,0.325206995,0.624544561,2,11,4
IN020055,5,1,-1.828870058,-1.852276683,2,12,4
IN020056,4,1,0.429367006,0.744310796,2,11,4
IN020056,5,1,,,2,12,7
IN020057,4,1,-1.277420044,-1.218203187,2,11,4
IN020057,5,1,0.668740988,1.019550085,2,12,4
IN020058,4,1,-0.303126991,-0.097932346,2,11,4
IN020058,5,1,0.129446,0.399452806,2,12,4
IN020059,4,1,-1.10818994,-1.023617387,2,11,4
IN020059,5,1,0.715165973,1.072930932,2,12,4
IN020060,4,1,-0.456891,-0.274734735,2,11,4
IN020060,5,1,0.592477024,0.931859553,2,12,4
IN020061,4,1,0.355789989,0.659709811,2,11,4
IN020061,5,1,,,2,12,7
IN020062,4,1,-1.391839981,-1.349766612,2,11,4
IN020062,5,1,-0.764063001,-0.627930164,2,12,4
IN020063,4,1,-0.593501985,-0.431814075,2,11,4
IN020063,5,1,,,2,12,7
IN020064,4,1,-0.110872999,0.123126961,2,11,4
IN020064,5,1,,,2,12,7
IN020065,4,1,-0.125905007,0.10584271,2,11,4
IN020065,5,1,,,2,12,7
IN020066,4,1,-0.00708332,0.242467389,2,11,4
IN020066,5,1,,,2,12,7
IN020067,4,1,-0.00424045,0.245736197,2,11,4
IN020067,5,1,,,2,12,7
IN020068,4,1,0.222420007,0.506357074,2,11,4
IN020068,5,1,1.190320015,1.619277,2,12,4
IN020069,4,1,0.340357989,0.641965628,2,11,4
IN020069,5,1,0.381485999,0.689255834,2,12,4
IN020070,4,1,0.229099005,0.514036775,2,11,4
IN020070,5,1,1.139080048,1.560359836,2,12,4
IN020071,4,1,-0.485184997,-0.307267994,2,11,4
IN020071,5,1,-0.826339006,-0.69953692,2,12,4
IN020072,4,1,0.635887027,0.981773615,2,11,4
IN020072,5,1,,,2,12,7
IN020073,4,1,1.657170057,2.156075001,2,11,4
IN020073,5,1,2.148060083,2.720514774,2,12,4
IN020074,4,1,1.274889946,1.716518044,2,11,4
IN020074,5,1,1.029889941,1.434809804,2,12,4
IN020075,4,1,-1.231680036,-1.165609956,2,11,4
IN020075,5,1,0.261267006,0.551024497,2,12,4
IN020076,4,1,0.709213972,1.066087127,2,11,4
IN020076,5,1,1.130409956,1.550390601,2,12,4
IN020078,4,1,0.087308697,0.351002097,2,11,4
IN020078,5,1,0.588645995,0.927454472,2,12,4
IN020079,4,1,0.025188999,0.27957505,2,11,4
IN020079,5,1,-0.338247001,-0.138314366,2,12,4
IN020080,4,1,-0.906426013,-0.791623294,2,11,4
IN020080,5,1,-0.320409,-0.117803708,2,12,4
IN020081,4,1,-0.0277675,0.218684107,2,11,4
IN020081,5,1,0.542482018,0.874373794,2,12,4
IN020082,4,1,0.041490801,0.29831934,2,11,4
IN020082,5,1,-0.730984986,-0.589896083,2,12,4
IN020083,4,1,-0.696307003,-0.550022304,2,11,4
IN020083,5,1,,,2,12,7
IN020084,4,1,0.359246999,0.663684785,2,11,4
IN020084,5,1,-0.187289,0.03526159,2,12,4
IN020085,4,1,0.747411013,1.110007167,2,11,4
IN020085,5,1,0.734400988,1.095047832,2,12,4
IN020086,4,1,-1.084010005,-0.995814621,2,11,4
IN020086,5,1,-1.776759982,-1.792358994,2,12,4
IN020087,4,1,0.832509995,1.207856536,2,11,4
IN020087,5,1,-0.818201005,-0.690179586,2,12,4
IN020088,4,1,0.349880993,0.652915478,2,11,4
IN020088,5,1,,,2,12,7
IN020089,4,1,0.665890992,1.016273022,2,11,4
IN020089,5,1,,,2,12,7
IN020090,4,1,0.993354023,1.392799735,2,11,4
IN020090,5,1,,,2,12,7
IN020091,4,1,0.649963021,0.997958601,2,11,4
IN020091,5,1,-0.250391006,-0.037294954,2,12,4
IN020092,4,1,0.292504013,0.586941719,2,11,4
IN020093,4,1,-0.567501009,-0.401917368,2,11,4
IN020093,5,1,,,2,12,7
IN020094,4,1,0.588980019,0.927838564,2,11,4
IN020094,5,1,0.605953991,0.947355747,2,12,4
IN020095,4,1,0.31893301,0.617330551,2,11,4
IN020095,5,1,,,2,12,7
IN020096,4,1,1.108809948,1.525554299,2,11,4
IN020096,5,1,,,2,12,7
IN020097,4,1,0.070431501,0.331596196,2,11,4
IN020097,5,1,,,2,12,7
IN020098,4,1,-0.185608998,0.037193306,2,11,4
IN020098,5,1,0.832444012,1.2077806,2,12,4
IN020099,4,1,0.277521998,0.569714963,2,11,4
IN020099,5,1,-0.367258996,-0.171673208,2,12,4
IN020100,4,1,0.043072902,0.300138474,2,11,4
IN020100,5,1,,,2,12,7
IN021001,4,0,-0.387026012,-0.194401905,2,9,4
IN021002,4,0,-0.999988019,-0.899203658,2,9,4
IN021003,4,0,-0.175852001,0.048412189,2,9,4
IN021004,4,0,-0.223994002,-0.006942902,2,9,4
IN021005,4,0,0.633033991,0.978493094,2,9,4
IN021006,4,0,0.187371999,0.466057837,2,9,4
IN021007,4,0,1.05745995,1.466510534,2,9,4
IN021008,4,0,0.838585019,1.214841723,2,9,4
IN021009,4,0,1.174839973,1.601477623,2,9,4
IN021010,4,0,0.888459027,1.272188306,2,9,4
IN021011,4,0,-0.149112001,0.079158626,2,9,4
IN021012,4,0,0.266626,0.557186425,2,9,4
IN021013,4,0,0.409752995,0.721758068,2,9,4
IN021014,4,0,0.130413994,0.400565833,2,9,4
IN021015,4,0,1.117640018,1.535707355,2,9,4
IN021016,4,0,-0.472645015,-0.292849153,2,9,4
IN021017,4,0,-1.078209996,-0.989145577,2,9,4
IN021018,4,0,0.297262996,0.592413723,2,9,4
IN021019,4,0,0.841557026,1.218259096,2,9,4
IN021020,4,0,0.449791998,0.767796099,2,9,4
IN021021,4,0,1.181100011,1.608675599,2,9,4
IN021022,4,0,-0.587791026,-0.425247431,2,9,4
IN021023,4,0,0.973460972,1.369926095,2,9,4
IN021024,4,0,0.820119977,1.193610072,2,9,4
IN021025,4,0,0.278203994,0.570499122,2,9,4
IN021026,4,0,0.587086022,0.925660789,2,9,4
IN021027,4,0,0.730699003,1.090791225,2,9,4
IN021028,4,0,0.575842977,0.912733197,2,9,4
IN021029,4,0,1.415809989,1.87855196,2,9,4
IN021030,4,0,0.861320019,1.240983129,2,9,4
IN021031,4,0,-0.502728999,-0.327440619,2,9,4
IN021032,4,0,0.261373013,0.551146388,2,9,4
IN021033,4,0,-0.412889004,-0.224139944,2,9,4
IN021034,4,0,-1.511849999,-1.487757683,2,9,4
IN021035,4,0,0.346590996,0.64913255,2,9,4
IN021036,4,0,-0.499374002,-0.323582947,2,9,4
IN021037,4,0,-0.00731768,0.242197916,2,9,4
IN021038,4,0,0.0255602,0.280001879,2,9,4
IN021039,4,0,0.403219014,0.714245081,2,9,4
IN021040,4,0,1.839490056,2.365711927,2,9,4
IN021042,4,0,0.369305015,0.675249755,2,9,4
IN021043,4,0,0.539168,0.870563269,2,9,4
IN021044,4,0,0.315342009,0.613201499,2,9,4
IN021045,4,0,-1.287320018,-1.229586482,2,9,4
IN021046,4,0,1.097599983,1.512664795,2,9,4
IN021047,4,0,0.260412008,0.550041378,2,9,4
IN021048,4,0,-0.475787997,-0.296463042,2,9,4
IN021049,4,0,-0.993481994,-0.891722858,2,9,4
IN021050,4,0,0.888121009,1.271799684,2,9,4
IN030001,4,1,-0.92543,-0.813474655,2,11,4
IN030001,5,1,,,2,12,7
IN030003,4,1,1.913660049,2.45099473,2,11,4
IN030003,5,1,,,2,12,7
IN030004,4,1,0.121077001,0.389829904,2,11,4
IN030004,5,1,1.190739989,1.619759917,2,12,4
IN030005,4,1,-1.973309994,-2.018357992,2,11,4
IN030005,5,1,-1.280050039,-1.221227288,2,12,4
IN030006,4,1,0.187920004,0.466687948,2,11,4
IN030006,5,1,,,2,12,7
IN030007,4,1,-1.80577004,-1.825715542,2,11,4
IN030007,5,1,-0.744674981,-0.605637252,2,12,4
IN030008,4,1,0.620779991,0.964403093,2,11,4
IN030008,5,1,,,2,12,7
IN030009,4,1,1.296020031,1.740813971,2,11,4
IN030009,5,1,,,2,12,7
IN030010,4,1,-0.209571004,0.009641086,2,11,4
IN030010,5,1,,,2,12,7
IN030011,4,1,0.583718002,0.921788156,2,11,4
IN030011,5,1,1.733860016,2.244255304,2,12,4
IN030012,4,1,0.566191971,0.901636183,2,11,4
IN030012,5,1,0.623616993,0.967665195,2,12,4
IN030013,4,1,-0.390237987,-0.198095128,2,11,4
IN030013,5,1,,,2,12,7
IN030014,4,1,0.00225583,0.253205806,2,11,4
IN030014,5,1,,,2,12,7
IN030015,4,1,-0.226711005,-0.010066993,2,11,4
IN030015,5,1,,,2,12,7
IN030016,4,1,1.460800052,1.93028295,2,11,4
IN030016,5,1,,,2,12,7
IN030017,4,1,1.270589948,1.71157372,2,11,4
IN030017,5,1,,,2,12,7
IN030018,4,1,0.145364001,0.417755812,2,11,4
IN030018,5,1,,,2,12,7
IN030019,4,1,-1.898620009,-1.932477236,2,11,4
IN030019,5,1,-1.607869983,-1.598164201,2,12,4
IN030020,4,1,0.783508003,1.151512623,2,11,4
IN030020,5,1,0.521255016,0.849966347,2,12,4
IN030021,4,1,0.755798995,1.119651914,2,11,4
IN030021,5,1,,,2,12,7
IN030022,4,1,0.552200973,0.885548949,2,11,4
IN030022,5,1,,,2,12,7
IN030023,4,1,0.505446017,0.831788719,2,11,4
IN030023,5,1,0.309056014,0.605973721,2,12,4
IN030024,4,1,0.481602013,0.804372191,2,11,4
IN030024,5,1,0.442449003,0.759352863,2,12,4
IN030026,4,1,0.196217,0.476228088,2,11,4
IN030026,5,1,0.673883975,1.025463581,2,12,4
IN030027,4,1,-0.511219025,-0.337202698,2,11,4
IN030027,5,1,,,2,12,7
IN030028,4,1,0.383100986,0.691112816,2,11,4
IN030028,5,1,,,2,12,7
IN030029,4,1,1.656499982,2.155304432,2,11,4
IN030029,5,1,,,2,12,7
IN030030,4,1,-1.639989972,-1.635096788,2,11,4
IN030030,5,1,0.603173971,0.94415921,2,12,4
IN030031,4,1,-0.345488995,-0.146641418,2,11,4
IN030031,5,1,,,2,12,7
IN030032,4,1,-1.012859941,-0.914004207,2,11,4
IN030032,5,1,0.0126556,0.265163779,2,12,4
IN030033,4,1,-1.209779978,-1.140428662,2,11,4
IN030033,5,1,,,2,12,7
IN030034,4,1,0.462464988,0.782367885,2,11,4
IN030034,5,1,,,2,12,7
IN030035,4,1,-0.168758005,0.056569073,2,11,4
IN030035,5,1,0.429524004,0.744491339,2,12,4
IN030036,4,1,0.306537002,0.603077292,2,11,4
IN030036,5,1,0.381565005,0.689346671,2,12,4
IN030037,4,1,0.695896983,1.050774813,2,11,4
IN030037,5,1,,,2,12,7
IN030038,4,1,0.525323987,0.854645014,2,11,4
IN030038,5,1,,,2,12,7
IN030039,4,1,0.021684701,0.275545716,2,11,4
IN030039,5,1,,,2,12,7
IN030040,4,1,-0.567973018,-0.402460098,2,11,4
IN030040,5,1,-0.147515997,0.080993757,2,12,4
IN030042,4,1,0.770853996,1.136962652,2,11,4
IN030042,5,1,1.510179996,1.987061381,2,12,4
IN030043,4,1,-0.663640976,-0.51246196,2,11,4
IN030045,4,1,0.989537001,1.388410807,2,11,4
IN030045,5,1,,,2,12,7
IN030047,4,1,-1.625659943,-1.61861968,2,11,4
IN030047,5,1,,,2,12,7
IN030048,4,1,0.364329994,0.669529378,2,11,4
IN030048,5,1,0.678466976,1.030733347,2,12,4
IN030050,4,1,0.968199015,1.363875747,2,11,4
IN030050,5,1,,,2,12,7
IN030051,4,1,1.345119953,1.797270536,2,11,4
IN030051,5,1,,,2,12,7
IN030052,4,1,1.20322001,1.634109735,2,11,4
IN030052,5,1,,,2,12,7
IN030053,4,1,0.668300986,1.019044161,2,11,4
IN030053,5,1,,,2,12,7
IN030054,4,1,0.663398981,1.013407707,2,11,4
IN030054,5,1,-1.655969977,-1.653470993,2,12,4
IN030055,4,1,0.477010012,0.799092174,2,11,4
IN030055,5,1,-0.882915974,-0.7645908,2,12,4
IN030056,4,1,-0.813690007,-0.684992731,2,11,4
IN030056,5,1,,,2,12,7
IN030057,4,1,0.681797981,1.034563422,2,11,4
IN030057,5,1,,,2,12,7
IN030058,4,1,0.470963001,0.792139113,2,11,4
IN030058,5,1,,,2,12,7
IN030059,4,1,1.501919985,1.977563858,2,11,4
IN030059,5,1,,,2,12,7
IN030060,4,1,-0.442571014,-0.258269191,2,11,4
IN030061,4,1,-1.144919991,-1.065850735,2,11,4
IN030061,5,1,,,2,12,7
IN030063,4,1,0.515708029,0.843588293,2,11,4
IN030063,5,1,1.469830036,1.940665841,2,12,4
IN030064,4,1,0.959989011,1.354435682,2,11,4
IN030064,5,1,,,2,12,7
