childid,yc,round,theta_eap,ppvt_score,country,group,language
ET021022,0,3,0.892352998,3.268643379,1,2,1
ET021023,0,3,0.593376994,2.788155794,1,2,1
ET021024,0,3,1.203889966,3.769317865,1,2,1
ET021025,0,3,0.981929004,3.412601948,1,2,1
ET021026,0,3,1.20678997,3.773978472,1,2,1
ET021027,0,3,0.856827974,3.211550713,1,2,1
ET021028,0,3,0.244198993,2.226988077,1,2,1
ET021029,0,3,1.229699969,3.810797453,1,2,1
ET021030,0,3,-0.203317001,1.507780194,1,2,1
ET021031,0,3,0.987972975,3.422315359,1,2,1
ET021032,0,3,0.734018981,3.014183044,1,2,1
ET021033,0,3,0.337785989,2.377392769,1,2,1
ET021034,0,3,1.268260002,3.872767687,1,2,1
ET021035,0,3,1.212059975,3.782447815,1,2,1
ET021036,0,3,0.552380025,2.722269058,1,2,1
ET021037,0,3,0.830739021,3.169622898,1,2,1
ET021038,0,3,1.354400039,4.011204243,1,2,1
ET021039,0,3,0.214192003,2.17876339,1,2,1
ET021040,0,3,0.706439018,2.969858885,1,2,1
ET021041,0,3,0.707641006,2.971790791,1,2,1
ET021042,0,3,1.079270005,3.569039822,1,2,1
ET021043,0,3,0.922317982,3.316800356,1,2,1
ET021044,0,3,0.312234998,2.33632946,1,2,1
ET021045,0,3,0.408087999,2.490375757,1,2,1
ET021046,0,3,0.902724028,3.285310745,1,2,1
ET021047,0,3,1.546219945,4.319479942,1,2,1
ET021048,0,3,1.245300055,3.835868359,1,2,1
ET021049,0,3,0.575172007,2.758898258,1,2,1
ET021050,0,3,0.240024999,2.220279932,1,2,1
ET031001,0,3,1.069910049,3.553997278,1,2,1
ET031002,0,3,1.049250007,3.520794153,1,2,1
ET031003,0,3,1.701249957,4.568630695,1,2,1
ET031004,0,3,1.964079976,4.991027355,1,2,1
ET031006,0,3,1.22744,3.807165384,1,2,1
ET031007,0,3,0.857370973,3.212423325,1,2,1
ET031008,0,3,1.078500032,3.567802191,1,2,1
ET031009,0,3,1.43659997,4.14330864,1,2,1
ET031010,0,3,0.961113989,3.379149914,1,2,1
ET031011,0,3,0.291123986,2.302401781,1,2,1
ET031012,0,3,1.001639962,3.444279671,1,2,1
ET031013,0,3,1.759050012,4.661521435,1,2,1
ET031014,0,3,1.124060035,3.641022205,1,2,1
ET031015,0,3,0.969879985,3.393237829,1,2,1
ET031016,0,3,0.737509012,3.019791842,1,2,1
ET031017,0,3,1.892169952,4.875460148,1,2,1
ET031018,0,3,1.393810034,4.074540615,1,2,1
ET031019,0,3,0.809333026,3.135221004,1,2,1
ET031020,0,3,0.887678027,3.261130095,1,2,1
ET031021,0,3,2.231280088,5.420447826,1,2,1
ET031022,0,3,1.389780045,4.068063736,1,2,1
ET031023,0,3,1.475129962,4.205230713,1,2,1
ET031024,0,3,0.769629002,3.071412325,1,2,1
ET031025,0,3,1.545259953,4.317937374,1,2,1
ET031026,0,3,1.358219981,4.017343044,1,2,1
ET031027,0,3,1.187080026,3.742302418,1,2,1
ET031028,0,3,0.140910998,2.060992718,1,2,1
ET031029,0,3,0.099175103,1.993918538,1,2,1
ET031030,0,3,0.545556009,2.711302042,1,2,1
ET031031,0,3,1.434180021,4.139419556,1,2,1
ET031033,0,3,0.294963002,2.308571339,1,2,1
ET031035,0,3,1.505800009,4.254520893,1,2,1
ET031036,0,3,0.816087008,3.146075487,1,2,1
ET031037,0,3,1.462560058,4.185029507,1,2,1
ET031038,0,3,2.045340061,5.121621609,1,2,1
ET031039,0,3,1.691490054,4.552945137,1,2,1
ET031040,0,3,1.142910004,3.671316147,1,2,1
ET031042,0,3,0.307186007,2.328215122,1,2,1
ET031043,0,3,0.959900975,3.377200365,1,2,1
ET031044,0,3,1.17877996,3.728963137,1,2,1
ET031045,0,3,1.497959971,4.241920948,1,2,1
ET031046,0,3,1.565490007,4.350449085,1,2,1
ET031047,0,3,1.437510014,4.144771099,1,2,1
ET031048,0,3,1.102519989,3.60640502,1,2,1
ET031050,0,3,1.650560021,4.487165928,1,2,1
ET041001,0,3,0.411879003,2.496468306,1,2,1
ET041002,0,3,-0.068636097,1.724227309,1,2,1
ET041003,0,3,0.143131003,2.064560652,1,2,1
ET041005,0,3,-1.646329999,-0.811301708,1,2,1
ET041006,0,3,0.359457999,2.412221909,1,2,1
ET041007,0,3,0.580412984,2.76732111,1,2,1
ET041008,0,3,-0.201009005,1.511489391,1,2,1
ET041009,0,3,0.671817005,2.914217472,1,2,1
ET041010,0,3,0.670872986,2.912700415,1,2,1
ET041011,0,3,1.334679961,3.979511738,1,2,1
ET041012,0,3,0.561599016,2.737085104,1,2,1
ET041013,0,3,0.074290901,1.953926921,1,2,1
ET041014,0,3,0.186594993,2.13441205,1,2,1
ET041015,0,3,0.70480603,2.967234612,1,2,1
ET041016,0,3,0.989197016,3.424282551,1,2,1
ET041017,0,3,1.014209986,3.464481115,1,2,1
ET041018,0,3,1.284319997,3.89857769,1,2,1
ET041020,0,3,0.975926995,3.402956009,1,2,1
ET041021,0,3,0.378459007,2.442758799,1,2,1
ET041022,0,3,-0.086264797,1.695896029,1,2,1
ET041023,0,3,0.121979997,2.0305686,1,2,1
ET041024,0,3,-0.351895005,1.268998861,1,2,1
ET041025,0,3,1.481950045,4.216191292,1,2,1
ET041026,0,3,0.267396986,2.264269829,1,2,1
ET041027,0,3,1.261209965,3.861437321,1,2,1
ET041028,0,3,-0.279509991,1.385329604,1,2,1
ET041029,0,3,-0.194769993,1.521516204,1,2,1
ET041030,0,3,0.033478498,1.888336778,1,2,1
ET041031,0,3,0.675092995,2.91948247,1,2,1
ET041032,0,3,0.837804973,3.180978537,1,2,1
ET041033,0,3,0.729924977,3.007603407,1,2,1
ET041034,0,3,0.33070001,2.366004705,1,2,1
ET041035,0,3,-0.280052006,1.384458542,1,2,1
ET041036,0,3,0.304607004,2.324070454,1,2,1
ET041037,0,3,-0.255135,1.424502969,1,2,1
ET041038,0,3,2.279269934,5.497572899,1,2,1
ET041039,0,3,0.490575999,2.622943163,1,2,1
ET041040,0,3,0.718873978,2.989843369,1,2,1
ET041041,0,3,1.84205997,4.794927597,1,2,1
ET041042,0,3,0.261303008,2.25447607,1,2,1
ET041043,0,3,1.106359959,3.612576246,1,2,1
ET041044,0,3,0.589254975,2.781531334,1,2,1
ET041045,0,3,-0.224359006,1.47396338,1,2,1
ET041046,0,3,1.36056006,4.021103859,1,2,1
ET041047,0,3,-0.193373993,1.523759723,1,2,1
ET041048,0,3,-0.597296,0.874612272,1,2,1
ET041049,0,3,0.869930029,3.232607126,1,2,1
ET041050,0,3,1.336599946,3.982597589,1,2,1
ET051001,0,3,0.110455997,2.012048244,1,2,1
ET051002,0,3,-0.203035995,1.508231759,1,2,1
ET051003,0,3,0.988416016,3.423027277,1,2,1
ET051004,0,3,0.035984699,1.892364502,1,2,1
ET051005,0,3,-0.228628993,1.467100978,1,2,1
ET051006,0,3,0.854456007,3.207738638,1,2,1
ET051007,0,3,0.669834018,2.911030769,1,2,1
ET051008,0,3,0.361227006,2.41506505,1,2,1
ET051009,0,3,-0.536599994,0.972157478,1,2,1
ET051010,0,3,0.109168001,2.009978294,1,2,1
ET051011,0,3,0.090061396,1.97927177,1,2,1
ET051012,0,3,0.800520003,3.12105751,1,2,1
ET051013,0,3,-0.118468001,1.644141912,1,2,1
ET051014,0,3,0.330132991,2.36509347,1,2,1
ET051015,0,3,0.394607991,2.468711853,1,2,1
ET051016,0,3,-0.360422999,1.255293369,1,2,1
ET051017,0,3,0.646117985,2.87291646,1,2,1
ET051018,0,3,0.046029199,1.908507228,1,2,1
ET051019,0,3,0.640020013,2.863116264,1,2,1
ET051020,0,3,0.063784003,1.937041163,1,2,1
ET051021,0,3,-2.23890996,-1.763643384,1,2,1
ET051022,0,3,1.005800009,3.450965405,1,2,1
ET051023,0,3,0.00569571,1.843686819,1,2,1
ET051024,0,3,0.700078011,2.959636211,1,2,1
ET051025,0,3,1.268100023,3.872510433,1,2,1
ET051026,0,3,0.138163,2.05657649,1,2,1
ET051027,0,3,1.003039956,3.446529627,1,2,1
ET051028,0,3,0.927690029,3.325433969,1,2,1
ET051029,0,3,0.66820401,2.908411026,1,2,1
ET051030,0,3,-0.390987009,1.206173658,1,2,1
ET051031,0,3,0.116127998,2.021163702,1,2,1
ET051032,0,3,0.174409002,2.114827871,1,2,1
ET051033,0,3,0.469758004,2.589486361,1,2,1
ET051034,0,3,0.265370995,2.261013746,1,2,1
ET051035,0,3,0.416637987,2.504116535,1,2,1
ET051036,0,3,0.118413001,2.024836063,1,2,1
ET051037,0,3,0.844847023,3.192296028,1,2,1
ET051038,0,3,0.41029799,2.493927479,1,2,1
ET051039,0,3,0.439981014,2.54163146,1,2,1
ET051040,0,3,1.267549992,3.871626616,1,2,1
ET051041,0,3,0.727515996,3.003731966,1,2,1
ET051042,0,3,0.538693011,2.70027256,1,2,1
ET051043,0,3,0.014193,1.857342839,1,2,1
ET051044,0,3,-0.319492996,1.321072459,1,2,1
ET051045,0,3,-0.462179005,1.091760278,1,2,1
ET051046,0,3,0.799299002,3.119095325,1,2,1
ET051047,0,3,0.099443696,1.994350195,1,2,1
ET051048,0,3,-0.055948701,1.744617343,1,2,1
ET051049,0,3,0.284325987,2.291476488,1,2,1
ET051050,0,3,1.456030011,4.174534798,1,2,1
ET061002,0,3,-0.0594487,1.738992453,1,2,1
ET061003,0,3,-0.299306005,1.353515267,1,2,1
ET061004,0,3,-0.0312474,1.784315109,1,2,1
ET061005,0,3,-0.258428991,1.419209123,1,2,1
ET061007,0,3,0.23928,2.219082594,1,2,1
ET061008,0,3,0.243824005,2.226385355,1,2,1
ET061009,0,3,-0.244791001,1.441126823,1,2,1
ET061010,0,3,-0.590417981,0.885666013,1,2,1
ET061011,0,3,-0.334939003,1.296249032,1,2,1
ET061012,0,3,-0.282124013,1.38112855,1,2,1
ET061014,0,3,-0.097312897,1.678140521,1,2,1
ET061015,0,3,-0.097217299,1.678294182,1,2,1
ET061016,0,3,-0.898277998,0.390900791,1,2,1
ET061018,0,3,-1.193300009,-0.083232284,1,2,1
ET061019,0,3,-1.983019948,-1.352399826,1,2,1
ET061020,0,3,-0.166460007,1.567013502,1,2,1
ET061021,0,3,0.115970999,2.020911455,1,2,1
ET061022,0,3,-0.267542005,1.404563427,1,2,1
ET061023,0,3,-0.110813998,1.656442761,1,2,1
ET061024,0,3,0.177168995,2.119263411,1,2,1
ET061025,0,3,0.32210201,2.35218668,1,2,1
ET061026,0,3,-0.358612001,1.258203864,1,2,1
ET061027,0,3,-0.684782028,0.734012485,1,2,1
ET061028,0,3,0.353262991,2.402266026,1,2,1
ET061029,0,3,0.220838994,2.189445972,1,2,1
ET061031,0,3,-0.123396002,1.636222124,1,2,1
ET061033,0,3,0.742272019,3.027446508,1,2,1
ET061034,0,3,0.389227003,2.460064173,1,2,1
ET061036,0,3,0.371344,2.431324244,1,2,1
ET061037,0,3,-0.646094978,0.796186864,1,2,1
ET061038,0,3,-1.224329948,-0.133100837,1,2,1
ET061039,0,3,-0.451712012,1.108581901,1,2,1
ET061040,0,3,0.0314666,1.885103464,1,2,1
ET061041,0,3,0.129203007,2.042176723,1,2,1
ET061044,0,3,0.0896274,1.978574276,1,2,1
ET061046,0,3,-0.132983997,1.620813131,1,2,1
ET061047,0,3,-0.395606011,1.198750377,1,2,1
ET061049,0,3,0.063412704,1.936444402,1,2,1
ET061050,0,3,-0.451876014,1.108318329,1,2,1
ET061051,0,3,-0.233349994,1.459513783,1,2,1
ET061052,0,3,-0.0123785,1.814639568,1,2,1
ET061053,0,3,-0.161510006,1.574968696,1,2,1
ET061054,0,3,-0.417277008,1.163922668,1,2,1
ET061056,0,3,-0.066857897,1.727085114,1,2,1
ET061057,0,3,-0.172828004,1.556779385,1,2,1
ET061058,0,3,0.182723001,2.128189325,1,2,1
ET061059,0,3,-0.292658001,1.364199281,1,2,1
ET071001,0,3,-0.319415987,1.321196198,1,2,1
ET071002,0,3,-0.122194998,1.638152242,1,2,1
ET071003,0,3,-0.589689016,0.886837482,1,2,1
ET071004,0,3,0.403791994,2.483471632,1,2,1
ET071005,0,3,-0.180950999,1.543724775,1,2,1
ET071006,0,3,0.00526996,1.843002558,1,2,1
ET071007,0,3,0.311055988,2.334434509,1,2,1
ET071008,0,3,-0.051827099,1.751241207,1,2,1
ET071009,0,3,-0.157180995,1.581925869,1,2,1
ET071010,0,3,-0.270300001,1.400131106,1,2,1
ET071011,0,3,-0.312287986,1.332651734,1,2,1
ET071012,0,3,-0.133827001,1.619458318,1,2,1
ET071013,0,3,-0.321538001,1.317785978,1,2,1
ET071014,0,3,-0.196970001,1.517980456,1,2,1
ET071015,0,3,0.121724002,2.030157089,1,2,1
ET071016,0,3,-0.448774993,1.113301992,1,2,1
ET071017,0,3,-0.093243897,1.684679866,1,2,1
ET071018,0,3,-0.270152003,1.400368929,1,2,1
ET071019,0,3,0.229971007,2.204122066,1,2,1
ET071020,0,3,0.086719997,1.973901749,1,2,1
ET071021,0,3,-0.676651001,0.747079968,1,2,1
ET071022,0,3,-0.537274003,0.971074224,1,2,1
ET071024,0,3,0.223555997,2.19381237,1,2,1
ET071025,0,3,0.911035001,3.298667431,1,2,1
ET071026,0,3,-0.110829003,1.656418681,1,2,1
ET071027,0,3,-0.0116002,1.815890312,1,2,1
ET071028,0,3,-0.116587996,1.647163272,1,2,1
ET071029,0,3,-0.464969993,1.08727479,1,2,1
ET071030,0,3,0.045900699,1.908300638,1,2,1
ET071031,0,3,-0.334192991,1.29744792,1,2,1
ET071032,0,3,-0.159649,1.577959538,1,2,1
ET071033,0,3,-0.375283986,1.231410146,1,2,1
ET071034,0,3,-0.44403699,1.120916486,1,2,1
ET071035,0,3,-0.414251,1.16878581,1,2,1
ET071036,0,3,0.110065997,2.011421442,1,2,1
ET071037,0,3,-0.453289002,1.106047511,1,2,1
ET071038,0,3,-0.038563699,1.77255702,1,2,1
ET071039,0,3,0.205320001,2.164505243,1,2,1
ET071040,0,3,-0.285362989,1.375923157,1,2,1
ET071041,0,3,0.778936028,3.086369753,1,2,1
ET071042,0,3,-0.070424102,1.721353769,1,2,1
ET071043,0,3,-0.0280829,1.789400816,1,2,1
ET071044,0,3,0.131248996,2.045464754,1,2,1
ET071045,0,3,-0.321877003,1.317241073,1,2,1
ET071046,0,3,0.371329993,2.431301594,1,2,1
ET071047,0,3,-0.141440004,1.607223392,1,2,1
ET071048,0,3,0.66446799,2.902406931,1,2,1
ET071049,0,3,0.099425703,1.994321227,1,2,1
ET071050,0,3,0.273799986,2.274559975,1,2,1
ET091020,0,3,-0.233352005,1.459510565,1,2,1
ET091029,0,3,-0.334647,1.296718359,1,2,1
ET101001,0,3,0.59315902,2.787805557,1,2,1
ET101002,0,3,1.087159991,3.581719875,1,2,1
ET101005,0,3,0.293516994,2.306247473,1,2,1
ET101011,0,3,1.447600007,4.1609869,1,2,1
ET101014,0,3,0.391393006,2.463545084,1,2,1
ET101019,0,3,0.293668985,2.306491852,1,2,1
ET101020,0,3,1.102990031,3.60716033,1,2,1
ET101025,0,3,1.353610039,4.009934425,1,2,1
ET101027,0,3,0.392731994,2.46569705,1,2,1
ET101028,0,3,0.618063986,2.827830553,1,2,1
ET101032,0,3,0.801540017,3.122696877,1,2,1
ET101033,0,3,1.352910042,4.008809566,1,2,1
ET101035,0,3,0.82763201,3.164629459,1,2,1
ET101036,0,3,1.230010033,3.811295748,1,2,1
ET101038,0,3,1.029950023,3.489777088,1,2,1
ET101040,0,3,0.791119993,3.105950594,1,2,1
ET101042,0,3,0.664098978,2.901813745,1,2,1
ET101046,0,3,0.869508028,3.231929064,1,2,1
ET101047,0,3,1.073109984,3.559139967,1,2,1
ET101049,0,3,0.734022975,3.014189482,1,2,1
ET121001,0,3,0.580587983,2.767602444,1,2,1
ET121002,0,3,0.0378283,1.895327449,1,2,1
ET121003,0,3,-1.607079983,-0.748222589,1,2,1
ET121004,0,3,-0.0234819,1.79679513,1,2,1
ET121005,0,3,-0.248541996,1.435098648,1,2,1
ET121007,0,3,0.194194004,2.146624565,1,2,1
ET121008,0,3,0.188464001,2.137415648,1,2,1
ET121009,0,3,0.255813986,2.245654583,1,2,1
ET121010,0,3,-0.464406013,1.088181138,1,2,1
ET121011,0,3,0.335453987,2.373644829,1,2,1
ET121012,0,3,-0.295630991,1.359421372,1,2,1
ET121013,0,3,0.340142995,2.381180763,1,2,1
ET121014,0,3,-1.366109967,-0.360957056,1,2,1
ET121015,0,3,-0.364154011,1.249297261,1,2,1
ET121017,0,3,-0.434064001,1.136944175,1,2,1
ET121018,0,3,-0.041651499,1.767594576,1,2,1
ET121020,0,3,0.0047731,1.842204094,1,2,1
ET121021,0,3,0.163987994,2.098080158,1,2,1
ET121022,0,3,-1.482079983,-0.547333717,1,2,1
ET121023,0,3,-0.842390001,0.480719,1,2,1
ET121025,0,3,-0.327161998,1.30874753,1,2,1
ET121026,0,3,-1.32565999,-0.295949459,1,2,1
ET121027,0,3,-1.138329983,0.005110641,1,2,1
ET121028,0,3,-0.053029198,1.749309301,1,2,1
ET121030,0,3,-0.051994,1.750972986,1,2,1
ET121031,0,3,0.185415998,2.132517099,1,2,1
ET121032,0,3,-0.168389007,1.563913345,1,2,1
ET121033,0,3,-0.418458015,1.162024736,1,2,1
ET121034,0,3,-0.023767799,1.796335697,1,2,1
ET121036,0,3,-1.128319979,0.021197828,1,2,1
ET121037,0,3,0.082680799,1.967410326,1,2,1
ET121038,0,3,0.067384303,1.942827225,1,2,1
ET121039,0,3,-0.0559594,1.744600177,1,2,1
ET121040,0,3,0.278299987,2.281792164,1,2,1
ET121041,0,3,0.267345011,2.264186144,1,2,1
ET121043,0,3,0.086166002,1.973011494,1,2,1
ET121044,0,3,0.0193711,1.865664601,1,2,1
ET121046,0,3,0.023790199,1.872766614,1,2,1
ET121047,0,3,0.396313995,2.471453667,1,2,1
ET121048,0,3,-0.047985699,1.757414818,1,2,1
ET121049,0,3,-0.075933598,1.71249938,1,2,1
ET121050,0,3,-0.171746999,1.558516622,1,2,1
ET121053,0,3,-0.611809015,0.851288199,1,2,1
ET121054,0,3,-0.306318015,1.342246175,1,2,1
ET121055,0,3,0.307283014,2.328371048,1,2,1
ET121056,0,3,1.370040059,4.036339283,1,2,1
ET121057,0,3,-0.396084011,1.197982192,1,2,1
ET131040,0,3,0.438142985,2.538677454,1,2,1
ET131049,0,3,0.516668022,2.664875984,1,2,1
ET141001,0,3,1.195410013,3.755689621,1,2,1
ET141002,0,3,1.847429991,4.803557873,1,2,1
ET141004,0,3,1.158710003,3.696708679,1,2,1
ET141005,0,3,2.182229996,5.341618538,1,2,1
ET141006,0,3,1.541700006,4.312215805,1,2,1
ET141007,0,3,0.83820498,3.181621552,1,2,1
ET141008,0,3,0.816604972,3.146907806,1,2,1
ET141009,0,3,1.530830026,4.294746876,1,2,1
ET141010,0,3,0.814049006,3.142800093,1,2,1
ET141011,0,3,1.326490045,3.96634984,1,2,1
ET141012,0,3,0.605359972,2.807413816,1,2,1
ET141013,0,3,0.521444023,2.672551632,1,2,1
ET141014,0,3,0.792775989,3.108612061,1,2,1
ET141015,0,3,0.600432992,2.799495459,1,2,1
ET141016,0,3,0.866634011,3.227310181,1,2,1
ET141017,0,3,0.814805984,3.144016743,1,2,1
ET141018,0,3,0.833199024,3.173576355,1,2,1
ET141019,0,3,0.723432004,2.997168541,1,2,1
ET141020,0,3,1.141170025,3.668519974,1,2,1
ET141021,0,3,0.884541988,3.256090164,1,2,1
ET141022,0,3,0.831663013,3.171107769,1,2,1
ET141023,0,3,0.742866993,3.028402805,1,2,1
ET141024,0,3,1.683410048,4.539959908,1,2,1
ET141025,0,3,0.757911026,3.052580118,1,2,1
ET141026,0,3,1.141749978,3.669451952,1,2,1
ET141028,0,3,1.565369964,4.350256443,1,2,1
ET141029,0,3,1.171830058,3.717793941,1,2,1
ET141030,0,3,1.208009958,3.775938988,1,2,1
ET141031,0,3,0.990123987,3.42577219,1,2,1
ET141032,0,3,1.473170042,4.202080727,1,2,1
ET141033,0,3,1.653180003,4.491376877,1,2,1
ET141034,0,3,1.314039946,3.946341038,1,2,1
ET141035,0,3,1.80498004,4.735336304,1,2,1
ET141036,0,3,1.409960032,4.100495338,1,2,1
ET141037,0,3,1.776170015,4.689035416,1,2,1
ET141038,0,3,1.356830001,4.015109539,1,2,1
ET141039,0,3,1.134340048,3.657543421,1,2,1
ET141040,0,3,1.624169946,4.444754124,1,2,1
ET141041,0,3,0.498867005,2.636267662,1,2,1
ET141042,0,3,1.319210052,3.954649925,1,2,1
ET141045,0,3,0.411922008,2.496537447,1,2,1
ET141046,0,3,0.413644999,2.49930644,1,2,1
ET141047,0,3,0.854281008,3.207457542,1,2,1
ET141048,0,3,1.151710033,3.685458899,1,2,1
ET141049,0,3,0.964061022,3.383886099,1,2,1
ET141050,0,3,0.201699004,2.158685923,1,2,1
ET151002,0,3,-0.764784992,0.605438888,1,2,1
ET151020,0,3,0.510300994,2.654643536,1,2,1
ET151024,0,3,-0.262827992,1.412139416,1,2,1
ET151025,0,3,-0.655375004,0.781272829,1,2,1
ET151029,0,3,0.267648995,2.264674664,1,2,1
ET151034,0,3,0.46616599,2.583713531,1,2,1
ET161021,0,3,-0.134886995,1.617754817,1,2,1
ET161031,0,3,0.136414006,2.053765535,1,2,1
ET161040,0,3,0.027861999,1.879310489,1,2,1
ET010001,1,2,-1.00849998,0.213761851,1,3,1
ET010002,1,2,-0.957428992,0.295838594,1,3,1
ET010004,1,2,-1.236430049,-0.152547047,1,3,1
ET010005,1,2,-0.995157003,0.235205501,1,3,1
ET010006,1,2,-1.052240014,0.143466771,1,3,1
ET010007,1,2,-0.961302996,0.289612651,1,3,1
ET010008,1,2,-0.109709002,1.658218622,1,3,1
ET010009,1,2,-0.638731003,0.808021605,1,3,1
ET010010,1,2,-0.276288986,1.390506148,1,3,1
ET010011,1,2,-0.189576998,1.529861927,1,3,1
ET010012,1,2,-0.779863,0.581206858,1,3,1
ET010014,1,2,-1.70551002,-0.906410575,1,3,1
ET010015,1,2,-0.756274998,0.619115353,1,3,1
ET010016,1,2,-0.118882,1.643476605,1,3,1
ET010017,1,2,-0.538420975,0.96923095,1,3,1
ET010018,1,2,-0.671536028,0.755300283,1,3,1
ET010020,1,2,-2.126630068,-1.583197236,1,3,1
ET010021,1,2,-0.762826979,0.608585596,1,3,1
ET010022,1,2,-0.440293998,1.126931906,1,3,1
ET010023,1,2,-1.093090057,0.077816218,1,3,1
ET010024,1,2,-1.224249959,-0.132972285,1,3,1
ET010025,1,2,-0.967181981,0.28016445,1,3,1
ET010026,1,2,0.082154997,1.966565371,1,3,1
ET010027,1,2,-0.150555998,1.592572927,1,3,1
ET010028,1,2,-0.311387002,1.33409965,1,3,1
ET010029,1,2,-0.747955978,0.632484972,1,3,1
ET010030,1,2,-0.388222009,1.210617304,1,3,1
ET010031,1,2,-0.555808008,0.941288054,1,3,1
ET010032,1,2,-0.354539007,1.264749646,1,3,1
ET010033,1,2,-0.00772203,1.822122931,1,3,1
ET010035,1,2,-0.588280976,0.889100373,1,3,1
ET010036,1,2,-1.637910008,-0.797769845,1,3,1
ET010037,1,2,-0.129085004,1.627079248,1,3,1
ET010038,1,2,-1.142050028,-0.000867885,1,3,1
ET010040,1,2,-0.666718006,0.763043404,1,3,1
ET010041,1,2,-0.51928997,0.999976575,1,3,1
ET010042,1,2,-0.512676001,1.010605931,1,3,1
ET010043,1,2,-0.966762006,0.280839413,1,3,1
ET010044,1,2,-0.572160006,0.915008545,1,3,1
ET010045,1,2,-0.553867996,0.944405854,1,3,1
ET010046,1,2,-0.193581,1.52342701,1,3,1
ET010047,1,2,-0.57841903,0.904949605,1,3,1
ET010048,1,2,-1.057019949,0.135784879,1,3,1
ET010049,1,2,-0.643329978,0.80063051,1,3,1
ET010050,1,2,-1.234189987,-0.148947015,1,3,1
ET010051,1,2,-0.710480988,0.692711413,1,3,1
ET010052,1,2,-0.522800982,0.994333982,1,3,1
ET010053,1,2,-0.851657987,0.465824336,1,3,1
ET010054,1,2,-0.809105992,0.534210086,1,3,1
ET010055,1,2,-0.595360994,0.877722025,1,3,1
ET010057,1,2,-0.246996999,1.437581539,1,3,1
ET010058,1,2,-0.717546999,0.681355536,1,3,1
ET010059,1,2,-0.478522986,1.065493703,1,3,1
ET010060,1,2,-0.816788018,0.521864235,1,3,1
ET010061,1,2,-0.586574018,0.891843677,1,3,1
ET010062,1,2,-0.779851019,0.58122611,1,3,1
ET010063,1,2,-0.851383984,0.466264665,1,3,1
ET010064,1,2,-0.274363011,1.393601418,1,3,1
ET010065,1,2,-0.655331016,0.78134352,1,3,1
ET010067,1,2,-1.178290009,-0.059109554,1,3,1
ET010068,1,2,-1.867409945,-1.166601658,1,3,1
ET010069,1,2,-0.863934994,0.446093827,1,3,1
ET010070,1,2,-0.575600028,0.909480095,1,3,1
ET010071,1,2,-1.323279977,-0.29212451,1,3,1
ET010072,1,2,-1.055289984,0.138565123,1,3,1
ET010073,1,2,-1.491979957,-0.563244104,1,3,1
ET010075,1,2,-0.739462018,0.646135688,1,3,1
ET010076,1,2,-1.03876996,0.165114641,1,3,1
ET010077,1,2,-1.043779969,0.157062992,1,3,1
ET010079,1,2,-0.401324987,1.18955934,1,3,1
ET010080,1,2,-1.207929969,-0.106744252,1,3,1
ET010081,1,2,-0.587675989,0.890072644,1,3,1
ET010082,1,2,-1.016350031,0.201145947,1,3,1
ET010083,1,2,-0.864521027,0.445151985,1,3,1
ET010084,1,2,-0.784134984,0.574341297,1,3,1
ET010085,1,2,-0.725431025,0.668685079,1,3,1
ET010086,1,2,-0.663523972,0.768176556,1,3,1
ET010087,1,2,-0.483640999,1.057268381,1,3,1
ET010088,1,2,-0.729128003,0.662743568,1,3,1
ET010089,1,2,-1.466689944,-0.522600234,1,3,1
ET010090,1,2,-0.372976989,1.235117793,1,3,1
ET010091,1,2,-0.611181974,0.852295935,1,3,1
ET010092,1,2,-0.193194002,1.524048924,1,3,1
ET010093,1,2,-1.213870049,-0.116290621,1,3,1
ET010094,1,2,-0.853810012,0.462365776,1,3,1
ET010095,1,2,-0.911857009,0.369077832,1,3,1
ET010096,1,2,-0.598791003,0.872209609,1,3,1
ET010097,1,2,-1.283210039,-0.227727681,1,3,1
ET010098,1,2,-0.814429998,0.525653839,1,3,1
ET010099,1,2,-1.181720018,-0.064621955,1,3,1
ET010100,1,2,-1.054200053,0.140316769,1,3,1
ET020001,1,2,-1.869590044,-1.170105338,1,3,1
ET020002,1,2,-1.121080041,0.032833211,1,3,1
ET020003,1,2,-0.625361979,0.829507113,1,3,1
ET020004,1,2,-0.839905024,0.484712631,1,3,1
ET020005,1,2,-1.046200037,0.153173685,1,3,1
ET020007,1,2,-0.145512,1.600679278,1,3,1
ET020008,1,2,-1.004780054,0.219740182,1,3,1
ET020011,1,2,-0.759406984,0.614081919,1,3,1
ET020012,1,2,-0.499330014,1.032054424,1,3,1
ET020013,1,2,-1.002460003,0.223468766,1,3,1
ET020014,1,2,-0.642862976,0.801381052,1,3,1
ET020015,1,2,-0.311165988,1.334454894,1,3,1
ET020017,1,2,-0.266829014,1.405709386,1,3,1
ET020018,1,2,-0.507614017,1.018741131,1,3,1
ET020019,1,2,-0.112659998,1.653476,1,3,1
ET020020,1,2,-0.960573971,0.29078427,1,3,1
ET020021,1,2,0.728187025,3.004810333,1,3,1
ET020022,1,2,-0.810405016,0.532122433,1,3,1
ET020023,1,2,-1.209900022,-0.109910347,1,3,1
ET020024,1,2,-0.255129009,1.424512506,1,3,1
ET020025,1,2,-0.319418013,1.32119298,1,3,1
ET020026,1,2,-1.277559996,-0.218647435,1,3,1
ET020027,1,2,-0.423319012,1.154212594,1,3,1
